
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1522.3,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000003483,
1512.8,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000003490,
1525.8,µm,Spine,Spine Terminal Pt Position,7,3,1,100000002,610000003495,
1525.8,µm,Spine,Spine Terminal Pt Position,7,3,1,100000002,610000003499,
1515.8,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000003504,
1507.8,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000003516,
1529.3,µm,Spine,Spine Terminal Pt Position,6,2,1,100000002,610000003519,
1524.8,µm,Spine,Spine Terminal Pt Position,5,3,1,100000001,610000003522,
1507.3,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003526,
1506.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000003530,
1519.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000003537,
1529.3,µm,Spine,Spine Terminal Pt Position,6,2,1,100000002,610000003548,
1513.91,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000003553,
1512.8,µm,Spine,Spine Terminal Pt Position,14,8,1,100000001,610000003556,
1519.3,µm,Spine,Spine Terminal Pt Position,10,5,1,100000001,610000003559,
1514.8,µm,Spine,Spine Terminal Pt Position,7,3,1,100000002,610000003565,
1522.3,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000003571,
1509.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003669,
1513.3,µm,Spine,Spine Terminal Pt Position,12,7,1,,610000003669,
1515.3,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003670,
1529.62,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000003670,
1508.39,µm,Spine,Spine Terminal Pt Position,10,6,1,,610000003670,
1516.47,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003671,
1508.3,µm,Spine,Spine Terminal Pt Position,9,5,1,,610000003671,
1527.1,µm,Spine,Spine Terminal Pt Position,11,7,1,,610000003671,
1515.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003672,
1526.3,µm,Spine,Spine Terminal Pt Position,12,7,1,,610000003672,
1508.8,µm,Spine,Spine Terminal Pt Position,9,5,1,,610000003672,
1515.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003673,
1508.3,µm,Spine,Spine Terminal Pt Position,9,5,1,,610000003673,
1505.8,µm,Spine,Spine Terminal Pt Position,18,10,1,,610000003673,
1515.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003674,
1507.8,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000003674,
1507.3,µm,Spine,Spine Terminal Pt Position,18,9,1,,610000003674,
1519.8,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003675,
1505.3,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000003675,
1511.59,µm,Spine,Spine Terminal Pt Position,13,7,1,,610000003675,
1515.3,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003676,
1505.3,µm,Spine,Spine Terminal Pt Position,14,6,1,,610000003676,
1512.51,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000003676,
1507.8,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000003677,
1511.95,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000003677,
1505.91,µm,Spine,Spine Terminal Pt Position,13,6,1,,610000003677,
1507.3,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003678,
1523.8,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003678,
1507.8,µm,Spine,Spine Terminal Pt Position,13,6,1,,610000003678,
1521.3,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000003679,
1513.3,µm,Spine,Spine Terminal Pt Position,12,5,1,,610000003679,
1526.3,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000003680,
1518.76,µm,Spine,Spine Terminal Pt Position,9,5,1,,610000003680,
1508.42,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000003681,
1524.3,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000003681,
1510.61,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000003682,
1527.3,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000003682,
1523.8,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000003683,
1521.36,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000003683,
1519.26,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000003684,
1524.45,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000003684,
1527.8,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000003685,
1518.8,µm,Spine,Spine Terminal Pt Position,10,5,1,,610000003685,
1528.3,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000003686,
1519.3,µm,Spine,Spine Terminal Pt Position,10,5,1,,610000003686,
1508.8,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000003687,
1528.8,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000003687,
1508.8,µm,Spine,Spine Terminal Pt Position,,,1,,610000003688,
1528.8,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000003688,
1529.8,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000003689,
1526.3,µm,Spine,Spine Terminal Pt Position,,,1,,610000003690,
