
Segment Intensity Min Ch=1 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1,,Segment,1,11,Image 1,7,1,100000001,510000000009,
0,,Segment,1,10,Image 1,6,1,100000001,510000000076,
3,,Segment,1,9,Image 1,5,1,100000001,510000000088,
3,,Segment,1,8,Image 1,4,1,100000001,510000000095,
6,,Segment,1,7,Image 1,4,1,100000001,510000000116,
4,,Segment,1,6,Image 1,3,1,100000001,510000000119,
1,,Segment,1,5,Image 1,3,1,100000001,510000000138,
4,,Segment,1,4,Image 1,3,1,100000001,510000000148,
2,,Segment,1,3,Image 1,3,1,100000001,510000000152,
3,,Segment,1,2,Image 1,2,1,100000001,510000000192,
3,,Segment,1,1,Image 1,1,1,100000001,510000000208,
26,,Segment,1,0,Image 1,1,1,100000001,510000000215,
2,,Segment,1,11,Image 1,6,1,100000001,510000000243,
2,,Segment,1,1,Image 1,2,1,100000000,510000000258,
1,,Segment,1,0,Image 1,1,1,100000000,510000000293,
3,,Segment,1,11,Image 1,7,1,100000001,510000000312,
0,,Segment,1,10,Image 1,7,1,100000001,510000000347,
2,,Segment,1,9,Image 1,6,1,100000001,510000000354,
1,,Segment,1,8,Image 1,5,1,100000001,510000000364,
1,,Segment,1,7,Image 1,5,1,100000001,510000000375,
37,,Segment,1,6,Image 1,4,1,100000001,510000000380,
4,,Segment,1,4,Image 1,3,1,100000001,510000000386,
5,,Segment,1,3,Image 1,2,1,100000001,510000000389,
1,,Segment,1,8,Image 1,4,1,100000001,510000000465,
0,,Segment,1,7,Image 1,4,1,100000001,510000000542,
3,,Segment,1,13,Image 1,8,1,100000001,510000000553,
2,,Segment,1,12,Image 1,7,1,100000001,510000000588,
3,,Segment,1,11,Image 1,7,1,100000001,510000000598,
1,,Segment,1,10,Image 1,6,1,100000001,510000000624,
3,,Segment,1,13,Image 1,7,1,100000001,510000000628,
3,,Segment,1,4,Image 1,4,1,100000000,510000000632,
0,,Segment,1,3,Image 1,3,1,100000000,510000000657,
6,,Segment,1,2,Image 1,2,1,100000000,510000000661,
5,,Segment,1,1,Image 1,2,1,100000000,510000000666,
6,,Segment,1,0,Image 1,1,1,100000000,510000000684,
1,,Segment,1,4,Image 1,3,1,100000000,510000000687,
3,,Segment,1,12,Image 1,8,1,100000001,510000000706,
0,,Segment,1,1,Image 1,2,1,100000002,510000000773,
1,,Segment,1,0,Image 1,1,1,100000002,510000000814,
16,,Segment,1,3,Image 1,2,1,100000001,510000000831,
4,,Segment,1,2,Image 1,2,1,100000001,510000000843,
2,,Segment,1,1,Image 1,1,1,100000001,510000000889,
0,,Segment,1,0,Image 1,1,1,100000001,510000000919,
3,,Segment,1,3,Image 1,3,1,100000001,510000000926,
6,,Segment,1,2,Image 1,1,1,100000001,510000000931,
0,,Segment,1,1,Image 1,2,1,100000001,510000000950,
5,,Segment,1,12,Image 1,9,1,100000001,510000000952,
5,,Segment,1,11,Image 1,8,1,100000001,510000000960,
2,,Segment,1,4,Image 1,4,1,100000002,510000000974,
4,,Segment,1,3,Image 1,4,1,100000002,510000000995,
0,,Segment,1,2,Image 1,3,1,100000002,510000001037,
