
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-8427.58,-21852.4,1506,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-8388.72,-21869.4,1506.87,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-8333.16,-21934.4,1521.61,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000002,800000002,
