
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.973604,,Spine,3,1,1,100000000,610000003483,
0.9679,,Spine,7,3,1,100000000,610000003490,
0.951121,,Spine,7,3,1,100000002,610000003495,
0.990365,,Spine,7,3,1,100000002,610000003499,
0.890216,,Spine,4,3,1,100000002,610000003504,
0.989919,,Spine,3,2,1,100000000,610000003516,
0.991617,,Spine,6,2,1,100000002,610000003519,
0.996319,,Spine,5,3,1,100000001,610000003522,
0.951314,,Spine,0,1,1,100000000,610000003526,
0.931571,,Spine,0,1,1,100000000,610000003530,
0.907611,,Spine,0,1,1,100000002,610000003535,
0.960708,,Spine,6,2,1,100000002,610000003539,
1,,Spine,2,2,1,100000001,610000003541,
0.989876,,Spine,6,2,1,100000002,610000003548,
0.989963,,Spine,1,1,1,100000001,610000003553,
0.998718,,Spine,14,8,1,100000001,610000003556,
0.999425,,Spine,10,5,1,100000001,610000003559,
0.998372,,Spine,7,3,1,100000002,610000003565,
1,,Spine,6,2,1,100000002,610000003569,
0.996954,,Spine,4,3,1,100000001,610000003571,
1,,Spine,6,2,1,100000002,610000003576,
0.999138,,Spine,6,2,1,100000002,610000003585,
1,,Spine,4,3,1,100000000,610000003608,
1,,Spine,3,3,1,100000000,610000003609,
1,,Spine,12,7,1,100000000,610000003610,
1,,Spine,10,6,1,100000000,610000003611,
1,,Spine,9,5,1,100000000,610000003612,
1,,Spine,9,5,1,100000000,610000003613,
1,,Spine,9,5,1,100000000,610000003614,
1,,Spine,8,4,1,100000000,610000003615,
1,,Spine,7,4,1,100000000,610000003616,
1,,Spine,6,2,1,100000000,610000003617,
1,,Spine,10,5,1,100000001,610000003618,
1,,Spine,10,5,1,100000001,610000003619,
1,,Spine,7,4,1,100000001,610000003620,
1,,Spine,11,7,1,100000001,610000003621,
1,,Spine,12,7,1,100000001,610000003622,
1,,Spine,18,10,1,100000001,610000003623,
1,,Spine,18,9,1,100000001,610000003624,
1,,Spine,13,7,1,100000001,610000003625,
1,,Spine,14,6,1,100000001,610000003626,
1,,Spine,13,6,1,100000001,610000003627,
1,,Spine,13,6,1,100000001,610000003628,
1,,Spine,12,5,1,100000001,610000003629,
1,,Spine,9,5,1,100000001,610000003630,
1,,Spine,8,4,1,100000001,610000003631,
1,,Spine,7,4,1,100000001,610000003632,
1,,Spine,6,4,1,100000001,610000003633,
1,,Spine,2,2,1,100000001,610000003634,
1,,Spine,0,1,1,100000001,610000003635,
1,,Spine,2,2,1,100000001,610000003639,
1,,Spine,1,2,1,100000002,610000003643,
1,,Spine,0,1,1,100000002,610000003644,
1,,Spine,4,3,1,100000002,610000003645,
1,,Spine,4,3,1,100000002,610000003646,
1,,Spine,4,2,1,100000002,610000003647,
1,,Spine,0,1,1,100000002,610000003648,
1,,Spine,0,1,1,100000002,610000003649,
1,,Spine,0,1,1,100000002,610000003650,
1,,Spine,0,1,1,100000002,610000003651,
1,,Spine,4,3,1,100000002,610000003653,
1,,Spine,0,1,1,100000002,610000003654,
1,,Spine,6,2,1,100000002,610000003658,
1,,Spine,6,2,1,100000002,610000003659,
1,,Spine,6,2,1,100000002,610000003660,
1,,Spine,4,2,1,100000002,610000003661,
1,,Spine,4,2,1,100000002,610000003662,
1,,Spine,8,3,1,100000002,610000003663,
1,,Spine,8,4,1,100000002,610000003664,
1,,Spine,7,4,1,100000002,610000003665,
1,,Spine,8,2,1,100000002,610000003666,
1,,Spine,0,1,1,100000002,610000003667,
