
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
22.8289,,Segment,1,11,Image 1,7,1,100000001,510000000009,
41.0091,,Segment,1,10,Image 1,6,1,100000001,510000000076,
68.74,,Segment,1,9,Image 1,5,1,100000001,510000000088,
74.7849,,Segment,1,8,Image 1,4,1,100000001,510000000095,
66.2812,,Segment,1,7,Image 1,4,1,100000001,510000000116,
89.588,,Segment,1,6,Image 1,3,1,100000001,510000000119,
67.2597,,Segment,1,5,Image 1,3,1,100000001,510000000138,
59.6661,,Segment,1,4,Image 1,3,1,100000001,510000000148,
70.3717,,Segment,1,3,Image 1,3,1,100000001,510000000152,
83.071,,Segment,1,2,Image 1,2,1,100000001,510000000192,
92.7678,,Segment,1,1,Image 1,1,1,100000001,510000000208,
91.7171,,Segment,1,0,Image 1,1,1,100000001,510000000215,
26.7033,,Segment,1,11,Image 1,6,1,100000001,510000000243,
45.4056,,Segment,1,1,Image 1,2,1,100000000,510000000258,
43.5597,,Segment,1,0,Image 1,1,1,100000000,510000000293,
56.2847,,Segment,1,11,Image 1,7,1,100000001,510000000312,
7.76042,,Segment,1,10,Image 1,7,1,100000001,510000000347,
65.6294,,Segment,1,9,Image 1,6,1,100000001,510000000354,
48.8225,,Segment,1,8,Image 1,5,1,100000001,510000000364,
72.093,,Segment,1,7,Image 1,5,1,100000001,510000000375,
101.052,,Segment,1,6,Image 1,4,1,100000001,510000000380,
87.6641,,Segment,1,4,Image 1,3,1,100000001,510000000386,
85.9613,,Segment,1,3,Image 1,2,1,100000001,510000000389,
37.1084,,Segment,1,8,Image 1,4,1,100000001,510000000465,
52.9971,,Segment,1,7,Image 1,4,1,100000001,510000000542,
43.4427,,Segment,1,13,Image 1,8,1,100000001,510000000553,
39.1571,,Segment,1,12,Image 1,7,1,100000001,510000000588,
46.2467,,Segment,1,11,Image 1,7,1,100000001,510000000598,
40.8912,,Segment,1,10,Image 1,6,1,100000001,510000000624,
43.1839,,Segment,1,13,Image 1,7,1,100000001,510000000628,
29.1429,,Segment,1,4,Image 1,4,1,100000000,510000000632,
42.9064,,Segment,1,3,Image 1,3,1,100000000,510000000657,
60.3735,,Segment,1,2,Image 1,2,1,100000000,510000000661,
60.7877,,Segment,1,1,Image 1,2,1,100000000,510000000666,
68.7255,,Segment,1,0,Image 1,1,1,100000000,510000000684,
30.9605,,Segment,1,4,Image 1,3,1,100000000,510000000687,
33.0621,,Segment,1,12,Image 1,8,1,100000001,510000000706,
36.0784,,Segment,1,1,Image 1,2,1,100000002,510000000773,
68.5587,,Segment,1,0,Image 1,1,1,100000002,510000000814,
89.7394,,Segment,1,3,Image 1,2,1,100000001,510000000831,
43.4656,,Segment,1,2,Image 1,2,1,100000001,510000000843,
40.9272,,Segment,1,1,Image 1,1,1,100000001,510000000889,
55.1409,,Segment,1,0,Image 1,1,1,100000001,510000000919,
66.7711,,Segment,1,3,Image 1,3,1,100000001,510000000926,
36.0659,,Segment,1,2,Image 1,1,1,100000001,510000000931,
29.4558,,Segment,1,1,Image 1,2,1,100000001,510000000950,
27,,Segment,1,12,Image 1,9,1,100000001,510000000952,
30.3529,,Segment,1,11,Image 1,8,1,100000001,510000000960,
56.758,,Segment,1,4,Image 1,4,1,100000002,510000000974,
54.794,,Segment,1,3,Image 1,4,1,100000002,510000000995,
44.9149,,Segment,1,2,Image 1,3,1,100000002,510000001037,
99.6654,,Segment,1,1,Image 1,2,1,100000002,510000001042,
88.6418,,Segment,1,0,Image 1,1,1,100000002,510000001063,
54.7395,,Segment,1,4,Image 1,5,1,100000002,510000001068,
84.2061,,Segment,1,3,Image 1,3,1,100000002,510000001075,
46.1214,,Segment,1,4,Image 1,4,1,100000002,510000001119,
53.1429,,Segment,1,3,Image 1,3,1,100000002,510000001121,
44.2692,,Segment,1,2,Image 1,3,1,100000002,510000001145,
20.9867,,Segment,1,1,Image 1,2,1,100000002,510000001169,
51.9085,,Segment,1,0,Image 1,1,1,100000002,510000001197,
53.6462,,Segment,1,4,Image 1,3,1,100000002,510000001211,
