
Spine Number of Voxel Ch=2 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
321,,Spine,2,3,Image 1,1,1,100000000,610000003483,
82,,Spine,2,7,Image 1,3,1,100000000,610000003490,
76,,Spine,2,7,Image 1,3,1,100000002,610000003495,
70,,Spine,2,7,Image 1,3,1,100000002,610000003499,
71,,Spine,2,4,Image 1,3,1,100000002,610000003504,
134,,Spine,2,3,Image 1,2,1,100000000,610000003516,
138,,Spine,2,6,Image 1,2,1,100000002,610000003519,
251,,Spine,2,5,Image 1,3,1,100000001,610000003522,
617,,Spine,2,0,Image 1,1,1,100000000,610000003526,
637,,Spine,2,0,Image 1,1,1,100000000,610000003530,
178,,Spine,2,0,Image 1,1,1,100000002,610000003535,
275,,Spine,2,7,Image 1,3,1,100000002,610000003539,
269,,Spine,2,2,Image 1,2,1,100000001,610000003541,
113,,Spine,2,6,Image 1,2,1,100000002,610000003548,
351,,Spine,2,1,Image 1,1,1,100000001,610000003553,
103,,Spine,2,14,Image 1,8,1,100000001,610000003556,
120,,Spine,2,10,Image 1,5,1,100000001,610000003559,
113,,Spine,2,7,Image 1,3,1,100000002,610000003565,
106,,Spine,2,7,Image 1,3,1,100000002,610000003569,
855,,Spine,2,4,Image 1,3,1,100000001,610000003571,
227,,Spine,2,7,Image 1,3,1,100000002,610000003576,
932,,Spine,2,7,Image 1,3,1,100000002,610000003585,
47,,Spine,2,4,Image 1,3,1,100000000,610000003608,
98,,Spine,2,3,Image 1,3,1,100000000,610000003609,
71,,Spine,2,12,Image 1,7,1,100000000,610000003610,
28,,Spine,2,10,Image 1,6,1,100000000,610000003611,
49,,Spine,2,9,Image 1,5,1,100000000,610000003612,
47,,Spine,2,9,Image 1,5,1,100000000,610000003613,
41,,Spine,2,9,Image 1,5,1,100000000,610000003614,
33,,Spine,2,8,Image 1,4,1,100000000,610000003615,
28,,Spine,2,7,Image 1,4,1,100000000,610000003616,
50,,Spine,2,6,Image 1,2,1,100000000,610000003617,
114,,Spine,2,10,Image 1,5,1,100000001,610000003618,
73,,Spine,2,10,Image 1,5,1,100000001,610000003619,
88,,Spine,2,7,Image 1,4,1,100000001,610000003620,
258,,Spine,2,11,Image 1,7,1,100000001,610000003621,
131,,Spine,2,12,Image 1,7,1,100000001,610000003622,
39,,Spine,2,18,Image 1,10,1,100000001,610000003623,
130,,Spine,2,18,Image 1,9,1,100000001,610000003624,
61,,Spine,2,13,Image 1,7,1,100000001,610000003625,
96,,Spine,2,14,Image 1,6,1,100000001,610000003626,
175,,Spine,2,13,Image 1,6,1,100000001,610000003627,
41,,Spine,2,13,Image 1,6,1,100000001,610000003628,
149,,Spine,2,12,Image 1,5,1,100000001,610000003629,
91,,Spine,2,9,Image 1,5,1,100000001,610000003630,
34,,Spine,2,8,Image 1,4,1,100000001,610000003631,
67,,Spine,2,7,Image 1,4,1,100000001,610000003632,
650,,Spine,2,6,Image 1,4,1,100000001,610000003633,
550,,Spine,2,2,Image 1,2,1,100000001,610000003634,
134,,Spine,2,0,Image 1,1,1,100000001,610000003635,
24,,Spine,2,2,Image 1,2,1,100000001,610000003639,
71,,Spine,2,1,Image 1,2,1,100000002,610000003643,
312,,Spine,2,0,Image 1,1,1,100000002,610000003644,
32,,Spine,2,4,Image 1,3,1,100000002,610000003645,
62,,Spine,2,4,Image 1,3,1,100000002,610000003646,
62,,Spine,2,4,Image 1,2,1,100000002,610000003647,
233,,Spine,2,0,Image 1,1,1,100000002,610000003648,
197,,Spine,2,0,Image 1,1,1,100000002,610000003649,
300,,Spine,2,0,Image 1,1,1,100000002,610000003650,
301,,Spine,2,0,Image 1,1,1,100000002,610000003651,
72,,Spine,2,4,Image 1,3,1,100000002,610000003653,
23,,Spine,2,0,Image 1,1,1,100000002,610000003654,
51,,Spine,2,6,Image 1,2,1,100000002,610000003658,
116,,Spine,2,6,Image 1,2,1,100000002,610000003659,
143,,Spine,2,6,Image 1,2,1,100000002,610000003660,
201,,Spine,2,4,Image 1,2,1,100000002,610000003661,
242,,Spine,2,4,Image 1,2,1,100000002,610000003662,
106,,Spine,2,8,Image 1,3,1,100000002,610000003663,
69,,Spine,2,8,Image 1,4,1,100000002,610000003664,
125,,Spine,2,7,Image 1,4,1,100000002,610000003665,
79,,Spine,2,8,Image 1,2,1,100000002,610000003666,
151,,Spine,2,0,Image 1,1,1,100000002,610000003667,
