
Segment Center Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,11,Image 1,7,1,100000001,510000000009,
10.0416,,Segment,4,10,Image 1,6,1,100000001,510000000076,
7.46114,,Segment,4,9,Image 1,5,1,100000001,510000000088,
0,,Segment,4,8,Image 1,4,1,100000001,510000000095,
0,,Segment,4,7,Image 1,4,1,100000001,510000000116,
0,,Segment,4,6,Image 1,3,1,100000001,510000000119,
0,,Segment,4,5,Image 1,3,1,100000001,510000000138,
0,,Segment,4,4,Image 1,3,1,100000001,510000000148,
0,,Segment,4,3,Image 1,3,1,100000001,510000000152,
0,,Segment,4,2,Image 1,2,1,100000001,510000000192,
7.5734,,Segment,4,1,Image 1,1,1,100000001,510000000208,
11.6,,Segment,4,0,Image 1,1,1,100000001,510000000215,
17.4172,,Segment,4,11,Image 1,6,1,100000001,510000000243,
0,,Segment,4,1,Image 1,2,1,100000000,510000000258,
0,,Segment,4,0,Image 1,1,1,100000000,510000000293,
0,,Segment,4,11,Image 1,7,1,100000001,510000000312,
0,,Segment,4,10,Image 1,7,1,100000001,510000000347,
0,,Segment,4,9,Image 1,6,1,100000001,510000000354,
0,,Segment,4,8,Image 1,5,1,100000001,510000000364,
0,,Segment,4,7,Image 1,5,1,100000001,510000000375,
0,,Segment,4,6,Image 1,4,1,100000001,510000000380,
0,,Segment,4,4,Image 1,3,1,100000001,510000000386,
0,,Segment,4,3,Image 1,2,1,100000001,510000000389,
25.7299,,Segment,4,8,Image 1,4,1,100000001,510000000465,
1.0125,,Segment,4,7,Image 1,4,1,100000001,510000000542,
0,,Segment,4,13,Image 1,8,1,100000001,510000000553,
0,,Segment,4,12,Image 1,7,1,100000001,510000000588,
0,,Segment,4,11,Image 1,7,1,100000001,510000000598,
1.51082,,Segment,4,10,Image 1,6,1,100000001,510000000624,
0,,Segment,4,13,Image 1,7,1,100000001,510000000628,
40.8,,Segment,4,4,Image 1,4,1,100000000,510000000632,
27.7998,,Segment,4,3,Image 1,3,1,100000000,510000000657,
0,,Segment,4,2,Image 1,2,1,100000000,510000000661,
0,,Segment,4,1,Image 1,2,1,100000000,510000000666,
0,,Segment,4,0,Image 1,1,1,100000000,510000000684,
