
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
8,,Segment,2,11,Image 1,7,1,100000001,510000000009,
68,,Segment,2,10,Image 1,6,1,100000001,510000000076,
13,,Segment,2,9,Image 1,5,1,100000001,510000000088,
8,,Segment,2,8,Image 1,4,1,100000001,510000000095,
22,,Segment,2,7,Image 1,4,1,100000001,510000000116,
4,,Segment,2,6,Image 1,3,1,100000001,510000000119,
20,,Segment,2,5,Image 1,3,1,100000001,510000000138,
11,,Segment,2,4,Image 1,3,1,100000001,510000000148,
5,,Segment,2,3,Image 1,3,1,100000001,510000000152,
41,,Segment,2,2,Image 1,2,1,100000001,510000000192,
17,,Segment,2,1,Image 1,1,1,100000001,510000000208,
5,,Segment,2,0,Image 1,1,1,100000001,510000000215,
8,,Segment,2,11,Image 1,6,1,100000001,510000000243,
16,,Segment,2,1,Image 1,2,1,100000000,510000000258,
33,,Segment,2,0,Image 1,1,1,100000000,510000000293,
20,,Segment,2,11,Image 1,7,1,100000001,510000000312,
36,,Segment,2,10,Image 1,7,1,100000001,510000000347,
8,,Segment,2,9,Image 1,6,1,100000001,510000000354,
11,,Segment,2,8,Image 1,5,1,100000001,510000000364,
12,,Segment,2,7,Image 1,5,1,100000001,510000000375,
6,,Segment,2,6,Image 1,4,1,100000001,510000000380,
6,,Segment,2,4,Image 1,3,1,100000001,510000000386,
4,,Segment,2,3,Image 1,2,1,100000001,510000000389,
77,,Segment,2,8,Image 1,4,1,100000001,510000000465,
78,,Segment,2,7,Image 1,4,1,100000001,510000000542,
12,,Segment,2,13,Image 1,8,1,100000001,510000000553,
36,,Segment,2,12,Image 1,7,1,100000001,510000000588,
11,,Segment,2,11,Image 1,7,1,100000001,510000000598,
27,,Segment,2,10,Image 1,6,1,100000001,510000000624,
5,,Segment,2,13,Image 1,7,1,100000001,510000000628,
5,,Segment,2,4,Image 1,4,1,100000000,510000000632,
26,,Segment,2,3,Image 1,3,1,100000000,510000000657,
5,,Segment,2,2,Image 1,2,1,100000000,510000000661,
6,,Segment,2,1,Image 1,2,1,100000000,510000000666,
8,,Segment,2,0,Image 1,1,1,100000000,510000000684,
4,,Segment,2,4,Image 1,3,1,100000000,510000000687,
16,,Segment,2,12,Image 1,8,1,100000001,510000000706,
68,,Segment,2,1,Image 1,2,1,100000002,510000000773,
31,,Segment,2,0,Image 1,1,1,100000002,510000000814,
12,,Segment,2,3,Image 1,2,1,100000001,510000000831,
13,,Segment,2,2,Image 1,2,1,100000001,510000000843,
47,,Segment,2,1,Image 1,1,1,100000001,510000000889,
31,,Segment,2,0,Image 1,1,1,100000001,510000000919,
4,,Segment,2,3,Image 1,3,1,100000001,510000000926,
6,,Segment,2,2,Image 1,1,1,100000001,510000000931,
20,,Segment,2,1,Image 1,2,1,100000001,510000000950,
3,,Segment,2,12,Image 1,9,1,100000001,510000000952,
9,,Segment,2,11,Image 1,8,1,100000001,510000000960,
14,,Segment,2,4,Image 1,4,1,100000002,510000000974,
22,,Segment,2,3,Image 1,4,1,100000002,510000000995,
