
Spine Center Intensity StdDev Ch=1 Img=1
 ==================== 
Spine Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
33.0622,,Spine,1,3,Image 1,1,1,100000000,610000003483,
24.9672,,Spine,1,7,Image 1,3,1,100000000,610000003490,
21.1755,,Spine,1,7,Image 1,3,1,100000002,610000003495,
28.9698,,Spine,1,7,Image 1,3,1,100000002,610000003499,
14.7377,,Spine,1,4,Image 1,3,1,100000002,610000003504,
34.1988,,Spine,1,3,Image 1,2,1,100000000,610000003516,
37.1147,,Spine,1,6,Image 1,2,1,100000002,610000003519,
32.6633,,Spine,1,5,Image 1,3,1,100000001,610000003522,
20.3688,,Spine,1,0,Image 1,1,1,100000000,610000003526,
31.3777,,Spine,1,0,Image 1,1,1,100000000,610000003530,
20.2045,,Spine,1,0,Image 1,1,1,100000002,610000003535,
10.2225,,Spine,1,7,Image 1,3,1,100000002,610000003539,
25,,Spine,1,2,Image 1,2,1,100000001,610000003541,
20.3361,,Spine,1,6,Image 1,2,1,100000002,610000003548,
42.7629,,Spine,1,1,Image 1,1,1,100000001,610000003553,
32.8938,,Spine,1,14,Image 1,8,1,100000001,610000003556,
29.1014,,Spine,1,10,Image 1,5,1,100000001,610000003559,
47.1687,,Spine,1,7,Image 1,3,1,100000002,610000003565,
51.5,,Spine,1,7,Image 1,3,1,100000002,610000003569,
6.79869,,Spine,1,4,Image 1,3,1,100000001,610000003571,
33.5,,Spine,1,7,Image 1,3,1,100000002,610000003576,
10.2089,,Spine,1,7,Image 1,3,1,100000002,610000003585,
5,,Spine,1,4,Image 1,3,1,100000000,610000003608,
36.5,,Spine,1,3,Image 1,3,1,100000000,610000003609,
7,,Spine,1,12,Image 1,7,1,100000000,610000003610,
39.5,,Spine,1,10,Image 1,6,1,100000000,610000003611,
51.5,,Spine,1,9,Image 1,5,1,100000000,610000003612,
9.5,,Spine,1,9,Image 1,5,1,100000000,610000003613,
15,,Spine,1,9,Image 1,5,1,100000000,610000003614,
11.5,,Spine,1,8,Image 1,4,1,100000000,610000003615,
9,,Spine,1,7,Image 1,4,1,100000000,610000003616,
1.5,,Spine,1,6,Image 1,2,1,100000000,610000003617,
30.5,,Spine,1,10,Image 1,5,1,100000001,610000003618,
25,,Spine,1,10,Image 1,5,1,100000001,610000003619,
32.5,,Spine,1,7,Image 1,4,1,100000001,610000003620,
8,,Spine,1,11,Image 1,7,1,100000001,610000003621,
6,,Spine,1,12,Image 1,7,1,100000001,610000003622,
27,,Spine,1,18,Image 1,10,1,100000001,610000003623,
4.5,,Spine,1,18,Image 1,9,1,100000001,610000003624,
8.5,,Spine,1,13,Image 1,7,1,100000001,610000003625,
5.5,,Spine,1,14,Image 1,6,1,100000001,610000003626,
7.5,,Spine,1,13,Image 1,6,1,100000001,610000003627,
12.5,,Spine,1,13,Image 1,6,1,100000001,610000003628,
53,,Spine,1,12,Image 1,5,1,100000001,610000003629,
6,,Spine,1,9,Image 1,5,1,100000001,610000003630,
0,,Spine,1,8,Image 1,4,1,100000001,610000003631,
12.5,,Spine,1,7,Image 1,4,1,100000001,610000003632,
13,,Spine,1,6,Image 1,4,1,100000001,610000003633,
42,,Spine,1,2,Image 1,2,1,100000001,610000003634,
53.5,,Spine,1,0,Image 1,1,1,100000001,610000003635,
4,,Spine,1,2,Image 1,2,1,100000001,610000003639,
0,,Spine,1,1,Image 1,2,1,100000002,610000003643,
2,,Spine,1,0,Image 1,1,1,100000002,610000003644,
18.5,,Spine,1,4,Image 1,3,1,100000002,610000003645,
70.5,,Spine,1,4,Image 1,3,1,100000002,610000003646,
29,,Spine,1,4,Image 1,2,1,100000002,610000003647,
29.5,,Spine,1,0,Image 1,1,1,100000002,610000003648,
1,,Spine,1,0,Image 1,1,1,100000002,610000003649,
12,,Spine,1,0,Image 1,1,1,100000002,610000003650,
10.5,,Spine,1,0,Image 1,1,1,100000002,610000003651,
35,,Spine,1,4,Image 1,3,1,100000002,610000003653,
52.5,,Spine,1,0,Image 1,1,1,100000002,610000003654,
0,,Spine,1,6,Image 1,2,1,100000002,610000003658,
5,,Spine,1,6,Image 1,2,1,100000002,610000003659,
5,,Spine,1,6,Image 1,2,1,100000002,610000003660,
28,,Spine,1,4,Image 1,2,1,100000002,610000003661,
19,,Spine,1,4,Image 1,2,1,100000002,610000003662,
45.5,,Spine,1,8,Image 1,3,1,100000002,610000003663,
0.5,,Spine,1,8,Image 1,4,1,100000002,610000003664,
1,,Spine,1,7,Image 1,4,1,100000002,610000003665,
17,,Spine,1,8,Image 1,2,1,100000002,610000003666,
38,,Spine,1,0,Image 1,1,1,100000002,610000003667,
