
Soma Intensity Center Ch=3 Img=1
 ==================== 
Soma Intensity Center,Unit,Category,Channel,Image,Time,FilamentID,ID,
91,,Soma,3,Image 1,1,100000000,800000000,
108,,Soma,3,Image 1,1,100000001,800000001,
84,,Soma,3,Image 1,1,100000002,800000002,
