
Spine Center Intensity Max Ch=3 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
145,,Spine,3,3,Image 1,1,1,100000000,610000003483,
73,,Spine,3,7,Image 1,3,1,100000000,610000003490,
67,,Spine,3,7,Image 1,3,1,100000002,610000003495,
81,,Spine,3,7,Image 1,3,1,100000002,610000003499,
48,,Spine,3,4,Image 1,3,1,100000002,610000003504,
89,,Spine,3,3,Image 1,2,1,100000000,610000003516,
114,,Spine,3,6,Image 1,2,1,100000002,610000003519,
101,,Spine,3,5,Image 1,3,1,100000001,610000003522,
116,,Spine,3,0,Image 1,1,1,100000000,610000003526,
145,,Spine,3,0,Image 1,1,1,100000000,610000003530,
153,,Spine,3,0,Image 1,1,1,100000002,610000003535,
115,,Spine,3,7,Image 1,3,1,100000002,610000003539,
80,,Spine,3,2,Image 1,2,1,100000001,610000003541,
86,,Spine,3,6,Image 1,2,1,100000002,610000003548,
150,,Spine,3,1,Image 1,1,1,100000001,610000003553,
120,,Spine,3,14,Image 1,8,1,100000001,610000003556,
112,,Spine,3,10,Image 1,5,1,100000001,610000003559,
151,,Spine,3,7,Image 1,3,1,100000002,610000003565,
142,,Spine,3,7,Image 1,3,1,100000002,610000003569,
112,,Spine,3,4,Image 1,3,1,100000001,610000003571,
185,,Spine,3,7,Image 1,3,1,100000002,610000003576,
179,,Spine,3,7,Image 1,3,1,100000002,610000003585,
23,,Spine,3,4,Image 1,3,1,100000000,610000003608,
85,,Spine,3,3,Image 1,3,1,100000000,610000003609,
42,,Spine,3,12,Image 1,7,1,100000000,610000003610,
86,,Spine,3,10,Image 1,6,1,100000000,610000003611,
115,,Spine,3,9,Image 1,5,1,100000000,610000003612,
54,,Spine,3,9,Image 1,5,1,100000000,610000003613,
35,,Spine,3,9,Image 1,5,1,100000000,610000003614,
21,,Spine,3,8,Image 1,4,1,100000000,610000003615,
34,,Spine,3,7,Image 1,4,1,100000000,610000003616,
33,,Spine,3,6,Image 1,2,1,100000000,610000003617,
112,,Spine,3,10,Image 1,5,1,100000001,610000003618,
112,,Spine,3,10,Image 1,5,1,100000001,610000003619,
113,,Spine,3,7,Image 1,4,1,100000001,610000003620,
79,,Spine,3,11,Image 1,7,1,100000001,610000003621,
55,,Spine,3,12,Image 1,7,1,100000001,610000003622,
77,,Spine,3,18,Image 1,10,1,100000001,610000003623,
38,,Spine,3,18,Image 1,9,1,100000001,610000003624,
95,,Spine,3,13,Image 1,7,1,100000001,610000003625,
22,,Spine,3,14,Image 1,6,1,100000001,610000003626,
72,,Spine,3,13,Image 1,6,1,100000001,610000003627,
66,,Spine,3,13,Image 1,6,1,100000001,610000003628,
154,,Spine,3,12,Image 1,5,1,100000001,610000003629,
89,,Spine,3,9,Image 1,5,1,100000001,610000003630,
12,,Spine,3,8,Image 1,4,1,100000001,610000003631,
76,,Spine,3,7,Image 1,4,1,100000001,610000003632,
118,,Spine,3,6,Image 1,4,1,100000001,610000003633,
175,,Spine,3,2,Image 1,2,1,100000001,610000003634,
184,,Spine,3,0,Image 1,1,1,100000001,610000003635,
37,,Spine,3,2,Image 1,2,1,100000001,610000003639,
97,,Spine,3,1,Image 1,2,1,100000002,610000003643,
84,,Spine,3,0,Image 1,1,1,100000002,610000003644,
51,,Spine,3,4,Image 1,3,1,100000002,610000003645,
182,,Spine,3,4,Image 1,3,1,100000002,610000003646,
128,,Spine,3,4,Image 1,2,1,100000002,610000003647,
151,,Spine,3,0,Image 1,1,1,100000002,610000003648,
153,,Spine,3,0,Image 1,1,1,100000002,610000003649,
177,,Spine,3,0,Image 1,1,1,100000002,610000003650,
177,,Spine,3,0,Image 1,1,1,100000002,610000003651,
150,,Spine,3,4,Image 1,3,1,100000002,610000003653,
131,,Spine,3,0,Image 1,1,1,100000002,610000003654,
0,,Spine,3,6,Image 1,2,1,100000002,610000003658,
65,,Spine,3,6,Image 1,2,1,100000002,610000003659,
55,,Spine,3,6,Image 1,2,1,100000002,610000003660,
84,,Spine,3,4,Image 1,2,1,100000002,610000003661,
84,,Spine,3,4,Image 1,2,1,100000002,610000003662,
139,,Spine,3,8,Image 1,3,1,100000002,610000003663,
93,,Spine,3,8,Image 1,4,1,100000002,610000003664,
41,,Spine,3,7,Image 1,4,1,100000002,610000003665,
58,,Spine,3,8,Image 1,2,1,100000002,610000003666,
125,,Spine,3,0,Image 1,1,1,100000002,610000003667,
