
Segment Intensity Median Ch=1 Img=1
 ==================== 
Segment Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
17.5625,,Segment,1,11,Image 1,7,1,100000001,510000000009,
37.125,,Segment,1,10,Image 1,6,1,100000001,510000000076,
67.125,,Segment,1,9,Image 1,5,1,100000001,510000000088,
79.125,,Segment,1,8,Image 1,4,1,100000001,510000000095,
63.125,,Segment,1,7,Image 1,4,1,100000001,510000000116,
84.125,,Segment,1,6,Image 1,3,1,100000001,510000000119,
59.125,,Segment,1,5,Image 1,3,1,100000001,510000000138,
59.125,,Segment,1,4,Image 1,3,1,100000001,510000000148,
70.125,,Segment,1,3,Image 1,3,1,100000001,510000000152,
84.125,,Segment,1,2,Image 1,2,1,100000001,510000000192,
95.625,,Segment,1,1,Image 1,1,1,100000001,510000000208,
91.125,,Segment,1,0,Image 1,1,1,100000001,510000000215,
25.0625,,Segment,1,11,Image 1,6,1,100000001,510000000243,
31.125,,Segment,1,1,Image 1,2,1,100000000,510000000258,
32.125,,Segment,1,0,Image 1,1,1,100000000,510000000293,
54.125,,Segment,1,11,Image 1,7,1,100000001,510000000312,
6.03125,,Segment,1,10,Image 1,7,1,100000001,510000000347,
68.125,,Segment,1,9,Image 1,6,1,100000001,510000000354,
41.125,,Segment,1,8,Image 1,5,1,100000001,510000000364,
72.125,,Segment,1,7,Image 1,5,1,100000001,510000000375,
101.125,,Segment,1,6,Image 1,4,1,100000001,510000000380,
91.625,,Segment,1,4,Image 1,3,1,100000001,510000000386,
90.125,,Segment,1,3,Image 1,2,1,100000001,510000000389,
34.125,,Segment,1,8,Image 1,4,1,100000001,510000000465,
48.625,,Segment,1,7,Image 1,4,1,100000001,510000000542,
42.0625,,Segment,1,13,Image 1,8,1,100000001,510000000553,
36.0625,,Segment,1,12,Image 1,7,1,100000001,510000000588,
41.625,,Segment,1,11,Image 1,7,1,100000001,510000000598,
37.125,,Segment,1,10,Image 1,6,1,100000001,510000000624,
42.0625,,Segment,1,13,Image 1,7,1,100000001,510000000628,
21.125,,Segment,1,4,Image 1,4,1,100000000,510000000632,
28.125,,Segment,1,3,Image 1,3,1,100000000,510000000657,
52.125,,Segment,1,2,Image 1,2,1,100000000,510000000661,
51.125,,Segment,1,1,Image 1,2,1,100000000,510000000666,
54.625,,Segment,1,0,Image 1,1,1,100000000,510000000684,
23.625,,Segment,1,4,Image 1,3,1,100000000,510000000687,
30.0625,,Segment,1,12,Image 1,8,1,100000001,510000000706,
31.0625,,Segment,1,1,Image 1,2,1,100000002,510000000773,
64.125,,Segment,1,0,Image 1,1,1,100000002,510000000814,
83.125,,Segment,1,3,Image 1,2,1,100000001,510000000831,
30.125,,Segment,1,2,Image 1,2,1,100000001,510000000843,
37.125,,Segment,1,1,Image 1,1,1,100000001,510000000889,
43.125,,Segment,1,0,Image 1,1,1,100000001,510000000919,
58.125,,Segment,1,3,Image 1,3,1,100000001,510000000926,
33.0625,,Segment,1,2,Image 1,1,1,100000001,510000000931,
26.0625,,Segment,1,1,Image 1,2,1,100000001,510000000950,
21.5625,,Segment,1,12,Image 1,9,1,100000001,510000000952,
28.0625,,Segment,1,11,Image 1,8,1,100000001,510000000960,
56.125,,Segment,1,4,Image 1,4,1,100000002,510000000974,
50.125,,Segment,1,3,Image 1,4,1,100000002,510000000995,
40.125,,Segment,1,2,Image 1,3,1,100000002,510000001037,
97.125,,Segment,1,1,Image 1,2,1,100000002,510000001042,
76.125,,Segment,1,0,Image 1,1,1,100000002,510000001063,
47.125,,Segment,1,4,Image 1,5,1,100000002,510000001068,
85.125,,Segment,1,3,Image 1,3,1,100000002,510000001075,
45.0625,,Segment,1,4,Image 1,4,1,100000002,510000001119,
54.5625,,Segment,1,3,Image 1,3,1,100000002,510000001121,
43.5625,,Segment,1,2,Image 1,3,1,100000002,510000001145,
8.125,,Segment,1,1,Image 1,2,1,100000002,510000001169,
35.125,,Segment,1,0,Image 1,1,1,100000002,510000001197,
46.125,,Segment,1,4,Image 1,3,1,100000002,510000001211,
32.0625,,Segment,1,3,Image 1,4,1,100000002,510000001214,
69.125,,Segment,1,10,Image 1,5,1,100000001,510000001245,
27.0625,,Segment,1,15,Image 1,7,1,100000001,510000001256,
30.625,,Segment,1,13,Image 1,6,1,100000001,510000001288,
65.625,,Segment,1,12,Image 1,6,1,100000001,510000001298,
76.125,,Segment,1,11,Image 1,6,1,100000001,510000001316,
99.125,,Segment,1,10,Image 1,5,1,100000001,510000001321,
76.125,,Segment,1,9,Image 1,5,1,100000001,510000001340,
37.0625,,Segment,1,3,Image 1,2,1,100000002,510000001351,
40.0625,,Segment,1,2,Image 1,2,1,100000002,510000001361,
31.0625,,Segment,1,3,Image 1,3,1,100000002,510000001364,
43.0625,,Segment,1,4,Image 1,2,1,100000002,510000001369,
38.125,,Segment,1,3,Image 1,2,1,100000002,510000001386,
45.125,,Segment,1,2,Image 1,1,1,100000002,510000001396,
38.0625,,Segment,1,1,Image 1,1,1,100000002,510000001444,
42.0625,,Segment,1,4,Image 1,3,1,100000002,510000001446,
35.5625,,Segment,1,7,Image 1,5,1,100000000,510000001452,
49.625,,Segment,1,6,Image 1,4,1,100000000,510000001478,
52.0625,,Segment,1,5,Image 1,4,1,100000000,510000001481,
43.125,,Segment,1,4,Image 1,4,1,100000000,510000001500,
48.0625,,Segment,1,3,Image 1,4,1,100000000,510000001511,
43.0625,,Segment,1,2,Image 1,3,1,100000000,510000001531,
39.0625,,Segment,1,7,Image 1,4,1,100000000,510000001534,
28.125,,Segment,1,4,Image 1,3,1,100000002,510000001555,
23.125,,Segment,1,3,Image 1,3,1,100000002,510000001563,
71.125,,Segment,1,2,Image 1,2,1,100000002,510000001578,
85.125,,Segment,1,1,Image 1,1,1,100000002,510000001588,
32.125,,Segment,1,4,Image 1,4,1,100000002,510000001592,
62.125,,Segment,1,18,Image 1,10,1,100000001,510000001618,
106.625,,Segment,1,17,Image 1,9,1,100000001,510000001620,
80.125,,Segment,1,16,Image 1,8,1,100000001,510000001622,
45.625,,Segment,1,15,Image 1,8,1,100000001,510000001627,
42,,Segment,1,14,Image 1,8,1,100000001,510000001666,
50.125,,Segment,1,13,Image 1,7,1,100000001,510000001707,
57.125,,Segment,1,12,Image 1,6,1,100000001,510000001719,
54.125,,Segment,1,16,Image 1,9,1,100000001,510000001733,
71.125,,Segment,1,18,Image 1,9,1,100000001,510000001736,
75.125,,Segment,1,17,Image 1,8,1,100000001,510000001738,
31.0625,,Segment,1,16,Image 1,10,1,100000001,510000001747,
33.125,,Segment,1,15,Image 1,9,1,100000001,510000001750,
37.125,,Segment,1,16,Image 1,9,1,100000001,510000001756,
