
Segment Center Intensity StdDev Ch=4 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
21.578,,Segment,4,19,Image 1,8,1,100000001,510000000023,
30.1037,,Segment,4,18,Image 1,8,1,100000001,510000000030,
27.0416,,Segment,4,17,Image 1,7,1,100000001,510000000033,
12.9528,,Segment,4,16,Image 1,7,1,100000001,510000000045,
25.5626,,Segment,4,14,Image 1,7,1,100000001,510000000088,
18.546,,Segment,4,13,Image 1,7,1,100000001,510000000102,
28.5309,,Segment,4,12,Image 1,7,1,100000001,510000000111,
20.4208,,Segment,4,11,Image 1,7,1,100000001,510000000120,
26.3725,,Segment,4,10,Image 1,6,1,100000001,510000000146,
21.1082,,Segment,4,9,Image 1,5,1,100000001,510000000154,
2.49444,,Segment,4,8,Image 1,5,1,100000001,510000000156,
18.9237,,Segment,4,7,Image 1,4,1,100000001,510000000183,
9.53357,,Segment,4,6,Image 1,3,1,100000001,510000000185,
26.117,,Segment,4,5,Image 1,3,1,100000001,510000000193,
14.476,,Segment,4,4,Image 1,3,1,100000001,510000000198,
17.3835,,Segment,4,3,Image 1,3,1,100000001,510000000205,
19.5706,,Segment,4,2,Image 1,2,1,100000001,510000000214,
13.0213,,Segment,4,1,Image 1,2,1,100000001,510000000216,
25.4788,,Segment,4,0,Image 1,1,1,100000001,510000000237,
16.5468,,Segment,4,19,Image 1,9,1,100000001,510000000287,
17.1126,,Segment,4,18,Image 1,7,1,100000001,510000000295,
7.5,,Segment,4,17,Image 1,8,1,100000001,510000000298,
8.20061,,Segment,4,16,Image 1,8,1,100000001,510000000301,
28.9698,,Segment,4,15,Image 1,8,1,100000001,510000000304,
4.92341,,Segment,4,14,Image 1,9,1,100000001,510000000308,
18.9918,,Segment,4,13,Image 1,8,1,100000001,510000000311,
16.2525,,Segment,4,12,Image 1,8,1,100000001,510000000327,
10.8628,,Segment,4,14,Image 1,8,1,100000001,510000000334,
27.5424,,Segment,4,14,Image 1,10,1,100000001,510000000339,
30.2328,,Segment,4,13,Image 1,9,1,100000001,510000000347,
39.25,,Segment,4,14,Image 1,8,1,100000001,510000000351,
21.7644,,Segment,4,13,Image 1,8,1,100000001,510000000360,
22.6398,,Segment,4,14,Image 1,9,1,100000001,510000000364,
57.9885,,Segment,4,14,Image 1,9,1,100000001,510000000366,
12.2293,,Segment,4,11,Image 1,6,1,100000001,510000000368,
17.7951,,Segment,4,16,Image 1,5,1,100000002,510000000428,
21.9785,,Segment,4,15,Image 1,5,1,100000002,510000000445,
42.4803,,Segment,4,14,Image 1,5,1,100000002,510000000472,
36.0832,,Segment,4,13,Image 1,4,1,100000002,510000000474,
15.5401,,Segment,4,11,Image 1,3,1,100000002,510000000488,
5.24404,,Segment,4,10,Image 1,2,1,100000002,510000000491,
3.29983,,Segment,4,8,Image 1,1,1,100000002,510000000494,
18.6309,,Segment,4,7,Image 1,1,1,100000002,510000000502,
19.9242,,Segment,4,6,Image 1,1,1,100000002,510000000513,
4.78423,,Segment,4,5,Image 1,1,1,100000002,510000000515,
15.5076,,Segment,4,4,Image 1,1,1,100000002,510000000522,
12.0103,,Segment,4,3,Image 1,1,1,100000002,510000000532,
13.537,,Segment,4,2,Image 1,1,1,100000002,510000000535,
11.5,,Segment,4,0,Image 1,1,1,100000002,510000000552,
12.9237,,Segment,4,16,Image 1,6,1,100000002,510000000586,
