
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,0,1,1,100000002,610000006141,
0.185013,µm,Spine,10,1,1,100000001,610000006144,
0.185697,µm,Spine,2,1,1,100000001,610000006161,
0.195266,µm,Spine,10,1,1,100000001,610000006164,
0.258548,µm,Spine,0,1,1,100000002,610000006174,
0.1625,µm,Spine,5,2,1,100000001,610000006196,
0.1625,µm,Spine,1,2,1,100000001,610000006200,
0.1625,µm,Spine,18,9,1,100000002,610000006202,
0.1625,µm,Spine,5,2,1,100000001,610000006223,
0.167578,µm,Spine,4,2,1,100000000,610000006225,
0.206934,µm,Spine,6,3,1,100000000,610000006227,
0.171114,µm,Spine,6,1,1,100000001,610000006232,
0.181794,µm,Spine,7,2,1,100000000,610000006236,
0.1625,µm,Spine,5,2,1,100000001,610000006256,
0.1625,µm,Spine,8,1,1,100000002,610000006260,
0.193378,µm,Spine,0,1,1,100000002,610000006264,
0.200586,µm,Spine,3,2,1,100000001,610000006267,
0.181012,µm,Spine,3,2,1,100000002,610000006269,
0.1625,µm,Spine,5,2,1,100000001,610000006286,
0.181794,µm,Spine,7,2,1,100000000,610000006289,
0.1625,µm,Spine,6,2,1,100000002,610000006293,
0.1625,µm,Spine,12,4,1,100000001,610000006297,
0.208203,µm,Spine,5,4,1,100000001,610000006299,
0.179436,µm,Spine,0,1,1,100000002,610000006301,
0.205891,µm,Spine,17,5,1,100000002,610000006303,
0.217982,µm,Spine,7,2,1,100000000,610000006307,
0.173396,µm,Spine,2,2,1,100000001,610000006309,
0.1625,µm,Spine,2,2,1,100000000,610000006311,
0.20051,µm,Spine,0,1,1,100000002,610000006314,
0.210648,µm,Spine,1,2,1,100000001,610000006316,
0.1625,µm,Spine,3,2,1,100000000,610000006320,
0.177734,µm,Spine,1,2,1,100000002,610000006322,
0.292411,µm,Spine,9,3,1,100000000,610000006324,
0.22956,µm,Spine,4,1,1,100000000,610000006326,
0.237788,µm,Spine,0,1,1,100000002,610000006330,
0.256187,µm,Spine,0,1,1,100000002,610000006333,
0.171114,µm,Spine,6,1,1,100000001,610000006337,
0.1625,µm,Spine,5,2,1,100000001,610000006351,
0.1625,µm,Spine,9,4,1,100000002,610000006356,
0.186182,µm,Spine,3,2,1,100000001,610000006358,
0.280008,µm,Spine,9,1,1,100000002,610000006363,
0.1625,µm,Spine,3,1,1,100000001,610000006366,
0.172656,µm,Spine,8,2,1,100000002,610000006368,
0.275019,µm,Spine,2,2,1,100000001,610000006370,
0.288453,µm,Spine,2,1,1,100000000,610000006374,
0.167578,µm,Spine,10,6,1,100000001,610000006376,
0.219944,µm,Spine,4,1,1,100000001,610000006378,
0.2579,µm,Spine,9,1,1,100000002,610000006380,
0.1625,µm,Spine,10,3,1,100000002,610000006384,
0.252534,µm,Spine,2,1,1,100000000,610000006386,
0.204859,µm,Spine,0,1,1,100000002,610000006389,
0.1625,µm,Spine,6,2,1,100000001,610000006392,
0.199117,µm,Spine,0,1,1,100000000,610000006394,
0.1625,µm,Spine,4,2,1,100000000,610000006397,
0.168554,µm,Spine,5,2,1,100000000,610000006399,
0.192969,µm,Spine,3,1,1,100000001,610000006402,
0.183706,µm,Spine,20,7,1,100000001,610000006406,
0.169334,µm,Spine,3,2,1,100000001,610000006408,
0.665877,µm,Spine,0,1,1,100000002,610000006412,
