
Intensity Sum of Square Ch=3 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
1.42423e+08,,Surface,3,Image 1,1,0,
4.89347e+08,,Surface,3,Image 1,1,1,
5.77559e+07,,Surface,3,Image 1,1,2,
