
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
1.71484,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
2.9043,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
2.69336,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
