
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.624331,0.966597,0.368667,µm,Spine,Spine Part Length,0,1,1,100000002,610000006141,
0.709997,0.39263,0.37979,µm,Spine,Spine Part Length,0,1,1,100000002,610000006174,
0.244547,0.0966891,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006264,
0.223871,0.0897182,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006301,
0.188495,0.100255,0.177011,µm,Spine,Spine Part Length,0,1,1,100000002,610000006314,
0.352555,0.256666,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006330,
0.280382,0.195479,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006333,
0.256132,0.246009,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006389,
0.319881,0.0995587,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006394,
0.475487,0.332939,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006412,
0.260629,0.0835226,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006423,
0.340295,0.14877,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006428,
0.235176,0.08125,0.117374,µm,Spine,Spine Part Length,0,1,1,100000000,610000006431,
0.321093,0.120847,0.150127,µm,Spine,Spine Part Length,0,1,1,100000000,610000006434,
0.346525,0.123145,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006439,
0.241436,0.130648,0.128268,µm,Spine,Spine Part Length,0,1,1,100000000,610000006442,
0.414212,0.201831,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006450,
0.300491,0.08125,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006452,
0.287381,0.0987073,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006461,
0.289078,0.115835,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006471,
0.37691,0.347611,0.131281,µm,Spine,Spine Part Length,0,1,1,100000001,610000006484,
0.285104,0.0987073,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006488,
0.400475,0.207128,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006505,
0.259487,0.123464,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006507,
0.397041,0.206671,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006520,
0.384353,0.08125,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006528,
0.211129,0.113623,0.138986,µm,Spine,Spine Part Length,0,1,1,100000002,610000006531,
0.254511,0.174028,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006535,
0.192436,0.147266,0.131968,µm,Spine,Spine Part Length,0,1,1,100000000,610000006547,
0.295782,0.177008,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006555,
0.228054,0.144295,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006577,
0.263254,0.118254,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006586,
0.18771,0.140659,0.10584,µm,Spine,Spine Part Length,0,1,1,100000000,610000006592,
0.208134,0.0864129,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006600,
0.40747,0.284101,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006608,
0.365907,0.224719,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006612,
0.259004,0.182813,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006660,
0.155303,0.1616,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006662,
0.362917,0.201855,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006681,
0.192384,0.145679,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006691,
0.211304,0.0932748,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006694,
0.188114,0.0975403,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006701,
0.496408,0.334012,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006730,
0.310542,0.177619,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006750,
0.366601,0.201855,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006765,
0.355539,0.15299,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006823,
0.238138,0.190236,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006824,
0.30899,0.121875,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006843,
0.216958,0.189646,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006844,
0.255329,0.158057,0,µm,Spine,Spine Part Length,0,1,1,100000000,610000006857,
0.252812,0.184055,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006867,
0.247638,0.109814,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006868,
0.241875,0.0913509,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006921,
0.249319,0.08125,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006922,
0.361102,0.173038,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006943,
0.205535,0.144336,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006944,
0.216049,0.103478,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006951,
0.313031,0.14917,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006956,
0.303402,0.187256,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000006957,
0.175017,0.164404,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006985,
0.264722,0.138857,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006989,
0.238686,0.187849,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000006990,
0.220131,0.108669,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000006525,
0.307949,0.132185,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000006542,
0.226999,0.0851406,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000006570,
0.134127,0.121875,0.10016,µm,Spine,Spine Part Length,1,1,1,100000001,610000006649,
0.174304,0.145563,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000006652,
0.162766,0.100153,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000006684,
0.203952,0.1625,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000006708,
0.258157,0.17924,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000006831,
0.22073,0.142571,0,µm,Spine,Spine Part Length,1,1,1,100000000,610000006836,
0.227628,0.153931,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000006869,
0.250186,0.17242,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000006932,
0.450751,0.299247,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000006933,
0.272071,0.208203,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000006934,
0.278023,0.137109,0,µm,Spine,Spine Part Length,1,1,1,100000001,610000006941,
0.427184,0.188509,0,µm,Spine,Spine Part Length,1,2,1,100000001,610000006200,
0.368347,0.105324,0,µm,Spine,Spine Part Length,1,2,1,100000001,610000006316,
0.254071,0.0888672,0,µm,Spine,Spine Part Length,1,2,1,100000002,610000006322,
0.145284,0.133539,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000006830,
0.3239,0.144082,0,µm,Spine,Spine Part Length,1,2,1,100000000,610000006856,
0.297256,0.196782,0,µm,Spine,Spine Part Length,1,2,1,100000001,610000006955,
0.391215,0.101171,0.178565,µm,Spine,Spine Part Length,10,1,1,100000001,610000006144,
0.32638,0.0978385,0.143829,µm,Spine,Spine Part Length,10,1,1,100000001,610000006164,
0.362626,0.111719,0,µm,Spine,Spine Part Length,10,1,1,100000000,610000006846,
0.268137,0.1625,0,µm,Spine,Spine Part Length,10,1,1,100000000,610000006847,
0.235648,0.159013,0,µm,Spine,Spine Part Length,10,1,1,100000001,610000006877,
0.440754,0.280688,0,µm,Spine,Spine Part Length,10,3,1,100000002,610000006384,
0.236351,0.121875,0.169246,µm,Spine,Spine Part Length,10,3,1,100000002,610000006456,
0.232233,0.1625,0,µm,Spine,Spine Part Length,10,3,1,100000002,610000006572,
0.187139,0.204255,0,µm,Spine,Spine Part Length,10,3,1,100000002,610000006655,
0.238218,0.187891,0,µm,Spine,Spine Part Length,10,3,1,100000002,610000006973,
0.214533,0.221144,0,µm,Spine,Spine Part Length,10,3,1,100000002,610000006974,
0.219746,0.118903,0,µm,Spine,Spine Part Length,10,4,1,100000001,610000006909,
0.193302,0.108545,0,µm,Spine,Spine Part Length,10,5,1,100000001,610000006744,
0.20364,0.08125,0,µm,Spine,Spine Part Length,10,5,1,100000001,610000006861,
0.295355,0.0945788,0,µm,Spine,Spine Part Length,10,6,1,100000001,610000006376,
0.187199,0.121965,0,µm,Spine,Spine Part Length,11,2,1,100000002,610000006972,
0.224497,0.136384,0,µm,Spine,Spine Part Length,11,3,1,100000001,610000006637,
0.330936,0.114582,0,µm,Spine,Spine Part Length,11,3,1,100000002,610000006640,
0.133696,0.08125,0,µm,Spine,Spine Part Length,11,3,1,100000001,610000006907,
0.175056,0.155359,0,µm,Spine,Spine Part Length,11,3,1,100000001,610000006929,
0.250736,0.143142,0,µm,Spine,Spine Part Length,11,3,1,100000002,610000006971,
0.274556,0.100503,0,µm,Spine,Spine Part Length,11,5,1,100000001,610000006588,
0.252252,0.116691,0,µm,Spine,Spine Part Length,11,5,1,100000001,610000006923,
0.33527,0.152344,0,µm,Spine,Spine Part Length,11,5,1,100000001,610000006924,
0.241839,0.182812,0,µm,Spine,Spine Part Length,12,1,1,100000001,610000006876,
0.22415,0.108285,0.163046,µm,Spine,Spine Part Length,12,3,1,100000001,610000006448,
0.219514,0.120479,0,µm,Spine,Spine Part Length,12,3,1,100000001,610000006870,
0.254097,0.104974,0,µm,Spine,Spine Part Length,12,3,1,100000001,610000006871,
0.385648,0.107945,0,µm,Spine,Spine Part Length,12,3,1,100000001,610000006872,
0.158448,0.108623,0,µm,Spine,Spine Part Length,12,3,1,100000002,610000006970,
0.359599,0.217681,0,µm,Spine,Spine Part Length,12,4,1,100000001,610000006297,
0.245799,0.0918823,0.173762,µm,Spine,Spine Part Length,12,4,1,100000001,610000006501,
0.236654,0.105638,0,µm,Spine,Spine Part Length,12,4,1,100000001,610000006564,
0.184479,0.0961545,0.118156,µm,Spine,Spine Part Length,12,4,1,100000001,610000006598,
0.197645,0.108545,0,µm,Spine,Spine Part Length,12,4,1,100000001,610000006666,
0.351977,0.213946,0,µm,Spine,Spine Part Length,12,4,1,100000001,610000006905,
0.136358,0.0914062,0,µm,Spine,Spine Part Length,12,4,1,100000001,610000006906,
0.267933,0.142149,0,µm,Spine,Spine Part Length,12,8,1,100000001,610000006860,
0.330801,0.143556,0,µm,Spine,Spine Part Length,13,2,1,100000001,610000006874,
0.318387,0.208203,0,µm,Spine,Spine Part Length,13,2,1,100000001,610000006875,
0.231259,0.17138,0,µm,Spine,Spine Part Length,13,5,1,100000001,610000006902,
0.235828,0.0888672,0,µm,Spine,Spine Part Length,13,5,1,100000001,610000006904,
0.354126,0.0926758,0,µm,Spine,Spine Part Length,13,8,1,100000001,610000006859,
0.297729,0.218631,0,µm,Spine,Spine Part Length,14,5,1,100000002,610000006960,
0.27407,0.13184,0,µm,Spine,Spine Part Length,14,5,1,100000002,610000006961,
0.247699,0.102832,0,µm,Spine,Spine Part Length,14,6,1,100000001,610000006898,
