
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
18,,Segment,3,19,Image 1,8,1,100000001,510000000023,
8,,Segment,3,18,Image 1,8,1,100000001,510000000030,
4,,Segment,3,17,Image 1,7,1,100000001,510000000033,
13,,Segment,3,16,Image 1,7,1,100000001,510000000045,
43,,Segment,3,14,Image 1,7,1,100000001,510000000088,
15,,Segment,3,13,Image 1,7,1,100000001,510000000102,
10,,Segment,3,12,Image 1,7,1,100000001,510000000111,
10,,Segment,3,11,Image 1,7,1,100000001,510000000120,
27,,Segment,3,10,Image 1,6,1,100000001,510000000146,
9,,Segment,3,9,Image 1,5,1,100000001,510000000154,
3,,Segment,3,8,Image 1,5,1,100000001,510000000156,
28,,Segment,3,7,Image 1,4,1,100000001,510000000183,
3,,Segment,3,6,Image 1,3,1,100000001,510000000185,
9,,Segment,3,5,Image 1,3,1,100000001,510000000193,
6,,Segment,3,4,Image 1,3,1,100000001,510000000198,
8,,Segment,3,3,Image 1,3,1,100000001,510000000205,
10,,Segment,3,2,Image 1,2,1,100000001,510000000214,
3,,Segment,3,1,Image 1,2,1,100000001,510000000216,
21,,Segment,3,0,Image 1,1,1,100000001,510000000237,
15,,Segment,3,19,Image 1,9,1,100000001,510000000287,
9,,Segment,3,18,Image 1,7,1,100000001,510000000295,
4,,Segment,3,17,Image 1,8,1,100000001,510000000298,
4,,Segment,3,16,Image 1,8,1,100000001,510000000301,
4,,Segment,3,15,Image 1,8,1,100000001,510000000304,
5,,Segment,3,14,Image 1,9,1,100000001,510000000308,
4,,Segment,3,13,Image 1,8,1,100000001,510000000311,
17,,Segment,3,12,Image 1,8,1,100000001,510000000327,
8,,Segment,3,14,Image 1,8,1,100000001,510000000334,
6,,Segment,3,14,Image 1,10,1,100000001,510000000339,
9,,Segment,3,13,Image 1,9,1,100000001,510000000347,
5,,Segment,3,14,Image 1,8,1,100000001,510000000351,
10,,Segment,3,13,Image 1,8,1,100000001,510000000360,
5,,Segment,3,14,Image 1,9,1,100000001,510000000364,
3,,Segment,3,14,Image 1,9,1,100000001,510000000366,
3,,Segment,3,11,Image 1,6,1,100000001,510000000368,
52,,Segment,3,16,Image 1,5,1,100000002,510000000428,
18,,Segment,3,15,Image 1,5,1,100000002,510000000445,
28,,Segment,3,14,Image 1,5,1,100000002,510000000472,
3,,Segment,3,13,Image 1,4,1,100000002,510000000474,
14,,Segment,3,11,Image 1,3,1,100000002,510000000488,
4,,Segment,3,10,Image 1,2,1,100000002,510000000491,
3,,Segment,3,8,Image 1,1,1,100000002,510000000494,
9,,Segment,3,7,Image 1,1,1,100000002,510000000502,
12,,Segment,3,6,Image 1,1,1,100000002,510000000513,
3,,Segment,3,5,Image 1,1,1,100000002,510000000515,
8,,Segment,3,4,Image 1,1,1,100000002,510000000522,
11,,Segment,3,3,Image 1,1,1,100000002,510000000532,
4,,Segment,3,2,Image 1,1,1,100000002,510000000535,
2,,Segment,3,0,Image 1,1,1,100000002,510000000552,
15,,Segment,3,16,Image 1,6,1,100000002,510000000586,
3,,Segment,3,15,Image 1,6,1,100000002,510000000588,
47,,Segment,3,20,Image 1,7,1,100000001,510000000634,
8,,Segment,3,19,Image 1,7,1,100000001,510000000641,
15,,Segment,3,17,Image 1,6,1,100000001,510000000656,
16,,Segment,3,15,Image 1,6,1,100000001,510000000672,
30,,Segment,3,14,Image 1,6,1,100000001,510000000701,
18,,Segment,3,13,Image 1,5,1,100000001,510000000718,
4,,Segment,3,12,Image 1,5,1,100000001,510000000721,
30,,Segment,3,11,Image 1,4,1,100000001,510000000750,
3,,Segment,3,9,Image 1,3,1,100000001,510000000753,
26,,Segment,3,8,Image 1,3,1,100000001,510000000778,
5,,Segment,3,7,Image 1,3,1,100000001,510000000782,
3,,Segment,3,6,Image 1,3,1,100000001,510000000784,
4,,Segment,3,5,Image 1,3,1,100000001,510000000787,
13,,Segment,3,4,Image 1,2,1,100000001,510000000799,
20,,Segment,3,3,Image 1,1,1,100000001,510000000818,
18,,Segment,3,2,Image 1,1,1,100000001,510000000835,
3,,Segment,3,1,Image 1,1,1,100000001,510000000837,
25,,Segment,3,0,Image 1,1,1,100000001,510000000873,
38,,Segment,3,23,Image 1,8,1,100000001,510000000913,
10,,Segment,3,22,Image 1,7,1,100000001,510000000922,
8,,Segment,3,21,Image 1,7,1,100000001,510000000929,
5,,Segment,3,20,Image 1,6,1,100000001,510000000933,
4,,Segment,3,19,Image 1,6,1,100000001,510000000936,
14,,Segment,3,22,Image 1,8,1,100000001,510000000949,
4,,Segment,3,24,Image 1,8,1,100000001,510000000952,
9,,Segment,3,23,Image 1,7,1,100000001,510000000960,
4,,Segment,3,20,Image 1,8,1,100000001,510000000964,
5,,Segment,3,18,Image 1,9,1,100000001,510000000968,
3,,Segment,3,17,Image 1,8,1,100000001,510000000970,
18,,Segment,3,16,Image 1,7,1,100000001,510000000987,
14,,Segment,3,18,Image 1,7,1,100000001,510000001000,
10,,Segment,3,20,Image 1,7,1,100000001,510000001009,
5,,Segment,3,18,Image 1,8,1,100000001,510000001013,
4,,Segment,3,18,Image 1,7,1,100000001,510000001016,
4,,Segment,3,18,Image 1,8,1,100000001,510000001020,
4,,Segment,3,21,Image 1,6,1,100000001,510000001023,
12,,Segment,3,18,Image 1,7,1,100000001,510000001034,
18,,Segment,3,17,Image 1,7,1,100000001,510000001051,
4,,Segment,3,18,Image 1,8,1,100000001,510000001054,
13,,Segment,3,16,Image 1,7,1,100000001,510000001066,
16,,Segment,3,15,Image 1,7,1,100000001,510000001081,
40,,Segment,3,14,Image 1,7,1,100000001,510000001120,
3,,Segment,3,13,Image 1,6,1,100000001,510000001122,
5,,Segment,3,16,Image 1,8,1,100000001,510000001126,
21,,Segment,3,15,Image 1,7,1,100000001,510000001146,
5,,Segment,3,15,Image 1,8,1,100000001,510000001150,
12,,Segment,3,15,Image 1,5,1,100000001,510000001161,
4,,Segment,3,14,Image 1,5,1,100000001,510000001164,
5,,Segment,3,15,Image 1,6,1,100000001,510000001168,
13,,Segment,3,15,Image 1,4,1,100000001,510000001180,
7,,Segment,3,14,Image 1,4,1,100000001,510000001186,
11,,Segment,3,13,Image 1,4,1,100000001,510000001196,
12,,Segment,3,12,Image 1,4,1,100000001,510000001207,
6,,Segment,3,15,Image 1,5,1,100000001,510000001212,
4,,Segment,3,15,Image 1,5,1,100000001,510000001215,
6,,Segment,3,14,Image 1,5,1,100000001,510000001220,
5,,Segment,3,13,Image 1,5,1,100000001,510000001224,
3,,Segment,3,14,Image 1,6,1,100000001,510000001226,
23,,Segment,3,8,Image 1,3,1,100000000,510000001248,
22,,Segment,3,7,Image 1,3,1,100000000,510000001269,
4,,Segment,3,6,Image 1,3,1,100000000,510000001272,
3,,Segment,3,5,Image 1,2,1,100000000,510000001274,
15,,Segment,3,4,Image 1,2,1,100000000,510000001288,
