
Spine Center Number of Voxel Ch=1 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
10,,Spine,1,1,Image 1,2,1,100000002,610000006141,
4,,Spine,1,10,Image 1,1,1,100000001,610000006144,
18,,Spine,1,2,Image 1,1,1,100000001,610000006161,
4,,Spine,1,10,Image 1,1,1,100000001,610000006164,
10,,Spine,1,1,Image 1,2,1,100000002,610000006174,
23,,Spine,1,5,Image 1,2,1,100000001,610000006196,
5,,Spine,1,1,Image 1,2,1,100000001,610000006200,
3,,Spine,1,18,Image 1,9,1,100000002,610000006202,
22,,Spine,1,5,Image 1,2,1,100000001,610000006223,
3,,Spine,1,4,Image 1,2,1,100000000,610000006225,
3,,Spine,1,6,Image 1,3,1,100000000,610000006227,
6,,Spine,1,6,Image 1,1,1,100000001,610000006232,
5,,Spine,1,7,Image 1,2,1,100000000,610000006236,
20,,Spine,1,5,Image 1,2,1,100000001,610000006256,
5,,Spine,1,8,Image 1,1,1,100000002,610000006260,
3,,Spine,1,0,Image 1,1,1,100000002,610000006264,
3,,Spine,1,3,Image 1,2,1,100000001,610000006267,
3,,Spine,1,3,Image 1,2,1,100000002,610000006269,
18,,Spine,1,5,Image 1,2,1,100000001,610000006286,
4,,Spine,1,7,Image 1,2,1,100000000,610000006289,
5,,Spine,1,6,Image 1,2,1,100000002,610000006293,
5,,Spine,1,12,Image 1,4,1,100000001,610000006297,
3,,Spine,1,5,Image 1,4,1,100000001,610000006299,
3,,Spine,1,0,Image 1,1,1,100000002,610000006301,
3,,Spine,1,17,Image 1,5,1,100000002,610000006303,
5,,Spine,1,7,Image 1,2,1,100000000,610000006307,
3,,Spine,1,2,Image 1,2,1,100000001,610000006309,
3,,Spine,1,2,Image 1,2,1,100000000,610000006311,
4,,Spine,1,0,Image 1,1,1,100000002,610000006314,
3,,Spine,1,1,Image 1,2,1,100000001,610000006316,
4,,Spine,1,3,Image 1,2,1,100000000,610000006320,
3,,Spine,1,1,Image 1,2,1,100000002,610000006322,
3,,Spine,1,9,Image 1,3,1,100000000,610000006324,
3,,Spine,1,4,Image 1,1,1,100000000,610000006326,
5,,Spine,1,0,Image 1,1,1,100000002,610000006330,
3,,Spine,1,1,Image 1,2,1,100000002,610000006333,
4,,Spine,1,6,Image 1,1,1,100000001,610000006337,
14,,Spine,1,5,Image 1,2,1,100000001,610000006351,
6,,Spine,1,9,Image 1,4,1,100000002,610000006356,
3,,Spine,1,3,Image 1,2,1,100000001,610000006358,
6,,Spine,1,9,Image 1,1,1,100000002,610000006363,
4,,Spine,1,3,Image 1,1,1,100000001,610000006366,
3,,Spine,1,8,Image 1,2,1,100000002,610000006368,
3,,Spine,1,2,Image 1,2,1,100000001,610000006370,
5,,Spine,1,2,Image 1,1,1,100000000,610000006374,
3,,Spine,1,10,Image 1,6,1,100000001,610000006376,
3,,Spine,1,4,Image 1,1,1,100000001,610000006378,
3,,Spine,1,9,Image 1,1,1,100000002,610000006380,
4,,Spine,1,10,Image 1,3,1,100000002,610000006384,
3,,Spine,1,2,Image 1,1,1,100000000,610000006386,
3,,Spine,1,1,Image 1,2,1,100000002,610000006389,
4,,Spine,1,6,Image 1,2,1,100000001,610000006392,
3,,Spine,1,0,Image 1,1,1,100000000,610000006394,
2,,Spine,1,1,Image 1,2,1,100000000,610000006397,
3,,Spine,1,5,Image 1,2,1,100000000,610000006399,
4,,Spine,1,3,Image 1,1,1,100000001,610000006402,
5,,Spine,1,20,Image 1,7,1,100000001,610000006406,
3,,Spine,1,3,Image 1,2,1,100000001,610000006408,
2,,Spine,1,1,Image 1,2,1,100000002,610000006412,
5,,Spine,1,8,Image 1,2,1,100000001,610000006416,
3,,Spine,1,6,Image 1,1,1,100000001,610000006419,
3,,Spine,1,3,Image 1,2,1,100000000,610000006421,
2,,Spine,1,1,Image 1,2,1,100000002,610000006423,
3,,Spine,1,3,Image 1,1,1,100000001,610000006425,
2,,Spine,1,1,Image 1,2,1,100000002,610000006428,
4,,Spine,1,0,Image 1,1,1,100000000,610000006431,
4,,Spine,1,0,Image 1,1,1,100000000,610000006434,
3,,Spine,1,4,Image 1,2,1,100000000,610000006436,
3,,Spine,1,0,Image 1,1,1,100000000,610000006439,
4,,Spine,1,0,Image 1,1,1,100000000,610000006442,
3,,Spine,1,17,Image 1,8,1,100000002,610000006445,
4,,Spine,1,12,Image 1,3,1,100000001,610000006448,
2,,Spine,1,1,Image 1,2,1,100000002,610000006450,
3,,Spine,1,0,Image 1,1,1,100000002,610000006452,
4,,Spine,1,10,Image 1,3,1,100000002,610000006456,
