
Segment Center Intensity Max Ch=1 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
93,,Segment,1,19,Image 1,8,1,100000001,510000000023,
101,,Segment,1,18,Image 1,8,1,100000001,510000000030,
101,,Segment,1,17,Image 1,7,1,100000001,510000000033,
56,,Segment,1,16,Image 1,7,1,100000001,510000000045,
107,,Segment,1,14,Image 1,7,1,100000001,510000000088,
122,,Segment,1,13,Image 1,7,1,100000001,510000000102,
97,,Segment,1,12,Image 1,7,1,100000001,510000000111,
91,,Segment,1,11,Image 1,7,1,100000001,510000000120,
74,,Segment,1,10,Image 1,6,1,100000001,510000000146,
76,,Segment,1,9,Image 1,5,1,100000001,510000000154,
13,,Segment,1,8,Image 1,5,1,100000001,510000000156,
82,,Segment,1,7,Image 1,4,1,100000001,510000000183,
50,,Segment,1,6,Image 1,3,1,100000001,510000000185,
108,,Segment,1,5,Image 1,3,1,100000001,510000000193,
67,,Segment,1,4,Image 1,3,1,100000001,510000000198,
67,,Segment,1,3,Image 1,3,1,100000001,510000000205,
87,,Segment,1,2,Image 1,2,1,100000001,510000000214,
87,,Segment,1,1,Image 1,2,1,100000001,510000000216,
101,,Segment,1,0,Image 1,1,1,100000001,510000000237,
71,,Segment,1,19,Image 1,9,1,100000001,510000000287,
105,,Segment,1,18,Image 1,7,1,100000001,510000000295,
27,,Segment,1,17,Image 1,8,1,100000001,510000000298,
56,,Segment,1,16,Image 1,8,1,100000001,510000000301,
67,,Segment,1,15,Image 1,8,1,100000001,510000000304,
14,,Segment,1,14,Image 1,9,1,100000001,510000000308,
51,,Segment,1,13,Image 1,8,1,100000001,510000000311,
100,,Segment,1,12,Image 1,8,1,100000001,510000000327,
36,,Segment,1,14,Image 1,8,1,100000001,510000000334,
78,,Segment,1,14,Image 1,10,1,100000001,510000000339,
112,,Segment,1,13,Image 1,9,1,100000001,510000000347,
95,,Segment,1,14,Image 1,8,1,100000001,510000000351,
81,,Segment,1,13,Image 1,8,1,100000001,510000000360,
78,,Segment,1,14,Image 1,9,1,100000001,510000000364,
124,,Segment,1,14,Image 1,9,1,100000001,510000000366,
72,,Segment,1,11,Image 1,6,1,100000001,510000000368,
81,,Segment,1,16,Image 1,5,1,100000002,510000000428,
