
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
51.0803,°,Segment,19,8,1,100000001,510000000023,
23.2298,°,Segment,18,8,1,100000001,510000000030,
27.5294,°,Segment,17,7,1,100000001,510000000033,
18.1914,°,Segment,16,7,1,100000001,510000000045,
44.3549,°,Segment,14,7,1,100000001,510000000088,
8.75154,°,Segment,13,7,1,100000001,510000000102,
54.2421,°,Segment,12,7,1,100000001,510000000111,
44.4872,°,Segment,11,7,1,100000001,510000000120,
92.3253,°,Segment,10,6,1,100000001,510000000146,
39.3187,°,Segment,9,5,1,100000001,510000000154,
5.56394,°,Segment,8,5,1,100000001,510000000156,
8.17239,°,Segment,7,4,1,100000001,510000000183,
17.9864,°,Segment,6,3,1,100000001,510000000185,
46.2547,°,Segment,5,3,1,100000001,510000000193,
43.4008,°,Segment,4,3,1,100000001,510000000198,
49.8963,°,Segment,3,3,1,100000001,510000000205,
20.787,°,Segment,2,2,1,100000001,510000000214,
9.80237,°,Segment,1,2,1,100000001,510000000216,
0,°,Segment,0,1,1,100000001,510000000237,
52.909,°,Segment,19,9,1,100000001,510000000287,
59.6609,°,Segment,18,7,1,100000001,510000000295,
91.7586,°,Segment,17,8,1,100000001,510000000298,
64.4159,°,Segment,16,8,1,100000001,510000000301,
102.381,°,Segment,15,8,1,100000001,510000000304,
58.9403,°,Segment,14,9,1,100000001,510000000308,
56.056,°,Segment,13,8,1,100000001,510000000311,
96.4495,°,Segment,12,8,1,100000001,510000000327,
43.1432,°,Segment,14,8,1,100000001,510000000334,
68.7252,°,Segment,14,10,1,100000001,510000000339,
17.6212,°,Segment,13,9,1,100000001,510000000347,
71.1382,°,Segment,14,8,1,100000001,510000000351,
109.378,°,Segment,13,8,1,100000001,510000000360,
31.3359,°,Segment,14,9,1,100000001,510000000364,
31.8025,°,Segment,14,9,1,100000001,510000000366,
111.372,°,Segment,11,6,1,100000001,510000000368,
27.5868,°,Segment,16,5,1,100000002,510000000428,
56.2708,°,Segment,15,5,1,100000002,510000000445,
67.7897,°,Segment,14,5,1,100000002,510000000472,
40.465,°,Segment,13,4,1,100000002,510000000474,
32.9347,°,Segment,11,3,1,100000002,510000000488,
31.2924,°,Segment,10,2,1,100000002,510000000491,
20.877,°,Segment,8,1,1,100000002,510000000494,
23.5862,°,Segment,7,1,1,100000002,510000000502,
41.1412,°,Segment,6,1,1,100000002,510000000513,
17.4116,°,Segment,5,1,1,100000002,510000000515,
21.2055,°,Segment,4,1,1,100000002,510000000522,
28.1668,°,Segment,3,1,1,100000002,510000000532,
25.1555,°,Segment,2,1,1,100000002,510000000535,
0,°,Segment,0,1,1,100000002,510000000552,
60.6862,°,Segment,16,6,1,100000002,510000000586,
17.4247,°,Segment,15,6,1,100000002,510000000588,
79.7788,°,Segment,20,7,1,100000001,510000000634,
42.3415,°,Segment,19,7,1,100000001,510000000641,
14.4573,°,Segment,17,6,1,100000001,510000000656,
42.9112,°,Segment,15,6,1,100000001,510000000672,
42.8323,°,Segment,14,6,1,100000001,510000000701,
51.2877,°,Segment,13,5,1,100000001,510000000718,
44.8075,°,Segment,12,5,1,100000001,510000000721,
27.9067,°,Segment,11,4,1,100000001,510000000750,
64.6139,°,Segment,9,3,1,100000001,510000000753,
34.8974,°,Segment,8,3,1,100000001,510000000778,
14.9298,°,Segment,7,3,1,100000001,510000000782,
30.2893,°,Segment,6,3,1,100000001,510000000784,
8.86494,°,Segment,5,3,1,100000001,510000000787,
41.3704,°,Segment,4,2,1,100000001,510000000799,
18.5744,°,Segment,3,1,1,100000001,510000000818,
36.3144,°,Segment,2,1,1,100000001,510000000835,
