
Spine Part Max Diameter Neck
 ==================== 
Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Max Diameter,11,2,1,100000002,610000006972,
0,µm,Spine,Spine Part Max Diameter,10,3,1,100000002,610000006973,
0,µm,Spine,Spine Part Max Diameter,10,3,1,100000002,610000006974,
0,µm,Spine,Spine Part Max Diameter,9,1,1,100000002,610000006975,
0,µm,Spine,Spine Part Max Diameter,9,2,1,100000002,610000006976,
0,µm,Spine,Spine Part Max Diameter,8,2,1,100000002,610000006977,
0,µm,Spine,Spine Part Max Diameter,8,1,1,100000002,610000006978,
0,µm,Spine,Spine Part Max Diameter,7,1,1,100000002,610000006979,
0,µm,Spine,Spine Part Max Diameter,8,3,1,100000002,610000006980,
0,µm,Spine,Spine Part Max Diameter,8,3,1,100000002,610000006981,
0,µm,Spine,Spine Part Max Diameter,9,4,1,100000002,610000006982,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000006983,
0,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000006984,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006985,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000006987,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000006988,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006989,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006990,
