
Spine Part Max Diameter Neck
 ==================== 
Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.815539,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006141,
0.227034,µm,Spine,Spine Part Max Diameter,10,1,1,100000001,610000006144,
0.28042,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006161,
0.300969,µm,Spine,Spine Part Max Diameter,10,1,1,100000001,610000006164,
0.292411,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006174,
0.260951,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006196,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000006200,
0,µm,Spine,Spine Part Max Diameter,18,9,1,100000002,610000006202,
0.260951,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006223,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006225,
0,µm,Spine,Spine Part Max Diameter,6,3,1,100000000,610000006227,
0.171114,µm,Spine,Spine Part Max Diameter,6,1,1,100000001,610000006232,
0,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000006236,
0.307475,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006256,
0,µm,Spine,Spine Part Max Diameter,8,1,1,100000002,610000006260,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006264,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000006267,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000006269,
0.307475,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006286,
0.196929,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000006289,
0,µm,Spine,Spine Part Max Diameter,6,2,1,100000002,610000006293,
0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000006297,
0,µm,Spine,Spine Part Max Diameter,5,4,1,100000001,610000006299,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006301,
0,µm,Spine,Spine Part Max Diameter,17,5,1,100000002,610000006303,
0,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000006307,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006309,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000006311,
0.231671,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006314,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000006316,
0.321088,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000006320,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000006322,
0,µm,Spine,Spine Part Max Diameter,9,3,1,100000000,610000006324,
0,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000006326,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006330,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006333,
0.195122,µm,Spine,Spine Part Max Diameter,6,1,1,100000001,610000006337,
0.307475,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006351,
0.190788,µm,Spine,Spine Part Max Diameter,9,4,1,100000002,610000006356,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000006358,
0.801231,µm,Spine,Spine Part Max Diameter,9,1,1,100000002,610000006363,
0.1625,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000006366,
0,µm,Spine,Spine Part Max Diameter,8,2,1,100000002,610000006368,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006370,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006374,
0,µm,Spine,Spine Part Max Diameter,10,6,1,100000001,610000006376,
0,µm,Spine,Spine Part Max Diameter,4,1,1,100000001,610000006378,
0,µm,Spine,Spine Part Max Diameter,9,1,1,100000002,610000006380,
0,µm,Spine,Spine Part Max Diameter,10,3,1,100000002,610000006384,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006386,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006389,
0.188079,µm,Spine,Spine Part Max Diameter,6,2,1,100000001,610000006392,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006394,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006397,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000006399,
0.3104,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000006402,
0,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006406,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000006408,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006412,
0,µm,Spine,Spine Part Max Diameter,8,2,1,100000001,610000006416,
0,µm,Spine,Spine Part Max Diameter,6,1,1,100000001,610000006419,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000006421,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006423,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000006425,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006428,
0.181657,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006431,
0.236507,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006434,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006436,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006439,
0.28038,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006442,
0,µm,Spine,Spine Part Max Diameter,17,8,1,100000002,610000006445,
0.527487,µm,Spine,Spine Part Max Diameter,12,3,1,100000001,610000006448,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006450,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006452,
0.325,µm,Spine,Spine Part Max Diameter,10,3,1,100000002,610000006456,
0.467168,µm,Spine,Spine Part Max Diameter,9,1,1,100000002,610000006459,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006461,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000006463,
0,µm,Spine,Spine Part Max Diameter,15,2,1,100000001,610000006465,
0,µm,Spine,Spine Part Max Diameter,4,4,1,100000001,610000006467,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006471,
0.232324,µm,Spine,Spine Part Max Diameter,20,6,1,100000001,610000006474,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000006476,
0,µm,Spine,Spine Part Max Diameter,6,2,1,100000002,610000006478,
0.338204,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006484,
0,µm,Spine,Spine Part Max Diameter,18,7,1,100000001,610000006486,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006488,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006495,
0,µm,Spine,Spine Part Max Diameter,8,3,1,100000001,610000006498,
0.21709,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000006501,
0,µm,Spine,Spine Part Max Diameter,15,7,1,100000001,610000006503,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006505,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006507,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000006509,
0.359077,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000006515,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006517,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006520,
0.232489,µm,Spine,Spine Part Max Diameter,9,4,1,100000002,610000006523,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006525,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006528,
0.291357,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006531,
0,µm,Spine,Spine Part Max Diameter,7,1,1,100000001,610000006533,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006535,
0,µm,Spine,Spine Part Max Diameter,6,4,1,100000000,610000006537,
0.231705,µm,Spine,Spine Part Max Diameter,23,8,1,100000001,610000006540,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006542,
0,µm,Spine,Spine Part Max Diameter,15,2,1,100000001,610000006544,
0.359442,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006547,
0.328809,µm,Spine,Spine Part Max Diameter,7,4,1,100000001,610000006551,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006553,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006555,
0,µm,Spine,Spine Part Max Diameter,6,2,1,100000002,610000006557,
0.328809,µm,Spine,Spine Part Max Diameter,7,4,1,100000001,610000006562,
0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000006564,
0,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006566,
0,µm,Spine,Spine Part Max Diameter,18,7,1,100000001,610000006568,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006570,
0,µm,Spine,Spine Part Max Diameter,10,3,1,100000002,610000006572,
0.467168,µm,Spine,Spine Part Max Diameter,9,1,1,100000002,610000006575,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006577,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000002,610000006579,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006584,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006586,
0,µm,Spine,Spine Part Max Diameter,11,5,1,100000001,610000006588,
0.338965,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006592,
0.293262,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000006598,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006600,
0,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000006603,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006608,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006612,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006614,
0.345312,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006619,
0,µm,Spine,Spine Part Max Diameter,7,1,1,100000002,610000006623,
0,µm,Spine,Spine Part Max Diameter,8,2,1,100000001,610000006628,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006630,
0.24375,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006633,
0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000006637,
0,µm,Spine,Spine Part Max Diameter,11,3,1,100000002,610000006640,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000006642,
0,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000006645,
0.222541,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006649,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006652,
0,µm,Spine,Spine Part Max Diameter,10,3,1,100000002,610000006655,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006660,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006662,
0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000006666,
0,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006676,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006681,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006684,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000006691,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006694,
0,µm,Spine,Spine Part Max Diameter,7,4,1,100000001,610000006697,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006701,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006703,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006708,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006714,
0,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000006719,
0,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000006722,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006725,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006730,
0,µm,Spine,Spine Part Max Diameter,10,5,1,100000001,610000006744,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006750,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006765,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006774,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000006782,
0,µm,Spine,Spine Part Max Diameter,8,4,1,100000000,610000006819,
0,µm,Spine,Spine Part Max Diameter,7,3,1,100000000,610000006820,
0,µm,Spine,Spine Part Max Diameter,7,4,1,100000000,610000006821,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006822,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006823,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006824,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006825,
0,µm,Spine,Spine Part Max Diameter,4,1,1,100000000,610000006826,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006827,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006828,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006829,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000006830,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006831,
0,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000006832,
0,µm,Spine,Spine Part Max Diameter,7,2,1,100000000,610000006833,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000006834,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000006835,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000006836,
0,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000006837,
0,µm,Spine,Spine Part Max Diameter,4,3,1,100000000,610000006838,
0,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000006839,
0,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000006840,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000006841,
0,µm,Spine,Spine Part Max Diameter,2,3,1,100000000,610000006842,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006843,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006844,
0,µm,Spine,Spine Part Max Diameter,10,1,1,100000000,610000006846,
0,µm,Spine,Spine Part Max Diameter,10,1,1,100000000,610000006847,
0,µm,Spine,Spine Part Max Diameter,6,1,1,100000000,610000006848,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000000,610000006849,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000000,610000006850,
0,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000006851,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000006852,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006853,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006854,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000006855,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000006856,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000006857,
0,µm,Spine,Spine Part Max Diameter,19,8,1,100000001,610000006858,
0,µm,Spine,Spine Part Max Diameter,13,8,1,100000001,610000006859,
0,µm,Spine,Spine Part Max Diameter,12,8,1,100000001,610000006860,
0,µm,Spine,Spine Part Max Diameter,10,5,1,100000001,610000006861,
0,µm,Spine,Spine Part Max Diameter,9,5,1,100000001,610000006862,
0,µm,Spine,Spine Part Max Diameter,9,6,1,100000001,610000006863,
0,µm,Spine,Spine Part Max Diameter,9,3,1,100000001,610000006864,
0,µm,Spine,Spine Part Max Diameter,8,3,1,100000001,610000006865,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006866,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006867,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006868,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006869,
0,µm,Spine,Spine Part Max Diameter,12,3,1,100000001,610000006870,
0,µm,Spine,Spine Part Max Diameter,12,3,1,100000001,610000006871,
0,µm,Spine,Spine Part Max Diameter,12,3,1,100000001,610000006872,
0,µm,Spine,Spine Part Max Diameter,15,2,1,100000001,610000006873,
0,µm,Spine,Spine Part Max Diameter,13,2,1,100000001,610000006874,
0,µm,Spine,Spine Part Max Diameter,13,2,1,100000001,610000006875,
0,µm,Spine,Spine Part Max Diameter,12,1,1,100000001,610000006876,
0,µm,Spine,Spine Part Max Diameter,10,1,1,100000001,610000006877,
0,µm,Spine,Spine Part Max Diameter,6,1,1,100000001,610000006878,
0,µm,Spine,Spine Part Max Diameter,6,2,1,100000001,610000006879,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006880,
0,µm,Spine,Spine Part Max Diameter,5,1,1,100000001,610000006881,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000006882,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000006883,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006884,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006885,
0,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006886,
0,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006887,
0,µm,Spine,Spine Part Max Diameter,23,8,1,100000001,610000006888,
0,µm,Spine,Spine Part Max Diameter,23,8,1,100000001,610000006889,
0,µm,Spine,Spine Part Max Diameter,23,7,1,100000001,610000006890,
0,µm,Spine,Spine Part Max Diameter,23,7,1,100000001,610000006891,
0,µm,Spine,Spine Part Max Diameter,22,7,1,100000001,610000006892,
0,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006893,
0,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000006894,
0,µm,Spine,Spine Part Max Diameter,17,6,1,100000001,610000006895,
0,µm,Spine,Spine Part Max Diameter,18,7,1,100000001,610000006896,
0,µm,Spine,Spine Part Max Diameter,15,6,1,100000001,610000006897,
0,µm,Spine,Spine Part Max Diameter,14,6,1,100000001,610000006898,
0,µm,Spine,Spine Part Max Diameter,14,7,1,100000001,610000006899,
0,µm,Spine,Spine Part Max Diameter,14,7,1,100000001,610000006900,
0,µm,Spine,Spine Part Max Diameter,14,7,1,100000001,610000006901,
0,µm,Spine,Spine Part Max Diameter,13,5,1,100000001,610000006902,
0,µm,Spine,Spine Part Max Diameter,15,5,1,100000001,610000006903,
0,µm,Spine,Spine Part Max Diameter,13,5,1,100000001,610000006904,
0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000006905,
0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000006906,
0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000006907,
0,µm,Spine,Spine Part Max Diameter,9,4,1,100000001,610000006908,
0,µm,Spine,Spine Part Max Diameter,10,4,1,100000001,610000006909,
0,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000006910,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006911,
0,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000006912,
0,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000006913,
0,µm,Spine,Spine Part Max Diameter,6,2,1,100000001,610000006914,
0,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000006915,
0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000006916,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006917,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006918,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006919,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006920,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006921,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006922,
0,µm,Spine,Spine Part Max Diameter,11,5,1,100000001,610000006923,
0,µm,Spine,Spine Part Max Diameter,11,5,1,100000001,610000006924,
0,µm,Spine,Spine Part Max Diameter,8,3,1,100000001,610000006925,
0,µm,Spine,Spine Part Max Diameter,8,3,1,100000001,610000006926,
0,µm,Spine,Spine Part Max Diameter,8,2,1,100000001,610000006927,
0,µm,Spine,Spine Part Max Diameter,8,2,1,100000001,610000006928,
0,µm,Spine,Spine Part Max Diameter,11,3,1,100000001,610000006929,
0,µm,Spine,Spine Part Max Diameter,8,2,1,100000001,610000006930,
0,µm,Spine,Spine Part Max Diameter,6,1,1,100000001,610000006931,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006932,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006933,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006934,
0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000006935,
0,µm,Spine,Spine Part Max Diameter,6,4,1,100000001,610000006936,
0,µm,Spine,Spine Part Max Diameter,5,4,1,100000001,610000006937,
0,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000006938,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006939,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006940,
0,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000006941,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006943,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006944,
0,µm,Spine,Spine Part Max Diameter,4,3,1,100000001,610000006947,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006948,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006949,
0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000006950,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006951,
0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000006955,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006956,
0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000006957,
0,µm,Spine,Spine Part Max Diameter,16,5,1,100000002,610000006958,
0,µm,Spine,Spine Part Max Diameter,16,5,1,100000002,610000006959,
0,µm,Spine,Spine Part Max Diameter,14,5,1,100000002,610000006960,
0,µm,Spine,Spine Part Max Diameter,14,5,1,100000002,610000006961,
0,µm,Spine,Spine Part Max Diameter,18,4,1,100000002,610000006962,
0,µm,Spine,Spine Part Max Diameter,17,5,1,100000002,610000006963,
0,µm,Spine,Spine Part Max Diameter,17,7,1,100000002,610000006964,
0,µm,Spine,Spine Part Max Diameter,17,6,1,100000002,610000006965,
0,µm,Spine,Spine Part Max Diameter,18,9,1,100000002,610000006966,
0,µm,Spine,Spine Part Max Diameter,18,9,1,100000002,610000006967,
0,µm,Spine,Spine Part Max Diameter,15,7,1,100000002,610000006968,
0,µm,Spine,Spine Part Max Diameter,15,7,1,100000002,610000006969,
0,µm,Spine,Spine Part Max Diameter,12,3,1,100000002,610000006970,
0,µm,Spine,Spine Part Max Diameter,11,3,1,100000002,610000006971,
