
Soma Intensity StdDev Ch=4 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
25.2461,,Soma,4,Image 1,1,100000000,800000000,
24.6605,,Soma,4,Image 1,1,100000001,800000001,
16.5248,,Soma,4,Image 1,1,100000002,800000002,
