
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
42,,Segment,2,19,Image 1,8,1,100000001,510000000023,
19,,Segment,2,18,Image 1,8,1,100000001,510000000030,
7,,Segment,2,17,Image 1,7,1,100000001,510000000033,
8,,Segment,2,16,Image 1,7,1,100000001,510000000045,
42,,Segment,2,14,Image 1,7,1,100000001,510000000088,
11,,Segment,2,13,Image 1,7,1,100000001,510000000102,
9,,Segment,2,12,Image 1,7,1,100000001,510000000111,
20,,Segment,2,11,Image 1,7,1,100000001,510000000120,
47,,Segment,2,10,Image 1,6,1,100000001,510000000146,
17,,Segment,2,9,Image 1,5,1,100000001,510000000154,
8,,Segment,2,8,Image 1,5,1,100000001,510000000156,
68,,Segment,2,7,Image 1,4,1,100000001,510000000183,
10,,Segment,2,6,Image 1,3,1,100000001,510000000185,
7,,Segment,2,5,Image 1,3,1,100000001,510000000193,
10,,Segment,2,4,Image 1,3,1,100000001,510000000198,
10,,Segment,2,3,Image 1,3,1,100000001,510000000205,
10,,Segment,2,2,Image 1,2,1,100000001,510000000214,
10,,Segment,2,1,Image 1,2,1,100000001,510000000216,
30,,Segment,2,0,Image 1,1,1,100000001,510000000237,
27,,Segment,2,19,Image 1,9,1,100000001,510000000287,
7,,Segment,2,18,Image 1,7,1,100000001,510000000295,
7,,Segment,2,17,Image 1,8,1,100000001,510000000298,
10,,Segment,2,16,Image 1,8,1,100000001,510000000301,
10,,Segment,2,15,Image 1,8,1,100000001,510000000304,
4,,Segment,2,14,Image 1,9,1,100000001,510000000308,
5,,Segment,2,13,Image 1,8,1,100000001,510000000311,
11,,Segment,2,12,Image 1,8,1,100000001,510000000327,
5,,Segment,2,14,Image 1,8,1,100000001,510000000334,
12,,Segment,2,14,Image 1,10,1,100000001,510000000339,
9,,Segment,2,13,Image 1,9,1,100000001,510000000347,
6,,Segment,2,14,Image 1,8,1,100000001,510000000351,
