
Segment Position
 ==================== 
Segment Position X,Segment Position Y,Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
968.343,21184.5,1458.95,µm,Segment,Segment Position,0,1,1,100000002,510000000084,
984.825,21178.2,1459.24,µm,Segment,Segment Position,0,1,1,100000001,510000000294,
961.181,21172.7,1459,µm,Segment,Segment Position,0,1,1,100000003,510000000557,
957.642,21214.3,1459.88,µm,Segment,Segment Position,0,1,1,100000000,510000000628,
968.527,21186.4,1458.61,µm,Segment,Segment Position,0,1,1,100000002,510000000684,
973.494,21186.4,1458.56,µm,Segment,Segment Position,0,1,1,100000002,510000000782,
986.47,21181.9,1460.41,µm,Segment,Segment Position,0,1,1,100000001,510000000837,
965.058,21172.5,1460.95,µm,Segment,Segment Position,0,1,1,100000003,510000001154,
969.897,21188.6,1459.61,µm,Segment,Segment Position,0,1,1,100000002,510000001212,
986.847,21180,1460.23,µm,Segment,Segment Position,0,1,1,100000001,510000001228,
971.324,21186.7,1460.02,µm,Segment,Segment Position,0,1,1,100000002,510000001275,
985.272,21179.3,1459.58,µm,Segment,Segment Position,0,1,1,100000001,510000001289,
966.083,21182.2,1459.57,µm,Segment,Segment Position,1,1,1,100000002,510000000037,
985.656,21176.2,1458.72,µm,Segment,Segment Position,1,1,1,100000001,510000000283,
959.972,21173.5,1459.13,µm,Segment,Segment Position,1,1,1,100000003,510000000530,
967.261,21187.1,1459.26,µm,Segment,Segment Position,1,1,1,100000002,510000000671,
974.9,21183.2,1460.25,µm,Segment,Segment Position,1,1,1,100000002,510000000757,
956.215,21217.4,1460.36,µm,Segment,Segment Position,1,1,1,100000000,510000000980,
987.053,21183.3,1460.86,µm,Segment,Segment Position,1,1,1,100000001,510000001102,
966.435,21182.8,1459.26,µm,Segment,Segment Position,1,2,1,100000002,510000000149,
957.719,21215.3,1459.95,µm,Segment,Segment Position,1,2,1,100000000,510000000600,
987.828,21183.2,1460.72,µm,Segment,Segment Position,1,2,1,100000001,510000000822,
959.582,21172.4,1459.38,µm,Segment,Segment Position,1,2,1,100000003,510000001023,
983.607,21179,1458.54,µm,Segment,Segment Position,1,2,1,100000001,510000001065,
974.046,21185,1458.9,µm,Segment,Segment Position,1,2,1,100000002,510000001179,
967.154,21186.7,1458.54,µm,Segment,Segment Position,1,2,1,100000002,510000001258,
966.62,21181,1459.8,µm,Segment,Segment Position,2,1,1,100000002,510000000116,
