
Spine Position Y
 ==================== 
Spine Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21181.6,µm,Spine,Spine Position,2,2,1,100000002,610000001446,
21183.9,µm,Spine,Spine Position,0,1,1,100000002,610000001450,
21181.6,µm,Spine,Spine Position,2,2,1,100000002,610000001461,
21181.5,µm,Spine,Spine Position,2,2,1,100000002,610000001471,
21189.6,µm,Spine,Spine Position,2,1,1,100000002,610000001477,
21181.4,µm,Spine,Spine Position,2,2,1,100000002,610000001485,
21189.7,µm,Spine,Spine Position,2,1,1,100000002,610000001492,
21178,µm,Spine,Spine Position,0,1,1,100000001,610000001510,
21179.3,µm,Spine,Spine Position,1,2,1,100000001,610000001524,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001536,
21178.1,µm,Spine,Spine Position,1,2,1,100000001,610000001542,
21178.1,µm,Spine,Spine Position,1,2,1,100000001,610000001551,
21178.1,µm,Spine,Spine Position,1,2,1,100000001,610000001562,
21176.5,µm,Spine,Spine Position,5,3,1,100000001,610000001565,
21189.6,µm,Spine,Spine Position,2,1,1,100000002,610000001571,
21178.1,µm,Spine,Spine Position,1,2,1,100000001,610000001580,
21178,µm,Spine,Spine Position,0,1,1,100000001,610000001593,
21177.8,µm,Spine,Spine Position,5,2,1,100000003,610000001599,
21187.1,µm,Spine,Spine Position,1,1,1,100000002,610000001604,
21183,µm,Spine,Spine Position,6,3,1,100000001,610000001610,
21178.1,µm,Spine,Spine Position,1,2,1,100000001,610000001618,
21176.3,µm,Spine,Spine Position,6,4,1,100000001,610000001621,
21178,µm,Spine,Spine Position,1,2,1,100000001,610000001626,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001637,
21179.4,µm,Spine,Spine Position,1,2,1,100000001,610000001649,
21178.2,µm,Spine,Spine Position,0,1,1,100000001,610000001660,
21182,µm,Spine,Spine Position,0,1,1,100000001,610000001664,
21179.1,µm,Spine,Spine Position,6,2,1,100000003,610000001672,
21181.8,µm,Spine,Spine Position,1,1,1,100000002,610000001685,
21189.5,µm,Spine,Spine Position,2,1,1,100000002,610000001688,
21178,µm,Spine,Spine Position,1,2,1,100000001,610000001695,
21173.4,µm,Spine,Spine Position,6,5,1,100000001,610000001699,
21189.7,µm,Spine,Spine Position,2,1,1,100000002,610000001703,
21176.5,µm,Spine,Spine Position,4,1,1,100000003,610000001708,
21175.6,µm,Spine,Spine Position,6,4,1,100000001,610000001710,
21217.8,µm,Spine,Spine Position,1,1,1,100000000,610000001714,
21182,µm,Spine,Spine Position,1,1,1,100000002,610000001720,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001733,
21180.7,µm,Spine,Spine Position,1,2,1,100000001,610000001735,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001749,
21179.2,µm,Spine,Spine Position,6,2,1,100000003,610000001755,
21179.3,µm,Spine,Spine Position,6,2,1,100000003,610000001759,
21189.8,µm,Spine,Spine Position,2,1,1,100000002,610000001761,
21172.4,µm,Spine,Spine Position,0,1,1,100000003,610000001766,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001779,
21183,µm,Spine,Spine Position,6,3,1,100000001,610000001785,
21181,µm,Spine,Spine Position,2,2,1,100000002,610000001789,
21179.1,µm,Spine,Spine Position,6,2,1,100000003,610000001796,
21212,µm,Spine,Spine Position,4,4,1,100000000,610000001808,
21211.8,µm,Spine,Spine Position,4,4,1,100000000,610000001823,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001835,
21178.2,µm,Spine,Spine Position,0,1,1,100000001,610000001845,
21181.2,µm,Spine,Spine Position,2,2,1,100000002,610000001848,
21173.4,µm,Spine,Spine Position,5,4,1,100000001,610000001852,
21189.7,µm,Spine,Spine Position,0,1,1,100000002,610000001857,
21178.5,µm,Spine,Spine Position,8,3,1,100000003,610000001859,
21180.4,µm,Spine,Spine Position,0,1,1,100000001,610000001864,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001877,
21183.1,µm,Spine,Spine Position,6,3,1,100000001,610000001882,
21177.9,µm,Spine,Spine Position,1,2,1,100000001,610000001885,
21211.3,µm,Spine,Spine Position,4,4,1,100000000,610000001898,
21184,µm,Spine,Spine Position,0,1,1,100000002,610000001900,
21183.6,µm,Spine,Spine Position,1,1,1,100000002,610000001903,
21177.7,µm,Spine,Spine Position,5,3,1,100000001,610000001905,
21178,µm,Spine,Spine Position,1,2,1,100000001,610000001910,
21189.8,µm,Spine,Spine Position,2,1,1,100000002,610000001914,
21173.3,µm,Spine,Spine Position,6,5,1,100000001,610000001918,
21211.5,µm,Spine,Spine Position,4,4,1,100000000,610000001929,
21176.1,µm,Spine,Spine Position,6,4,1,100000001,610000001931,
21180.2,µm,Spine,Spine Position,0,1,1,100000001,610000001935,
21183,µm,Spine,Spine Position,6,3,1,100000001,610000001939,
21178.1,µm,Spine,Spine Position,0,1,1,100000001,610000001951,
21177.3,µm,Spine,Spine Position,5,3,1,100000001,610000001954,
21213.4,µm,Spine,Spine Position,4,4,1,100000000,610000001959,
21179.6,µm,Spine,Spine Position,8,3,1,100000003,610000001961,
21189.3,µm,Spine,Spine Position,2,1,1,100000002,610000001963,
21182,µm,Spine,Spine Position,0,1,1,100000001,610000001967,
21181.3,µm,Spine,Spine Position,2,2,1,100000002,610000001969,
21172.2,µm,Spine,Spine Position,0,1,1,100000003,610000001973,
21211.4,µm,Spine,Spine Position,4,4,1,100000000,610000001984,
21172.5,µm,Spine,Spine Position,7,5,1,100000001,610000001988,
21181.7,µm,Spine,Spine Position,0,1,1,100000001,610000001993,
21184.5,µm,Spine,Spine Position,0,1,1,100000002,610000001996,
21211.5,µm,Spine,Spine Position,4,4,1,100000000,610000002005,
21181.7,µm,Spine,Spine Position,0,1,1,100000001,610000002007,
21174.8,µm,Spine,Spine Position,2,2,1,100000003,610000002010,
21188.5,µm,Spine,Spine Position,0,1,1,100000002,610000002013,
21180.3,µm,Spine,Spine Position,1,2,1,100000001,610000002016,
21215.2,µm,Spine,Spine Position,2,2,1,100000000,610000002018,
21176.2,µm,Spine,Spine Position,5,3,1,100000001,610000002020,
21176.5,µm,Spine,Spine Position,5,3,1,100000001,610000002022,
21177.6,µm,Spine,Spine Position,5,3,1,100000001,610000002024,
21173.3,µm,Spine,Spine Position,6,5,1,100000001,610000002028,
21179.3,µm,Spine,Spine Position,6,2,1,100000003,610000002031,
21180.6,µm,Spine,Spine Position,0,1,1,100000001,610000002035,
21179.1,µm,Spine,Spine Position,6,2,1,100000003,610000002040,
21181.9,µm,Spine,Spine Position,0,1,1,100000001,610000002043,
21181.9,µm,Spine,Spine Position,1,1,1,100000002,610000002052,
21213.5,µm,Spine,Spine Position,4,4,1,100000000,610000002060,
21182,µm,Spine,Spine Position,0,1,1,100000001,610000002063,
21211.5,µm,Spine,Spine Position,4,4,1,100000000,610000002071,
21173.2,µm,Spine,Spine Position,4,2,1,100000001,610000002073,
21214,µm,Spine,Spine Position,0,1,1,100000000,610000002075,
21178.2,µm,Spine,Spine Position,0,1,1,100000001,610000002086,
21182.3,µm,Spine,Spine Position,1,1,1,100000002,610000002088,
21212.6,µm,Spine,Spine Position,4,4,1,100000000,610000002094,
21173.6,µm,Spine,Spine Position,4,3,1,100000001,610000002097,
21212.2,µm,Spine,Spine Position,4,4,1,100000000,610000002106,
21211.2,µm,Spine,Spine Position,4,4,1,100000000,610000002115,
21211.3,µm,Spine,Spine Position,4,4,1,100000000,610000002124,
21179.8,µm,Spine,Spine Position,0,1,1,100000001,610000002126,
21176.1,µm,Spine,Spine Position,4,1,1,100000003,610000002129,
21172.2,µm,Spine,Spine Position,0,1,1,100000003,610000002133,
21212.8,µm,Spine,Spine Position,4,4,1,100000000,610000002140,
21179.1,µm,Spine,Spine Position,6,2,1,100000003,610000002145,
21175.3,µm,Spine,Spine Position,3,1,1,100000003,610000002149,
21211.5,µm,Spine,Spine Position,4,4,1,100000000,610000002159,
21179.5,µm,Spine,Spine Position,1,2,1,100000001,610000002167,
21177,µm,Spine,Spine Position,5,3,1,100000001,610000002170,
21189.7,µm,Spine,Spine Position,0,1,1,100000002,610000002173,
21186.7,µm,Spine,Spine Position,0,1,1,100000002,610000002176,
21174.1,µm,Spine,Spine Position,6,4,1,100000001,610000002179,
21181.7,µm,Spine,Spine Position,0,1,1,100000001,610000002184,
21179,µm,Spine,Spine Position,6,2,1,100000003,610000002187,
21176.6,µm,Spine,Spine Position,6,3,1,100000001,610000002192,
21180.5,µm,Spine,Spine Position,0,1,1,100000001,610000002195,
21215.9,µm,Spine,Spine Position,1,1,1,100000000,610000002198,
21172.3,µm,Spine,Spine Position,0,1,1,100000003,610000002201,
21180.7,µm,Spine,Spine Position,1,2,1,100000001,610000002203,
21183.9,µm,Spine,Spine Position,1,1,1,100000002,610000002206,
21182.2,µm,Spine,Spine Position,1,1,1,100000002,610000002208,
21176.9,µm,Spine,Spine Position,4,1,1,100000003,610000002212,
21174.3,µm,Spine,Spine Position,2,1,1,100000003,610000002218,
21173.7,µm,Spine,Spine Position,6,4,1,100000001,610000002221,
21180,µm,Spine,Spine Position,4,3,1,100000002,610000002225,
21173.7,µm,Spine,Spine Position,6,4,1,100000001,610000002228,
21211.2,µm,Spine,Spine Position,4,4,1,100000000,610000002238,
21179.7,µm,Spine,Spine Position,0,1,1,100000001,610000002243,
21212.1,µm,Spine,Spine Position,4,4,1,100000000,610000002250,
21177.7,µm,Spine,Spine Position,5,2,1,100000003,610000002252,
21181.9,µm,Spine,Spine Position,1,1,1,100000002,610000002258,
21211.9,µm,Spine,Spine Position,4,4,1,100000000,610000002269,
21215.3,µm,Spine,Spine Position,2,2,1,100000000,610000002271,
21173.4,µm,Spine,Spine Position,4,3,1,100000001,610000002276,
21173.9,µm,Spine,Spine Position,5,4,1,100000001,610000002279,
21181.4,µm,Spine,Spine Position,0,1,1,100000001,610000002283,
21179.5,µm,Spine,Spine Position,6,1,1,100000003,610000002286,
21178.3,µm,Spine,Spine Position,0,1,1,100000001,610000002292,
21188.7,µm,Spine,Spine Position,0,1,1,100000002,610000002295,
21212.3,µm,Spine,Spine Position,4,4,1,100000000,610000002303,
21175.5,µm,Spine,Spine Position,6,4,1,100000001,610000002306,
21174,µm,Spine,Spine Position,6,4,1,100000001,610000002308,
21183.2,µm,Spine,Spine Position,3,3,1,100000001,610000002310,
21215.1,µm,Spine,Spine Position,2,2,1,100000000,610000002313,
21185.1,µm,Spine,Spine Position,1,1,1,100000002,610000002316,
21177.5,µm,Spine,Spine Position,5,3,1,100000001,610000002319,
21176.4,µm,Spine,Spine Position,4,1,1,100000003,610000002323,
21173.1,µm,Spine,Spine Position,1,2,1,100000003,610000002325,
21183.6,µm,Spine,Spine Position,2,1,1,100000001,610000002329,
21211.5,µm,Spine,Spine Position,4,4,1,100000000,610000002338,
21175.2,µm,Spine,Spine Position,1,1,1,100000001,610000002341,
21172.3,µm,Spine,Spine Position,0,1,1,100000003,610000002343,
21183.1,µm,Spine,Spine Position,6,3,1,100000001,610000002347,
21177.2,µm,Spine,Spine Position,5,1,1,100000003,610000002350,
21182.2,µm,Spine,Spine Position,1,1,1,100000002,610000002352,
21185.5,µm,Spine,Spine Position,3,4,1,100000001,610000002356,
21182.1,µm,Spine,Spine Position,1,1,1,100000002,610000002359,
21212.2,µm,Spine,Spine Position,4,4,1,100000000,610000002365,
21172.6,µm,Spine,Spine Position,7,5,1,100000001,610000002368,
21217.9,µm,Spine,Spine Position,1,1,1,100000000,610000002371,
21213.1,µm,Spine,Spine Position,4,4,1,100000000,610000002379,
21182.2,µm,Spine,Spine Position,1,1,1,100000002,610000002382,
21177.7,µm,Spine,Spine Position,5,2,1,100000003,610000002385,
21178.3,µm,Spine,Spine Position,0,1,1,100000001,610000002394,
21181.7,µm,Spine,Spine Position,0,1,1,100000001,610000002400,
21179.6,µm,Spine,Spine Position,1,2,1,100000001,610000002406,
21211.4,µm,Spine,Spine Position,4,4,1,100000000,610000002415,
21189.5,µm,Spine,Spine Position,0,1,1,100000002,610000002418,
21183.3,µm,Spine,Spine Position,3,3,1,100000001,610000002420,
21176.4,µm,Spine,Spine Position,1,1,1,100000001,610000002424,
21180.2,µm,Spine,Spine Position,1,2,1,100000001,610000002427,
21180.4,µm,Spine,Spine Position,0,1,1,100000001,610000002430,
21213.5,µm,Spine,Spine Position,0,1,1,100000000,610000002432,
21175,µm,Spine,Spine Position,2,1,1,100000003,610000002435,
21189,µm,Spine,Spine Position,0,1,1,100000002,610000002437,
21173.8,µm,Spine,Spine Position,5,4,1,100000001,610000002441,
21218.8,µm,Spine,Spine Position,1,1,1,100000000,610000002445,
21174.3,µm,Spine,Spine Position,4,4,1,100000001,610000002448,
21177.9,µm,Spine,Spine Position,1,2,1,100000001,610000002450,
21178.1,µm,Spine,Spine Position,6,2,1,100000003,610000002453,
21218.3,µm,Spine,Spine Position,1,1,1,100000000,610000002457,
21172.1,µm,Spine,Spine Position,0,1,1,100000003,610000002460,
21177.3,µm,Spine,Spine Position,1,1,1,100000001,610000002463,
21180.2,µm,Spine,Spine Position,0,1,1,100000001,610000002467,
21172.9,µm,Spine,Spine Position,4,2,1,100000001,610000002470,
21180.5,µm,Spine,Spine Position,2,1,1,100000002,610000002472,
21180.4,µm,Spine,Spine Position,3,2,1,100000002,610000002474,
21174.8,µm,Spine,Spine Position,2,1,1,100000003,610000002477,
21178.9,µm,Spine,Spine Position,6,2,1,100000003,610000002480,
21177.2,µm,Spine,Spine Position,5,1,1,100000003,610000002484,
21213.4,µm,Spine,Spine Position,4,4,1,100000000,610000002489,
21175,µm,Spine,Spine Position,7,6,1,100000001,610000002492,
21218.1,µm,Spine,Spine Position,1,1,1,100000000,610000002495,
21184.3,µm,Spine,Spine Position,1,2,1,100000002,610000002497,
21179.3,µm,Spine,Spine Position,0,1,1,100000001,610000002499,
21215.2,µm,Spine,Spine Position,2,2,1,100000000,610000002501,
21212.4,µm,Spine,Spine Position,4,4,1,100000000,610000002507,
21173,µm,Spine,Spine Position,4,2,1,100000001,610000002509,
21173,µm,Spine,Spine Position,1,2,1,100000003,610000002511,
21213,µm,Spine,Spine Position,4,4,1,100000000,610000002515,
21211.4,µm,Spine,Spine Position,4,4,1,100000000,610000002523,
21186.7,µm,Spine,Spine Position,1,2,1,100000002,610000002526,
21212.5,µm,Spine,Spine Position,4,4,1,100000000,610000002533,
21177.4,µm,Spine,Spine Position,5,3,1,100000001,610000002536,
21186.5,µm,Spine,Spine Position,0,1,1,100000002,610000002538,
21175.3,µm,Spine,Spine Position,3,1,1,100000003,610000002541,
21186,µm,Spine,Spine Position,0,1,1,100000002,610000002544,
21175.1,µm,Spine,Spine Position,3,2,1,100000003,610000002547,
21181,µm,Spine,Spine Position,0,1,1,100000001,610000002550,
21176.1,µm,Spine,Spine Position,4,1,1,100000003,610000002552,
21211.4,µm,Spine,Spine Position,4,4,1,100000000,610000002559,
