
Soma Intensity Max Ch=1 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
8,,Soma,1,Image 1,1,100000000,800000000,
87,,Soma,1,Image 1,1,100000001,800000001,
9,,Soma,1,Image 1,1,100000002,800000002,
148,,Soma,1,Image 1,1,100000003,800000003,
