
Spine Center Intensity Median Ch=1 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
41.625,,Spine,1,2,Image 1,2,1,100000002,610000001446,
1,,Spine,1,0,Image 1,1,1,100000002,610000001450,
46.125,,Spine,1,2,Image 1,2,1,100000002,610000001461,
37.125,,Spine,1,2,Image 1,2,1,100000002,610000001471,
1.00195,,Spine,1,2,Image 1,1,1,100000002,610000001477,
37.125,,Spine,1,2,Image 1,2,1,100000002,610000001485,
1.00195,,Spine,1,2,Image 1,1,1,100000002,610000001492,
2.00781,,Spine,1,0,Image 1,1,1,100000001,610000001510,
0.00195312,,Spine,1,1,Image 1,2,1,100000001,610000001524,
2.00781,,Spine,1,0,Image 1,1,1,100000001,610000001536,
1.00195,,Spine,1,1,Image 1,2,1,100000001,610000001542,
1.00391,,Spine,1,1,Image 1,2,1,100000001,610000001551,
1.00391,,Spine,1,1,Image 1,2,1,100000001,610000001562,
1.00195,,Spine,1,5,Image 1,3,1,100000001,610000001565,
1.00195,,Spine,1,2,Image 1,1,1,100000002,610000001571,
1.00391,,Spine,1,1,Image 1,2,1,100000001,610000001580,
1.50391,,Spine,1,0,Image 1,1,1,100000001,610000001593,
1.00195,,Spine,1,5,Image 1,2,1,100000003,610000001599,
1.50195,,Spine,1,1,Image 1,1,1,100000002,610000001604,
1.00195,,Spine,1,6,Image 1,3,1,100000001,610000001610,
1.00391,,Spine,1,1,Image 1,2,1,100000001,610000001618,
0,,Spine,1,6,Image 1,4,1,100000001,610000001621,
0.501953,,Spine,1,1,Image 1,2,1,100000001,610000001626,
2.00391,,Spine,1,0,Image 1,1,1,100000001,610000001637,
0.00195312,,Spine,1,1,Image 1,2,1,100000001,610000001649,
2.00391,,Spine,1,0,Image 1,1,1,100000001,610000001660,
1.00195,,Spine,1,0,Image 1,1,1,100000001,610000001664,
0.000976562,,Spine,1,6,Image 1,2,1,100000003,610000001672,
1.00195,,Spine,1,1,Image 1,1,1,100000002,610000001685,
2.00195,,Spine,1,2,Image 1,1,1,100000002,610000001688,
1.00391,,Spine,1,1,Image 1,2,1,100000001,610000001695,
0,,Spine,1,6,Image 1,5,1,100000001,610000001699,
1.00195,,Spine,1,2,Image 1,1,1,100000002,610000001703,
0.501953,,Spine,1,4,Image 1,1,1,100000003,610000001708,
1,,Spine,1,6,Image 1,4,1,100000001,610000001710,
0.00195312,,Spine,1,1,Image 1,1,1,100000000,610000001714,
1.00195,,Spine,1,1,Image 1,1,1,100000002,610000001720,
1.50781,,Spine,1,0,Image 1,1,1,100000001,610000001733,
1.00195,,Spine,1,1,Image 1,2,1,100000001,610000001735,
2.01562,,Spine,1,0,Image 1,1,1,100000001,610000001749,
1.00195,,Spine,1,6,Image 1,2,1,100000003,610000001755,
0.0078125,,Spine,1,6,Image 1,2,1,100000003,610000001759,
1.00391,,Spine,1,2,Image 1,1,1,100000002,610000001761,
1.00195,,Spine,1,0,Image 1,1,1,100000003,610000001766,
2.00391,,Spine,1,0,Image 1,1,1,100000001,610000001779,
1.00195,,Spine,1,6,Image 1,3,1,100000001,610000001785,
14.0078,,Spine,1,2,Image 1,2,1,100000002,610000001789,
0.000976562,,Spine,1,6,Image 1,2,1,100000003,610000001796,
0.000976562,,Spine,1,4,Image 1,4,1,100000000,610000001808,
0.00195312,,Spine,1,4,Image 1,4,1,100000000,610000001823,
2.00391,,Spine,1,0,Image 1,1,1,100000001,610000001835,
1.00391,,Spine,1,0,Image 1,1,1,100000001,610000001845,
7.03125,,Spine,1,2,Image 1,2,1,100000002,610000001848,
1,,Spine,1,5,Image 1,4,1,100000001,610000001852,
3.50781,,Spine,1,0,Image 1,1,1,100000002,610000001857,
0.00195312,,Spine,1,8,Image 1,3,1,100000003,610000001859,
14.0078,,Spine,1,0,Image 1,1,1,100000001,610000001864,
2.00391,,Spine,1,0,Image 1,1,1,100000001,610000001877,
1,,Spine,1,6,Image 1,3,1,100000001,610000001882,
1.50195,,Spine,1,1,Image 1,2,1,100000001,610000001885,
1.00195,,Spine,1,4,Image 1,4,1,100000000,610000001898,
1.00195,,Spine,1,0,Image 1,1,1,100000002,610000001900,
1.50195,,Spine,1,1,Image 1,1,1,100000002,610000001903,
2.00195,,Spine,1,5,Image 1,3,1,100000001,610000001905,
1.50195,,Spine,1,1,Image 1,2,1,100000001,610000001910,
1,,Spine,1,2,Image 1,1,1,100000002,610000001914,
1.00195,,Spine,1,6,Image 1,5,1,100000001,610000001918,
1.00195,,Spine,1,4,Image 1,4,1,100000000,610000001929,
0,,Spine,1,6,Image 1,4,1,100000001,610000001931,
24.0156,,Spine,1,0,Image 1,1,1,100000001,610000001935,
0.000976562,,Spine,1,6,Image 1,3,1,100000001,610000001939,
1.00391,,Spine,1,0,Image 1,1,1,100000001,610000001951,
0.500977,,Spine,1,5,Image 1,3,1,100000001,610000001954,
0.000976562,,Spine,1,4,Image 1,4,1,100000000,610000001959,
0.000976562,,Spine,1,8,Image 1,3,1,100000003,610000001961,
10.0078,,Spine,1,2,Image 1,1,1,100000002,610000001963,
5.50391,,Spine,1,0,Image 1,1,1,100000001,610000001967,
39.0625,,Spine,1,2,Image 1,2,1,100000002,610000001969,
1,,Spine,1,0,Image 1,1,1,100000003,610000001973,
1.00195,,Spine,1,4,Image 1,4,1,100000000,610000001984,
2,,Spine,1,7,Image 1,5,1,100000001,610000001988,
3.00391,,Spine,1,0,Image 1,1,1,100000001,610000001993,
15.0156,,Spine,1,0,Image 1,1,1,100000002,610000001996,
1.00195,,Spine,1,4,Image 1,4,1,100000000,610000002005,
1,,Spine,1,0,Image 1,1,1,100000001,610000002007,
1,,Spine,1,2,Image 1,2,1,100000003,610000002010,
2.00195,,Spine,1,0,Image 1,1,1,100000002,610000002013,
0.500977,,Spine,1,1,Image 1,2,1,100000001,610000002016,
1.00195,,Spine,1,2,Image 1,2,1,100000000,610000002018,
1,,Spine,1,5,Image 1,3,1,100000001,610000002020,
0.00195312,,Spine,1,5,Image 1,3,1,100000001,610000002022,
0.00195312,,Spine,1,5,Image 1,3,1,100000001,610000002024,
0.000976562,,Spine,1,6,Image 1,5,1,100000001,610000002028,
2.00781,,Spine,1,6,Image 1,2,1,100000003,610000002031,
17.5078,,Spine,1,0,Image 1,1,1,100000001,610000002035,
0.500977,,Spine,1,6,Image 1,2,1,100000003,610000002040,
1.50391,,Spine,1,0,Image 1,1,1,100000001,610000002043,
1.00195,,Spine,1,1,Image 1,1,1,100000002,610000002052,
1.625,,Spine,1,4,Image 1,4,1,100000000,610000002060,
1,,Spine,1,0,Image 1,1,1,100000001,610000002063,
0.000976562,,Spine,1,4,Image 1,4,1,100000000,610000002071,
1.00195,,Spine,1,4,Image 1,2,1,100000001,610000002073,
0,,Spine,1,0,Image 1,1,1,100000000,610000002075,
1.00391,,Spine,1,0,Image 1,1,1,100000001,610000002086,
0.000976562,,Spine,1,1,Image 1,1,1,100000002,610000002088,
1.00195,,Spine,1,4,Image 1,4,1,100000000,610000002094,
0.00195312,,Spine,1,4,Image 1,3,1,100000001,610000002097,
0.000976562,,Spine,1,4,Image 1,4,1,100000000,610000002106,
0.00195312,,Spine,1,4,Image 1,4,1,100000000,610000002115,
0.00195312,,Spine,1,4,Image 1,4,1,100000000,610000002124,
0.000976562,,Spine,1,0,Image 1,1,1,100000001,610000002126,
0.501953,,Spine,1,4,Image 1,1,1,100000003,610000002129,
0.000976562,,Spine,1,0,Image 1,1,1,100000003,610000002133,
0.00195312,,Spine,1,4,Image 1,4,1,100000000,610000002140,
0.500977,,Spine,1,6,Image 1,2,1,100000003,610000002145,
1.00195,,Spine,1,3,Image 1,1,1,100000003,610000002149,
1.00195,,Spine,1,4,Image 1,4,1,100000000,610000002159,
0.00195312,,Spine,1,1,Image 1,2,1,100000001,610000002167,
0.00195312,,Spine,1,5,Image 1,3,1,100000001,610000002170,
1.50391,,Spine,1,0,Image 1,1,1,100000002,610000002173,
2.00391,,Spine,1,0,Image 1,1,1,100000002,610000002176,
0.501953,,Spine,1,6,Image 1,4,1,100000001,610000002179,
3.00195,,Spine,1,0,Image 1,1,1,100000001,610000002184,
2.50195,,Spine,1,6,Image 1,2,1,100000003,610000002187,
0,,Spine,1,6,Image 1,3,1,100000001,610000002192,
20.5156,,Spine,1,0,Image 1,1,1,100000001,610000002195,
1.00195,,Spine,1,1,Image 1,1,1,100000000,610000002198,
2.50391,,Spine,1,0,Image 1,1,1,100000003,610000002201,
0.00390625,,Spine,1,1,Image 1,2,1,100000001,610000002203,
2,,Spine,1,1,Image 1,1,1,100000002,610000002206,
2.00195,,Spine,1,1,Image 1,1,1,100000002,610000002208,
2.00195,,Spine,1,4,Image 1,1,1,100000003,610000002212,
3.00781,,Spine,1,2,Image 1,1,1,100000003,610000002218,
0,,Spine,1,6,Image 1,4,1,100000001,610000002221,
2.00391,,Spine,1,4,Image 1,3,1,100000002,610000002225,
0.500977,,Spine,1,6,Image 1,4,1,100000001,610000002228,
0.000976562,,Spine,1,4,Image 1,4,1,100000000,610000002238,
2.00391,,Spine,1,0,Image 1,1,1,100000001,610000002243,
0.00195312,,Spine,1,4,Image 1,4,1,100000000,610000002250,
0.000976562,,Spine,1,5,Image 1,2,1,100000003,610000002252,
1.00195,,Spine,1,1,Image 1,1,1,100000002,610000002258,
0.000976562,,Spine,1,4,Image 1,4,1,100000000,610000002269,
1.00098,,Spine,1,2,Image 1,2,1,100000000,610000002271,
1.00195,,Spine,1,4,Image 1,3,1,100000001,610000002276,
1.00195,,Spine,1,5,Image 1,4,1,100000001,610000002279,
