
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0274078,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000001446,
0.00581272,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001450,
0.0228198,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000001461,
0.0228217,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000001471,
0.0317629,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000001477,
0.0228919,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000001485,
0.029038,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000001492,
0.0533167,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001510,
0.0260191,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001524,
0.0474353,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001536,
0.0206711,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001542,
0.0172468,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001551,
0.0215753,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001562,
0.0272146,µm^3,Spine,Spine Part Volume,5,3,1,100000001,610000001565,
0.0156288,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000001571,
0.0217971,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001580,
0.0480518,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001593,
0.0269925,µm^3,Spine,Spine Part Volume,5,2,1,100000003,610000001599,
0.01944,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001604,
0.0563405,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000001610,
0.0172245,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001618,
0.0132638,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000001621,
0.019927,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001626,
0.0388935,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001637,
0.0260203,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001649,
0.0386847,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001660,
0.0393314,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001664,
0.120317,µm^3,Spine,Spine Part Volume,6,2,1,100000003,610000001672,
0.0324945,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001685,
0.0098,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000001688,
0.0169852,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000001695,
0.0651113,µm^3,Spine,Spine Part Volume,6,5,1,100000001,610000001699,
0.031169,µm^3,Spine,Spine Part Volume,2,1,1,100000002,610000001703,
0.0545177,µm^3,Spine,Spine Part Volume,4,1,1,100000003,610000001708,
0.000880074,µm^3,Spine,Spine Part Volume,6,4,1,100000001,610000001710,
0.0365978,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001714,
0.0434691,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001720,
0.0462587,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001733,
