
Spine Part Length
 ==================== 
Spine Part Length Ground,Spine Part Length Head,Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.264413,0.173714,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000001450,
0.497264,0.432378,0.796448,µm,Spine,Spine Part Length,0,1,1,100000001,610000001510,
0.420894,0.566083,0.485625,µm,Spine,Spine Part Length,0,1,1,100000001,610000001536,
0.427584,0.442513,0.680573,µm,Spine,Spine Part Length,0,1,1,100000001,610000001593,
0.319479,0.494082,0.62844,µm,Spine,Spine Part Length,0,1,1,100000001,610000001637,
0.317234,0.424079,0.536932,µm,Spine,Spine Part Length,0,1,1,100000001,610000001660,
0.324134,0.21456,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000001664,
0.408069,0.593309,0.512997,µm,Spine,Spine Part Length,0,1,1,100000001,610000001733,
0.407916,0.604273,0.541372,µm,Spine,Spine Part Length,0,1,1,100000001,610000001749,
0.326052,0.236846,0.108194,µm,Spine,Spine Part Length,0,1,1,100000003,610000001766,
0.407944,0.579075,0.518952,µm,Spine,Spine Part Length,0,1,1,100000001,610000001779,
0.407925,0.600289,0.437687,µm,Spine,Spine Part Length,0,1,1,100000001,610000001835,
0.323403,0.4717,0.505975,µm,Spine,Spine Part Length,0,1,1,100000001,610000001845,
0.223362,0.212549,0.115297,µm,Spine,Spine Part Length,0,1,1,100000002,610000001857,
0.392556,0.316006,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000001864,
0.408069,0.697476,0.475382,µm,Spine,Spine Part Length,0,1,1,100000001,610000001877,
0.162658,0.121748,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000001900,
0.217969,0.235428,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000001935,
0.407857,0.525498,0.405238,µm,Spine,Spine Part Length,0,1,1,100000001,610000001951,
0.244224,0.13513,0.123007,µm,Spine,Spine Part Length,0,1,1,100000001,610000001967,
0.301064,0.201653,0.136424,µm,Spine,Spine Part Length,0,1,1,100000003,610000001973,
0.430205,0.563914,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000001993,
0.275231,0.0811654,0.137367,µm,Spine,Spine Part Length,0,1,1,100000002,610000001996,
0.194285,0.202913,0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002007,
0.241885,0.100993,0,µm,Spine,Spine Part Length,0,1,1,100000002,610000002013,
0.232174,0.21942,0.122528,µm,Spine,Spine Part Length,0,1,1,100000001,610000002035,
