
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.526503,µm,Spine,Spine Part Length,2,2,1,100000002,610000001446,
0.264413,µm,Spine,Spine Part Length,0,1,1,100000002,610000001450,
0.435203,µm,Spine,Spine Part Length,2,2,1,100000002,610000001461,
0.435273,µm,Spine,Spine Part Length,2,2,1,100000002,610000001471,
0.344664,µm,Spine,Spine Part Length,2,1,1,100000002,610000001477,
0.437051,µm,Spine,Spine Part Length,2,2,1,100000002,610000001485,
0.305236,µm,Spine,Spine Part Length,2,1,1,100000002,610000001492,
0.497264,µm,Spine,Spine Part Length,0,1,1,100000001,610000001510,
0.37997,µm,Spine,Spine Part Length,1,2,1,100000001,610000001524,
0.420894,µm,Spine,Spine Part Length,0,1,1,100000001,610000001536,
0.526487,µm,Spine,Spine Part Length,1,2,1,100000001,610000001542,
0.47101,µm,Spine,Spine Part Length,1,2,1,100000001,610000001551,
0.556755,µm,Spine,Spine Part Length,1,2,1,100000001,610000001562,
0.310955,µm,Spine,Spine Part Length,5,3,1,100000001,610000001565,
0.332793,µm,Spine,Spine Part Length,2,1,1,100000002,610000001571,
0.563325,µm,Spine,Spine Part Length,1,2,1,100000001,610000001580,
0.427584,µm,Spine,Spine Part Length,0,1,1,100000001,610000001593,
0.421401,µm,Spine,Spine Part Length,5,2,1,100000003,610000001599,
0.235133,µm,Spine,Spine Part Length,1,1,1,100000002,610000001604,
0.319926,µm,Spine,Spine Part Length,6,3,1,100000001,610000001610,
0.470171,µm,Spine,Spine Part Length,1,2,1,100000001,610000001618,
0.252288,µm,Spine,Spine Part Length,6,4,1,100000001,610000001621,
0.504182,µm,Spine,Spine Part Length,1,2,1,100000001,610000001626,
0.319479,µm,Spine,Spine Part Length,0,1,1,100000001,610000001637,
0.379992,µm,Spine,Spine Part Length,1,2,1,100000001,610000001649,
0.317234,µm,Spine,Spine Part Length,0,1,1,100000001,610000001660,
0.324134,µm,Spine,Spine Part Length,0,1,1,100000001,610000001664,
0.496641,µm,Spine,Spine Part Length,6,2,1,100000003,610000001672,
0.391468,µm,Spine,Spine Part Length,1,1,1,100000002,610000001685,
0.305096,µm,Spine,Spine Part Length,2,1,1,100000002,610000001688,
0.439061,µm,Spine,Spine Part Length,1,2,1,100000001,610000001695,
0.483043,µm,Spine,Spine Part Length,6,5,1,100000001,610000001699,
0.335057,µm,Spine,Spine Part Length,2,1,1,100000002,610000001703,
0.234143,µm,Spine,Spine Part Length,4,1,1,100000003,610000001708,
0.27823,µm,Spine,Spine Part Length,6,4,1,100000001,610000001710,
0.224225,µm,Spine,Spine Part Length,1,1,1,100000000,610000001714,
0.226693,µm,Spine,Spine Part Length,1,1,1,100000002,610000001720,
0.408069,µm,Spine,Spine Part Length,0,1,1,100000001,610000001733,
0.238029,µm,Spine,Spine Part Length,1,2,1,100000001,610000001735,
0.407916,µm,Spine,Spine Part Length,0,1,1,100000001,610000001749,
0.360751,µm,Spine,Spine Part Length,6,2,1,100000003,610000001755,
0.412841,µm,Spine,Spine Part Length,6,2,1,100000003,610000001759,
0.418242,µm,Spine,Spine Part Length,2,1,1,100000002,610000001761,
0.326052,µm,Spine,Spine Part Length,0,1,1,100000003,610000001766,
0.407944,µm,Spine,Spine Part Length,0,1,1,100000001,610000001779,
0.299162,µm,Spine,Spine Part Length,6,3,1,100000001,610000001785,
0.359904,µm,Spine,Spine Part Length,2,2,1,100000002,610000001789,
0.357507,µm,Spine,Spine Part Length,6,2,1,100000003,610000001796,
0.501918,µm,Spine,Spine Part Length,4,4,1,100000000,610000001808,
0.486278,µm,Spine,Spine Part Length,4,4,1,100000000,610000001823,
0.407925,µm,Spine,Spine Part Length,0,1,1,100000001,610000001835,
0.323403,µm,Spine,Spine Part Length,0,1,1,100000001,610000001845,
0.242857,µm,Spine,Spine Part Length,2,2,1,100000002,610000001848,
0.300182,µm,Spine,Spine Part Length,5,4,1,100000001,610000001852,
0.223362,µm,Spine,Spine Part Length,0,1,1,100000002,610000001857,
0.369395,µm,Spine,Spine Part Length,8,3,1,100000003,610000001859,
0.392556,µm,Spine,Spine Part Length,0,1,1,100000001,610000001864,
0.408069,µm,Spine,Spine Part Length,0,1,1,100000001,610000001877,
0.278402,µm,Spine,Spine Part Length,6,3,1,100000001,610000001882,
0.387641,µm,Spine,Spine Part Length,1,2,1,100000001,610000001885,
0.52208,µm,Spine,Spine Part Length,4,4,1,100000000,610000001898,
0.162658,µm,Spine,Spine Part Length,0,1,1,100000002,610000001900,
0.201473,µm,Spine,Spine Part Length,1,1,1,100000002,610000001903,
0.302829,µm,Spine,Spine Part Length,5,3,1,100000001,610000001905,
0.39503,µm,Spine,Spine Part Length,1,2,1,100000001,610000001910,
0.382671,µm,Spine,Spine Part Length,2,1,1,100000002,610000001914,
0.414225,µm,Spine,Spine Part Length,6,5,1,100000001,610000001918,
0.651875,µm,Spine,Spine Part Length,4,4,1,100000000,610000001929,
0.330792,µm,Spine,Spine Part Length,6,4,1,100000001,610000001931,
0.217969,µm,Spine,Spine Part Length,0,1,1,100000001,610000001935,
0.309992,µm,Spine,Spine Part Length,6,3,1,100000001,610000001939,
0.407857,µm,Spine,Spine Part Length,0,1,1,100000001,610000001951,
0.0867185,µm,Spine,Spine Part Length,5,3,1,100000001,610000001954,
0.409655,µm,Spine,Spine Part Length,4,4,1,100000000,610000001959,
0.252351,µm,Spine,Spine Part Length,8,3,1,100000003,610000001961,
0.202629,µm,Spine,Spine Part Length,2,1,1,100000002,610000001963,
0.244224,µm,Spine,Spine Part Length,0,1,1,100000001,610000001967,
0.247567,µm,Spine,Spine Part Length,2,2,1,100000002,610000001969,
0.301064,µm,Spine,Spine Part Length,0,1,1,100000003,610000001973,
0.475581,µm,Spine,Spine Part Length,4,4,1,100000000,610000001984,
0.240751,µm,Spine,Spine Part Length,7,5,1,100000001,610000001988,
0.430205,µm,Spine,Spine Part Length,0,1,1,100000001,610000001993,
0.275231,µm,Spine,Spine Part Length,0,1,1,100000002,610000001996,
0.49285,µm,Spine,Spine Part Length,4,4,1,100000000,610000002005,
0.194285,µm,Spine,Spine Part Length,0,1,1,100000001,610000002007,
0.182742,µm,Spine,Spine Part Length,2,2,1,100000003,610000002010,
0.241885,µm,Spine,Spine Part Length,0,1,1,100000002,610000002013,
0.224209,µm,Spine,Spine Part Length,1,2,1,100000001,610000002016,
0.411914,µm,Spine,Spine Part Length,2,2,1,100000000,610000002018,
0.29522,µm,Spine,Spine Part Length,5,3,1,100000001,610000002020,
0.351049,µm,Spine,Spine Part Length,5,3,1,100000001,610000002022,
0.425856,µm,Spine,Spine Part Length,5,3,1,100000001,610000002024,
0.388939,µm,Spine,Spine Part Length,6,5,1,100000001,610000002028,
0.327671,µm,Spine,Spine Part Length,6,2,1,100000003,610000002031,
0.232174,µm,Spine,Spine Part Length,0,1,1,100000001,610000002035,
0.357148,µm,Spine,Spine Part Length,6,2,1,100000003,610000002040,
0.298546,µm,Spine,Spine Part Length,0,1,1,100000001,610000002043,
0.31584,µm,Spine,Spine Part Length,1,1,1,100000002,610000002052,
0.358678,µm,Spine,Spine Part Length,4,4,1,100000000,610000002060,
0.376129,µm,Spine,Spine Part Length,0,1,1,100000001,610000002063,
0.468018,µm,Spine,Spine Part Length,4,4,1,100000000,610000002071,
0.252877,µm,Spine,Spine Part Length,4,2,1,100000001,610000002073,
0.289792,µm,Spine,Spine Part Length,0,1,1,100000000,610000002075,
0.31438,µm,Spine,Spine Part Length,0,1,1,100000001,610000002086,
0.325653,µm,Spine,Spine Part Length,1,1,1,100000002,610000002088,
0.343684,µm,Spine,Spine Part Length,4,4,1,100000000,610000002094,
0.194703,µm,Spine,Spine Part Length,4,3,1,100000001,610000002097,
0.504409,µm,Spine,Spine Part Length,4,4,1,100000000,610000002106,
0.402008,µm,Spine,Spine Part Length,4,4,1,100000000,610000002115,
0.361638,µm,Spine,Spine Part Length,4,4,1,100000000,610000002124,
0.293466,µm,Spine,Spine Part Length,0,1,1,100000001,610000002126,
0.236932,µm,Spine,Spine Part Length,4,1,1,100000003,610000002129,
0.364781,µm,Spine,Spine Part Length,0,1,1,100000003,610000002133,
0.273185,µm,Spine,Spine Part Length,4,4,1,100000000,610000002140,
0.402636,µm,Spine,Spine Part Length,6,2,1,100000003,610000002145,
0.241839,µm,Spine,Spine Part Length,3,1,1,100000003,610000002149,
0.724739,µm,Spine,Spine Part Length,4,4,1,100000000,610000002159,
0.303162,µm,Spine,Spine Part Length,1,2,1,100000001,610000002167,
0.271237,µm,Spine,Spine Part Length,5,3,1,100000001,610000002170,
0.159684,µm,Spine,Spine Part Length,0,1,1,100000002,610000002173,
0.30432,µm,Spine,Spine Part Length,0,1,1,100000002,610000002176,
0.200245,µm,Spine,Spine Part Length,6,4,1,100000001,610000002179,
0.561732,µm,Spine,Spine Part Length,0,1,1,100000001,610000002184,
0.252309,µm,Spine,Spine Part Length,6,2,1,100000003,610000002187,
0.402513,µm,Spine,Spine Part Length,6,3,1,100000001,610000002192,
0.227984,µm,Spine,Spine Part Length,0,1,1,100000001,610000002195,
0.121148,µm,Spine,Spine Part Length,1,1,1,100000000,610000002198,
0.128699,µm,Spine,Spine Part Length,0,1,1,100000003,610000002201,
0.256352,µm,Spine,Spine Part Length,1,2,1,100000001,610000002203,
0.162635,µm,Spine,Spine Part Length,1,1,1,100000002,610000002206,
0.251332,µm,Spine,Spine Part Length,1,1,1,100000002,610000002208,
0.312333,µm,Spine,Spine Part Length,4,1,1,100000003,610000002212,
0.361362,µm,Spine,Spine Part Length,2,1,1,100000003,610000002218,
0.266408,µm,Spine,Spine Part Length,6,4,1,100000001,610000002221,
0.342308,µm,Spine,Spine Part Length,4,3,1,100000002,610000002225,
0.241043,µm,Spine,Spine Part Length,6,4,1,100000001,610000002228,
0.474193,µm,Spine,Spine Part Length,4,4,1,100000000,610000002238,
0.394674,µm,Spine,Spine Part Length,0,1,1,100000001,610000002243,
0.47207,µm,Spine,Spine Part Length,4,4,1,100000000,610000002250,
0.39247,µm,Spine,Spine Part Length,5,2,1,100000003,610000002252,
0.292154,µm,Spine,Spine Part Length,1,1,1,100000002,610000002258,
0.457498,µm,Spine,Spine Part Length,4,4,1,100000000,610000002269,
0.344446,µm,Spine,Spine Part Length,2,2,1,100000000,610000002271,
0.262096,µm,Spine,Spine Part Length,4,3,1,100000001,610000002276,
0.246336,µm,Spine,Spine Part Length,5,4,1,100000001,610000002279,
0.195038,µm,Spine,Spine Part Length,0,1,1,100000001,610000002283,
0.197948,µm,Spine,Spine Part Length,6,1,1,100000003,610000002286,
0.223744,µm,Spine,Spine Part Length,0,1,1,100000001,610000002292,
0.195424,µm,Spine,Spine Part Length,0,1,1,100000002,610000002295,
0.482426,µm,Spine,Spine Part Length,4,4,1,100000000,610000002303,
0.156858,µm,Spine,Spine Part Length,6,4,1,100000001,610000002306,
0.250709,µm,Spine,Spine Part Length,6,4,1,100000001,610000002308,
0.374187,µm,Spine,Spine Part Length,3,3,1,100000001,610000002310,
0.283033,µm,Spine,Spine Part Length,2,2,1,100000000,610000002313,
0.141218,µm,Spine,Spine Part Length,1,1,1,100000002,610000002316,
0.226064,µm,Spine,Spine Part Length,5,3,1,100000001,610000002319,
0.332771,µm,Spine,Spine Part Length,4,1,1,100000003,610000002323,
0.25448,µm,Spine,Spine Part Length,1,2,1,100000003,610000002325,
0.265113,µm,Spine,Spine Part Length,2,1,1,100000001,610000002329,
0.59282,µm,Spine,Spine Part Length,4,4,1,100000000,610000002338,
0.189164,µm,Spine,Spine Part Length,1,1,1,100000001,610000002341,
0.267446,µm,Spine,Spine Part Length,0,1,1,100000003,610000002343,
0.250191,µm,Spine,Spine Part Length,6,3,1,100000001,610000002347,
0.162097,µm,Spine,Spine Part Length,5,1,1,100000003,610000002350,
0.357699,µm,Spine,Spine Part Length,1,1,1,100000002,610000002352,
0.448787,µm,Spine,Spine Part Length,3,4,1,100000001,610000002356,
0.397282,µm,Spine,Spine Part Length,1,1,1,100000002,610000002359,
