
Segment Number of Voxel Ch=1 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
42,,Segment,1,4,Image 1,3,1,100000002,510000000011,
67,,Segment,1,3,Image 1,3,1,100000002,510000000014,
297,,Segment,1,2,Image 1,2,1,100000002,510000000024,
550,,Segment,1,1,Image 1,1,1,100000002,510000000037,
1228,,Segment,1,0,Image 1,1,1,100000002,510000000084,
224,,Segment,1,4,Image 1,2,1,100000002,510000000101,
237,,Segment,1,3,Image 1,2,1,100000002,510000000109,
328,,Segment,1,2,Image 1,1,1,100000002,510000000116,
57,,Segment,1,4,Image 1,4,1,100000002,510000000120,
310,,Segment,1,3,Image 1,2,1,100000002,510000000123,
177,,Segment,1,4,Image 1,2,1,100000002,510000000127,
251,,Segment,1,3,Image 1,1,1,100000002,510000000135,
126,,Segment,1,4,Image 1,3,1,100000002,510000000141,
165,,Segment,1,4,Image 1,1,1,100000002,510000000143,
133,,Segment,1,1,Image 1,2,1,100000002,510000000149,
459,,Segment,1,6,Image 1,4,1,100000001,510000000165,
2220,,Segment,1,5,Image 1,3,1,100000001,510000000240,
307,,Segment,1,4,Image 1,2,1,100000001,510000000247,
695,,Segment,1,3,Image 1,1,1,100000001,510000000261,
1360,,Segment,1,1,Image 1,1,1,100000001,510000000283,
729,,Segment,1,0,Image 1,1,1,100000001,510000000294,
165,,Segment,1,6,Image 1,3,1,100000001,510000000306,
248,,Segment,1,7,Image 1,6,1,100000001,510000000321,
277,,Segment,1,6,Image 1,5,1,100000001,510000000334,
1482,,Segment,1,5,Image 1,4,1,100000001,510000000370,
265,,Segment,1,4,Image 1,3,1,100000001,510000000378,
76,,Segment,1,3,Image 1,3,1,100000001,510000000384,
294,,Segment,1,7,Image 1,5,1,100000001,510000000396,
264,,Segment,1,6,Image 1,4,1,100000001,510000000402,
384,,Segment,1,7,Image 1,5,1,100000001,510000000415,
261,,Segment,1,6,Image 1,5,1,100000001,510000000422,
413,,Segment,1,5,Image 1,4,1,100000001,510000000429,
467,,Segment,1,4,Image 1,3,1,100000001,510000000439,
658,,Segment,1,3,Image 1,2,1,100000001,510000000450,
488,,Segment,1,8,Image 1,3,1,100000003,510000000462,
287,,Segment,1,7,Image 1,2,1,100000003,510000000469,
530,,Segment,1,6,Image 1,2,1,100000003,510000000486,
442,,Segment,1,5,Image 1,1,1,100000003,510000000492,
529,,Segment,1,4,Image 1,1,1,100000003,510000000500,
630,,Segment,1,3,Image 1,1,1,100000003,510000000506,
1108,,Segment,1,2,Image 1,1,1,100000003,510000000523,
811,,Segment,1,1,Image 1,1,1,100000003,510000000530,
1472,,Segment,1,0,Image 1,1,1,100000003,510000000557,
70,,Segment,1,5,Image 1,4,1,100000000,510000000563,
328,,Segment,1,4,Image 1,4,1,100000000,510000000576,
137,,Segment,1,3,Image 1,3,1,100000000,510000000580,
297,,Segment,1,2,Image 1,2,1,100000000,510000000587,
513,,Segment,1,1,Image 1,2,1,100000000,510000000600,
741,,Segment,1,0,Image 1,1,1,100000000,510000000628,
