
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Spine,2,3,1,100000000,610000003048,
3,,Spine,2,3,1,100000001,610000003057,
1,,Spine,0,1,1,100000001,610000003062,
2,,Spine,3,2,1,100000000,610000003068,
2,,Spine,3,2,1,100000000,610000003073,
1,,Spine,0,1,1,100000001,610000003080,
2,,Spine,3,2,1,100000002,610000003085,
2,,Spine,3,2,1,100000002,610000003089,
0,,Spine,3,2,1,100000001,610000003098,
4,,Spine,3,4,1,100000000,610000003107,
3,,Spine,2,3,1,100000000,610000003116,
3,,Spine,2,3,1,100000000,610000003124,
0,,Spine,4,2,1,100000002,610000003131,
0,,Spine,4,2,1,100000002,610000003141,
0,,Spine,4,2,1,100000002,610000003147,
0,,Spine,0,1,1,100000000,610000003157,
0,,Spine,3,2,1,100000001,610000003163,
1,,Spine,2,1,1,100000001,610000003166,
0,,Spine,4,2,1,100000002,610000003171,
0,,Spine,0,1,1,100000000,610000003176,
0,,Spine,3,2,1,100000001,610000003182,
0,,Spine,0,1,1,100000000,610000003190,
0,,Spine,4,2,1,100000002,610000003196,
1,,Spine,0,1,1,100000000,610000003199,
3,,Spine,4,3,1,100000001,610000003202,
1,,Spine,1,1,1,100000001,610000003204,
0,,Spine,4,2,1,100000002,610000003210,
3,,Spine,3,3,1,100000001,610000003213,
0,,Spine,0,1,1,100000000,610000003219,
0,,Spine,0,1,1,100000000,610000003222,
0,,Spine,4,2,1,100000002,610000003226,
0,,Spine,4,2,1,100000002,610000003230,
0,,Spine,0,1,1,100000000,610000003234,
4,,Spine,7,4,1,100000001,610000003237,
0,,Spine,0,1,1,100000000,610000003241,
0,,Spine,4,2,1,100000002,610000003245,
4,,Spine,3,4,1,100000000,610000003247,
1,,Spine,0,1,1,100000000,610000003249,
0,,Spine,4,2,1,100000002,610000003253,
1,,Spine,4,1,1,100000002,610000003256,
1,,Spine,3,1,1,100000000,610000003259,
0,,Spine,0,1,1,100000000,610000003262,
0,,Spine,0,1,1,100000000,610000003270,
0,,Spine,0,1,1,100000000,610000003272,
0,,Spine,3,2,1,100000001,610000003277,
2,,Spine,3,2,1,100000000,610000003279,
1,,Spine,4,1,1,100000002,610000003281,
3,,Spine,3,3,1,100000001,610000003289,
1,,Spine,1,1,1,100000000,610000003293,
0,,Spine,3,2,1,100000001,610000003297,
0,,Spine,0,1,1,100000000,610000003299,
0,,Spine,0,1,1,100000000,610000003303,
2,,Spine,6,2,1,100000001,610000003308,
2,,Spine,1,2,1,100000000,610000003310,
0,,Spine,0,1,1,100000000,610000003313,
0,,Spine,0,1,1,100000000,610000003315,
1,,Spine,1,1,1,100000000,610000003318,
0,,Spine,0,1,1,100000000,610000003321,
0,,Spine,0,1,1,100000000,610000003327,
1,,Spine,4,1,1,100000002,610000003329,
0,,Spine,0,1,1,100000000,610000003333,
0,,Spine,0,1,1,100000000,610000003347,
5,,Spine,4,5,1,100000000,610000003355,
4,,Spine,3,4,1,100000000,610000003356,
1,,Spine,1,1,1,100000000,610000003357,
1,,Spine,0,1,1,100000000,610000003359,
1,,Spine,0,1,1,100000000,610000003360,
1,,Spine,0,1,1,100000000,610000003362,
1,,Spine,1,1,1,100000000,610000003363,
1,,Spine,1,1,1,100000000,610000003366,
1,,Spine,0,1,1,100000000,610000003367,
1,,Spine,0,1,1,100000000,610000003368,
1,,Spine,0,1,1,100000000,610000003371,
2,,Spine,2,2,1,100000000,610000003372,
1,,Spine,5,1,1,100000000,610000003373,
1,,Spine,2,1,1,100000000,610000003375,
4,,Spine,8,4,1,100000001,610000003376,
3,,Spine,4,3,1,100000001,610000003377,
3,,Spine,4,3,1,100000001,610000003378,
4,,Spine,4,4,1,100000001,610000003379,
2,,Spine,3,2,1,100000001,610000003380,
2,,Spine,3,2,1,100000001,610000003381,
1,,Spine,1,1,1,100000001,610000003382,
1,,Spine,0,1,1,100000001,610000003383,
1,,Spine,0,1,1,100000001,610000003384,
2,,Spine,3,2,1,100000001,610000003387,
2,,Spine,3,2,1,100000001,610000003388,
1,,Spine,2,1,1,100000001,610000003389,
1,,Spine,1,1,1,100000001,610000003390,
3,,Spine,7,3,1,100000001,610000003392,
2,,Spine,6,2,1,100000001,610000003393,
2,,Spine,6,2,1,100000001,610000003394,
3,,Spine,4,3,1,100000001,610000003395,
2,,Spine,2,2,1,100000001,610000003396,
3,,Spine,2,3,1,100000001,610000003397,
1,,Spine,1,1,1,100000001,610000003398,
1,,Spine,1,1,1,100000001,610000003399,
1,,Spine,0,1,1,100000001,610000003400,
2,,Spine,4,2,1,100000002,610000003401,
2,,Spine,4,2,1,100000002,610000003402,
1,,Spine,0,1,1,100000002,610000003403,
