
Soma Intensity Sum Ch=1 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.65338e+06,,Soma,1,Image 1,1,100000000,800000000,
1.2249e+06,,Soma,1,Image 1,1,100000001,800000001,
1.62466e+06,,Soma,1,Image 1,1,100000002,800000002,
