
Spine Intensity Min Ch=3 Img=1
 ==================== 
Spine Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Spine,3,2,Image 1,3,1,100000000,610000003048,
0,,Spine,3,2,Image 1,3,1,100000001,610000003057,
0,,Spine,3,0,Image 1,1,1,100000001,610000003062,
0,,Spine,3,3,Image 1,2,1,100000000,610000003068,
0,,Spine,3,3,Image 1,2,1,100000000,610000003073,
0,,Spine,3,0,Image 1,1,1,100000001,610000003080,
0,,Spine,3,3,Image 1,2,1,100000002,610000003085,
0,,Spine,3,3,Image 1,2,1,100000002,610000003089,
0,,Spine,3,1,Image 1,1,1,100000001,610000003098,
0,,Spine,3,3,Image 1,4,1,100000000,610000003107,
0,,Spine,3,2,Image 1,3,1,100000000,610000003116,
0,,Spine,3,2,Image 1,3,1,100000000,610000003124,
0,,Spine,3,0,Image 1,1,1,100000002,610000003131,
0,,Spine,3,0,Image 1,1,1,100000002,610000003141,
0,,Spine,3,0,Image 1,1,1,100000002,610000003147,
0,,Spine,3,0,Image 1,1,1,100000000,610000003157,
0,,Spine,3,1,Image 1,1,1,100000001,610000003163,
0,,Spine,3,2,Image 1,1,1,100000001,610000003166,
0,,Spine,3,0,Image 1,1,1,100000002,610000003171,
0,,Spine,3,0,Image 1,1,1,100000000,610000003176,
35,,Spine,3,1,Image 1,1,1,100000001,610000003182,
63,,Spine,3,0,Image 1,1,1,100000000,610000003190,
0,,Spine,3,0,Image 1,1,1,100000002,610000003196,
21,,Spine,3,0,Image 1,1,1,100000000,610000003199,
0,,Spine,3,4,Image 1,3,1,100000001,610000003202,
0,,Spine,3,1,Image 1,1,1,100000001,610000003204,
65,,Spine,3,0,Image 1,1,1,100000002,610000003210,
0,,Spine,3,3,Image 1,3,1,100000001,610000003213,
0,,Spine,3,0,Image 1,1,1,100000000,610000003219,
82,,Spine,3,0,Image 1,1,1,100000000,610000003222,
65,,Spine,3,0,Image 1,1,1,100000002,610000003226,
0,,Spine,3,0,Image 1,1,1,100000002,610000003230,
54,,Spine,3,0,Image 1,1,1,100000000,610000003234,
0,,Spine,3,7,Image 1,4,1,100000001,610000003237,
69,,Spine,3,0,Image 1,1,1,100000000,610000003241,
30,,Spine,3,0,Image 1,1,1,100000002,610000003245,
0,,Spine,3,3,Image 1,4,1,100000000,610000003247,
0,,Spine,3,0,Image 1,1,1,100000000,610000003249,
41,,Spine,3,0,Image 1,1,1,100000002,610000003253,
0,,Spine,3,4,Image 1,1,1,100000002,610000003256,
0,,Spine,3,3,Image 1,1,1,100000000,610000003259,
0,,Spine,3,0,Image 1,1,1,100000000,610000003262,
37,,Spine,3,0,Image 1,1,1,100000000,610000003270,
52,,Spine,3,0,Image 1,1,1,100000000,610000003272,
0,,Spine,3,1,Image 1,1,1,100000001,610000003277,
0,,Spine,3,3,Image 1,2,1,100000000,610000003279,
0,,Spine,3,4,Image 1,1,1,100000002,610000003281,
0,,Spine,3,3,Image 1,3,1,100000001,610000003289,
0,,Spine,3,1,Image 1,1,1,100000000,610000003293,
60,,Spine,3,1,Image 1,1,1,100000001,610000003297,
53,,Spine,3,0,Image 1,1,1,100000000,610000003299,
0,,Spine,3,0,Image 1,1,1,100000000,610000003303,
0,,Spine,3,6,Image 1,2,1,100000001,610000003308,
19,,Spine,3,1,Image 1,2,1,100000000,610000003310,
28,,Spine,3,0,Image 1,1,1,100000000,610000003313,
52,,Spine,3,0,Image 1,1,1,100000000,610000003315,
29,,Spine,3,1,Image 1,1,1,100000000,610000003318,
0,,Spine,3,0,Image 1,1,1,100000000,610000003321,
