
Segment Intensity Max Ch=3 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
118,,Segment,3,6,Image 1,7,1,100000000,510000000023,
121,,Segment,3,5,Image 1,6,1,100000000,510000000083,
144,,Segment,3,4,Image 1,5,1,100000000,510000000100,
163,,Segment,3,3,Image 1,4,1,100000000,510000000174,
184,,Segment,3,2,Image 1,3,1,100000000,510000000214,
188,,Segment,3,1,Image 1,2,1,100000000,510000000236,
132,,Segment,3,0,Image 1,1,1,100000000,510000000239,
125,,Segment,3,6,Image 1,6,1,100000000,510000000262,
77,,Segment,3,8,Image 1,6,1,100000000,510000000274,
179,,Segment,3,7,Image 1,5,1,100000000,510000000314,
173,,Segment,3,6,Image 1,5,1,100000000,510000000317,
142,,Segment,3,5,Image 1,5,1,100000000,510000000324,
133,,Segment,3,8,Image 1,5,1,100000000,510000000329,
184,,Segment,3,4,Image 1,2,1,100000000,510000000331,
195,,Segment,3,3,Image 1,2,1,100000000,510000000340,
195,,Segment,3,2,Image 1,2,1,100000000,510000000348,
152,,Segment,3,1,Image 1,2,1,100000000,510000000388,
182,,Segment,3,0,Image 1,1,1,100000000,510000000418,
195,,Segment,3,3,Image 1,3,1,100000000,510000000439,
194,,Segment,3,2,Image 1,3,1,100000000,510000000444,
146,,Segment,3,1,Image 1,1,1,100000000,510000000463,
159,,Segment,3,12,Image 1,4,1,100000001,510000000491,
177,,Segment,3,11,Image 1,3,1,100000001,510000000533,
197,,Segment,3,10,Image 1,3,1,100000001,510000000538,
197,,Segment,3,9,Image 1,3,1,100000001,510000000542,
177,,Segment,3,8,Image 1,3,1,100000001,510000000552,
177,,Segment,3,7,Image 1,3,1,100000001,510000000554,
177,,Segment,3,6,Image 1,3,1,100000001,510000000557,
176,,Segment,3,5,Image 1,3,1,100000001,510000000576,
183,,Segment,3,4,Image 1,3,1,100000001,510000000599,
159,,Segment,3,3,Image 1,3,1,100000001,510000000602,
159,,Segment,3,2,Image 1,2,1,100000001,510000000606,
173,,Segment,3,0,Image 1,1,1,100000001,510000000623,
172,,Segment,3,2,Image 1,2,1,100000002,510000000671,
188,,Segment,3,1,Image 1,1,1,100000002,510000000679,
169,,Segment,3,0,Image 1,1,1,100000002,510000000700,
145,,Segment,3,6,Image 1,6,1,100000000,510000000703,
116,,Segment,3,2,Image 1,2,1,100000000,510000000741,
156,,Segment,3,1,Image 1,1,1,100000000,510000000761,
156,,Segment,3,0,Image 1,1,1,100000000,510000000770,
186,,Segment,3,1,Image 1,2,1,100000002,510000000817,
186,,Segment,3,0,Image 1,1,1,100000002,510000000847,
106,,Segment,3,3,Image 1,3,1,100000001,510000000859,
158,,Segment,3,2,Image 1,2,1,100000001,510000000876,
180,,Segment,3,0,Image 1,1,1,100000001,510000000907,
95,,Segment,3,4,Image 1,2,1,100000001,510000000927,
117,,Segment,3,3,Image 1,2,1,100000001,510000000945,
67,,Segment,3,4,Image 1,3,1,100000001,510000000948,
187,,Segment,3,3,Image 1,2,1,100000000,510000000992,
181,,Segment,3,2,Image 1,2,1,100000000,510000001016,
164,,Segment,3,1,Image 1,1,1,100000000,510000001018,
177,,Segment,3,0,Image 1,1,1,100000000,510000001036,
158,,Segment,3,2,Image 1,1,1,100000001,510000001058,
175,,Segment,3,1,Image 1,2,1,100000001,510000001062,
178,,Segment,3,3,Image 1,3,1,100000001,510000001079,
123,,Segment,3,2,Image 1,2,1,100000001,510000001081,
169,,Segment,3,1,Image 1,1,1,100000001,510000001086,
169,,Segment,3,0,Image 1,1,1,100000001,510000001109,
185,,Segment,3,0,Image 1,1,1,100000001,510000001143,
177,,Segment,3,0,Image 1,1,1,100000001,510000001164,
192,,Segment,3,1,Image 1,1,1,100000002,510000001187,
167,,Segment,3,2,Image 1,2,1,100000001,510000001198,
169,,Segment,3,1,Image 1,2,1,100000001,510000001215,
188,,Segment,3,0,Image 1,1,1,100000001,510000001225,
192,,Segment,3,12,Image 1,3,1,100000001,510000001279,
168,,Segment,3,2,Image 1,3,1,100000001,510000001284,
157,,Segment,3,4,Image 1,2,1,100000002,510000001319,
188,,Segment,3,3,Image 1,2,1,100000002,510000001340,
188,,Segment,3,2,Image 1,1,1,100000002,510000001358,
196,,Segment,3,4,Image 1,3,1,100000002,510000001362,
195,,Segment,3,3,Image 1,3,1,100000000,510000001373,
181,,Segment,3,14,Image 1,5,1,100000001,510000001392,
190,,Segment,3,13,Image 1,5,1,100000001,510000001399,
168,,Segment,3,12,Image 1,5,1,100000001,510000001413,
182,,Segment,3,11,Image 1,4,1,100000001,510000001446,
108,,Segment,3,14,Image 1,6,1,100000001,510000001448,
120,,Segment,3,13,Image 1,4,1,100000001,510000001462,
168,,Segment,3,12,Image 1,4,1,100000001,510000001466,
154,,Segment,3,13,Image 1,5,1,100000001,510000001473,
138,,Segment,3,5,Image 1,4,1,100000000,510000001505,
183,,Segment,3,4,Image 1,3,1,100000000,510000001524,
187,,Segment,3,3,Image 1,2,1,100000000,510000001527,
117,,Segment,3,6,Image 1,2,1,100000001,510000001570,
145,,Segment,3,5,Image 1,1,1,100000001,510000001583,
145,,Segment,3,4,Image 1,1,1,100000001,510000001623,
143,,Segment,3,3,Image 1,1,1,100000001,510000001637,
151,,Segment,3,2,Image 1,1,1,100000001,510000001639,
110,,Segment,3,6,Image 1,1,1,100000001,510000001645,
145,,Segment,3,5,Image 1,2,1,100000001,510000001662,
126,,Segment,3,7,Image 1,2,1,100000001,510000001673,
184,,Segment,3,6,Image 1,2,1,100000001,510000001706,
184,,Segment,3,5,Image 1,2,1,100000001,510000001724,
185,,Segment,3,4,Image 1,2,1,100000001,510000001726,
185,,Segment,3,3,Image 1,2,1,100000001,510000001730,
126,,Segment,3,7,Image 1,3,1,100000001,510000001733,
177,,Segment,3,6,Image 1,3,1,100000001,510000001745,
161,,Segment,3,5,Image 1,4,1,100000001,510000001748,
187,,Segment,3,4,Image 1,3,1,100000001,510000001757,
194,,Segment,3,5,Image 1,3,1,100000001,510000001759,
125,,Segment,3,4,Image 1,2,1,100000001,510000001765,
193,,Segment,3,5,Image 1,3,1,100000001,510000001767,
166,,Segment,3,5,Image 1,3,1,100000001,510000001772,
169,,Segment,3,1,Image 1,2,1,100000001,510000001776,
167,,Segment,3,2,Image 1,1,1,100000000,510000001786,
164,,Segment,3,1,Image 1,2,1,100000000,510000001788,
147,,Segment,3,5,Image 1,3,1,100000000,510000001795,
154,,Segment,3,4,Image 1,2,1,100000000,510000001797,
186,,Segment,3,3,Image 1,3,1,100000000,510000001799,
109,,Segment,3,1,Image 1,2,1,100000002,510000001844,
