
Spine Attachment Pt Branching Angle
 ==================== 
Spine Attachment Pt Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
87.1201,°,Spine,2,3,1,100000000,610000003048,
87.4909,°,Spine,2,3,1,100000001,610000003057,
59.2626,°,Spine,0,1,1,100000001,610000003062,
84.9233,°,Spine,0,1,1,100000001,610000003080,
94.7035,°,Spine,2,1,1,100000001,610000003166,
64.9827,°,Spine,0,1,1,100000000,610000003199,
72.8198,°,Spine,4,3,1,100000001,610000003202,
69.0098,°,Spine,7,4,1,100000001,610000003237,
55.9796,°,Spine,0,1,1,100000000,610000003249,
45.4039,°,Spine,4,1,1,100000002,610000003256,
77.4354,°,Spine,3,1,1,100000000,610000003259,
74.3728,°,Spine,3,2,1,100000000,610000003279,
78.7098,°,Spine,4,1,1,100000002,610000003281,
94.5959,°,Spine,6,2,1,100000001,610000003308,
155.937,°,Spine,1,2,1,100000000,610000003310,
56.4556,°,Spine,4,1,1,100000002,610000003329,
52.2215,°,Spine,4,5,1,100000000,610000003355,
66.7393,°,Spine,3,4,1,100000000,610000003356,
60.6073,°,Spine,0,1,1,100000000,610000003359,
60.6073,°,Spine,0,1,1,100000000,610000003360,
95.3199,°,Spine,0,1,1,100000000,610000003362,
75.2329,°,Spine,1,1,1,100000000,610000003366,
52.8544,°,Spine,0,1,1,100000000,610000003367,
55.9796,°,Spine,0,1,1,100000000,610000003368,
79.4496,°,Spine,0,1,1,100000000,610000003371,
35.3093,°,Spine,2,2,1,100000000,610000003372,
72.4261,°,Spine,2,1,1,100000000,610000003375,
108.46,°,Spine,8,4,1,100000001,610000003376,
60.1547,°,Spine,4,3,1,100000001,610000003377,
83.5292,°,Spine,4,3,1,100000001,610000003378,
110.365,°,Spine,4,4,1,100000001,610000003379,
96.0206,°,Spine,3,2,1,100000001,610000003380,
87.0145,°,Spine,3,2,1,100000001,610000003387,
74.96,°,Spine,3,2,1,100000001,610000003388,
88.9427,°,Spine,2,1,1,100000001,610000003389,
71.9871,°,Spine,1,1,1,100000001,610000003390,
122.835,°,Spine,7,3,1,100000001,610000003392,
84.5043,°,Spine,6,2,1,100000001,610000003393,
62.2171,°,Spine,6,2,1,100000001,610000003394,
86.4411,°,Spine,4,3,1,100000001,610000003395,
82.0816,°,Spine,2,2,1,100000001,610000003396,
90.1648,°,Spine,2,3,1,100000001,610000003397,
83.4757,°,Spine,1,1,1,100000001,610000003398,
88.0302,°,Spine,1,1,1,100000001,610000003399,
65.1744,°,Spine,4,2,1,100000002,610000003401,
100.24,°,Spine,4,2,1,100000002,610000003402,
75.9587,°,Spine,0,1,1,100000002,610000003403,
