
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.809449,µm,Segment,6,7,1,100000000,510000000023,
0.453192,µm,Segment,5,6,1,100000000,510000000083,
0.654784,µm,Segment,4,5,1,100000000,510000000100,
0.694906,µm,Segment,3,4,1,100000000,510000000174,
0.851089,µm,Segment,2,3,1,100000000,510000000214,
0.791448,µm,Segment,1,2,1,100000000,510000000236,
0.629096,µm,Segment,0,1,1,100000000,510000000239,
0.870255,µm,Segment,6,6,1,100000000,510000000262,
0.900123,µm,Segment,8,6,1,100000000,510000000274,
1.14053,µm,Segment,7,5,1,100000000,510000000314,
1.20981,µm,Segment,6,5,1,100000000,510000000317,
0.981831,µm,Segment,5,5,1,100000000,510000000324,
1.00413,µm,Segment,8,5,1,100000000,510000000329,
0.586483,µm,Segment,4,2,1,100000000,510000000331,
0.743221,µm,Segment,3,2,1,100000000,510000000340,
1.03371,µm,Segment,2,2,1,100000000,510000000348,
0.572429,µm,Segment,1,2,1,100000000,510000000388,
0.862808,µm,Segment,0,1,1,100000000,510000000418,
0.735144,µm,Segment,3,3,1,100000000,510000000439,
0.900518,µm,Segment,2,3,1,100000000,510000000444,
0.806811,µm,Segment,1,1,1,100000000,510000000463,
0.926362,µm,Segment,12,4,1,100000001,510000000491,
0.969499,µm,Segment,11,3,1,100000001,510000000533,
1.49772,µm,Segment,10,3,1,100000001,510000000538,
1.63932,µm,Segment,9,3,1,100000001,510000000542,
1.53692,µm,Segment,8,3,1,100000001,510000000552,
1.86803,µm,Segment,7,3,1,100000001,510000000554,
1.77285,µm,Segment,6,3,1,100000001,510000000557,
1.27976,µm,Segment,5,3,1,100000001,510000000576,
1.18008,µm,Segment,4,3,1,100000001,510000000599,
0.589809,µm,Segment,3,3,1,100000001,510000000602,
1.11418,µm,Segment,2,2,1,100000001,510000000606,
1.36746,µm,Segment,0,1,1,100000001,510000000623,
0.592787,µm,Segment,2,2,1,100000002,510000000671,
1.33935,µm,Segment,1,1,1,100000002,510000000679,
0.508148,µm,Segment,0,1,1,100000002,510000000700,
0.818095,µm,Segment,6,6,1,100000000,510000000703,
0.772848,µm,Segment,2,2,1,100000000,510000000741,
1.07285,µm,Segment,1,1,1,100000000,510000000761,
0.827501,µm,Segment,0,1,1,100000000,510000000770,
0.820066,µm,Segment,1,2,1,100000002,510000000817,
0.735129,µm,Segment,0,1,1,100000002,510000000847,
0.508751,µm,Segment,3,3,1,100000001,510000000859,
0.985341,µm,Segment,2,2,1,100000001,510000000876,
0.62724,µm,Segment,0,1,1,100000001,510000000907,
0.96096,µm,Segment,4,2,1,100000001,510000000927,
0.801394,µm,Segment,3,2,1,100000001,510000000945,
0.781461,µm,Segment,4,3,1,100000001,510000000948,
0.659555,µm,Segment,3,2,1,100000000,510000000992,
0.757079,µm,Segment,2,2,1,100000000,510000001016,
0.928896,µm,Segment,1,1,1,100000000,510000001018,
0.806485,µm,Segment,0,1,1,100000000,510000001036,
1.07166,µm,Segment,2,1,1,100000001,510000001058,
0.946075,µm,Segment,1,2,1,100000001,510000001062,
0.453733,µm,Segment,3,3,1,100000001,510000001079,
0.722718,µm,Segment,2,2,1,100000001,510000001081,
0.903684,µm,Segment,1,1,1,100000001,510000001086,
0.598749,µm,Segment,0,1,1,100000001,510000001109,
0.584422,µm,Segment,0,1,1,100000001,510000001143,
0.732288,µm,Segment,0,1,1,100000001,510000001164,
1.07476,µm,Segment,1,1,1,100000002,510000001187,
0.557522,µm,Segment,2,2,1,100000001,510000001198,
0.605634,µm,Segment,1,2,1,100000001,510000001215,
0.849728,µm,Segment,0,1,1,100000001,510000001225,
1.05657,µm,Segment,12,3,1,100000001,510000001279,
0.533122,µm,Segment,2,3,1,100000001,510000001284,
1.06959,µm,Segment,4,2,1,100000002,510000001319,
0.8171,µm,Segment,3,2,1,100000002,510000001340,
1.09853,µm,Segment,2,1,1,100000002,510000001358,
0.796887,µm,Segment,4,3,1,100000002,510000001362,
