
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.416667,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003048,
0.416667,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000003057,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003062,
0.416667,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003068,
0.416667,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003073,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003080,
0.509961,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003085,
0.509961,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000003089,
0.416667,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003098,
0.416667,µm,Spine,Spine Part Min Diameter,3,4,1,100000000,610000003107,
0.445985,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003116,
0.445985,µm,Spine,Spine Part Min Diameter,2,3,1,100000000,610000003124,
0.833333,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003131,
0.546875,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003141,
0.849429,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003147,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003157,
0.416667,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003163,
0.625,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000003166,
0.882967,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003171,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003176,
0.472005,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003182,
0.81443,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003190,
0.416667,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003196,
0.654297,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003199,
1.44264,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003202,
0.754389,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003204,
0.416667,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003210,
0.523359,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000003213,
0.556837,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003219,
0.56899,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003222,
0.533583,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003226,
1.04167,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003230,
0.761719,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003234,
1.08726,µm,Spine,Spine Part Min Diameter,7,4,1,100000001,610000003237,
0.869756,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003241,
0.821586,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003245,
0.549464,µm,Spine,Spine Part Min Diameter,3,4,1,100000000,610000003247,
0.527703,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003249,
0.833333,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000003253,
1.09332,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000003256,
1.49894,µm,Spine,Spine Part Min Diameter,3,1,1,100000000,610000003259,
0.88061,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003262,
0.663298,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003270,
0.501302,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003272,
0.713887,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003277,
0.543317,µm,Spine,Spine Part Min Diameter,3,2,1,100000000,610000003279,
1.02774,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000003281,
0.523359,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000003289,
1.04167,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003293,
0.416667,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003297,
0.992839,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003299,
1.01772,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003303,
1.18694,µm,Spine,Spine Part Min Diameter,6,2,1,100000001,610000003308,
0.813292,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003310,
0.549011,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003313,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003315,
0.416667,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003318,
0.831807,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003321,
0.524108,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003327,
1.3841,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000003329,
0.849544,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003333,
1.18758,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003347,
0.781389,µm,Spine,Spine Part Min Diameter,4,5,1,100000000,610000003355,
0.468695,µm,Spine,Spine Part Min Diameter,3,4,1,100000000,610000003356,
1.04167,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003357,
0.46875,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003359,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003360,
0.511674,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003362,
1.04167,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003363,
0.442208,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003366,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003367,
0.527703,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003368,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003371,
0.906579,µm,Spine,Spine Part Min Diameter,2,2,1,100000000,610000003372,
0.755709,µm,Spine,Spine Part Min Diameter,5,1,1,100000000,610000003373,
0.872612,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003375,
0.962175,µm,Spine,Spine Part Min Diameter,8,4,1,100000001,610000003376,
0.886574,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003377,
0.819008,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003378,
0.416667,µm,Spine,Spine Part Min Diameter,4,4,1,100000001,610000003379,
1.13072,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003380,
0.751967,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003381,
0.537263,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003382,
0.416667,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003383,
0.911458,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003384,
0.603166,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003387,
0.966797,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000003388,
1.65318,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000003389,
1.01274,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003390,
0.471745,µm,Spine,Spine Part Min Diameter,7,3,1,100000001,610000003392,
0.639625,µm,Spine,Spine Part Min Diameter,6,2,1,100000001,610000003393,
0.652284,µm,Spine,Spine Part Min Diameter,6,2,1,100000001,610000003394,
0.536507,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000003395,
0.660208,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000003396,
0.575684,µm,Spine,Spine Part Min Diameter,2,3,1,100000001,610000003397,
0.722563,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003398,
