
Intensity Mean Ch=1 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
8.58927,,Surface,1,Image 1,1,0,
7.76639,,Surface,1,Image 1,1,1,
12.7291,,Surface,1,Image 1,1,2,
