
Spine Terminal Pt Diameter
 ==================== 
Spine Terminal Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.425166,µm,Spine,2,3,1,100000000,610000003048,
0.818673,µm,Spine,2,3,1,100000001,610000003057,
0.572627,µm,Spine,0,1,1,100000001,610000003062,
0.497419,µm,Spine,3,2,1,100000000,610000003068,
0.630259,µm,Spine,3,2,1,100000000,610000003073,
0.46875,µm,Spine,0,1,1,100000001,610000003080,
0.495224,µm,Spine,3,2,1,100000002,610000003085,
0.675034,µm,Spine,3,2,1,100000002,610000003089,
3.95833,µm,Spine,3,2,1,100000001,610000003098,
0.618978,µm,Spine,3,4,1,100000000,610000003107,
0.569627,µm,Spine,2,3,1,100000000,610000003116,
0.825575,µm,Spine,2,3,1,100000000,610000003124,
1.57396,µm,Spine,4,2,1,100000002,610000003131,
0.416667,µm,Spine,4,2,1,100000002,610000003141,
2.46119,µm,Spine,4,2,1,100000002,610000003147,
0.522868,µm,Spine,0,1,1,100000000,610000003157,
0.606072,µm,Spine,3,2,1,100000001,610000003163,
0.803353,µm,Spine,2,1,1,100000001,610000003166,
2.46119,µm,Spine,4,2,1,100000002,610000003171,
0.506203,µm,Spine,0,1,1,100000000,610000003176,
0.515043,µm,Spine,3,2,1,100000001,610000003182,
0.522868,µm,Spine,0,1,1,100000000,610000003190,
0.416667,µm,Spine,4,2,1,100000002,610000003196,
0.416667,µm,Spine,0,1,1,100000000,610000003199,
0.78987,µm,Spine,4,3,1,100000001,610000003202,
0.416667,µm,Spine,1,1,1,100000001,610000003204,
0.519709,µm,Spine,4,2,1,100000002,610000003210,
0.996626,µm,Spine,3,3,1,100000001,610000003213,
1.91219,µm,Spine,0,1,1,100000000,610000003219,
0.416946,µm,Spine,0,1,1,100000000,610000003222,
0.426441,µm,Spine,4,2,1,100000002,610000003226,
1.57396,µm,Spine,4,2,1,100000002,610000003230,
0.416946,µm,Spine,0,1,1,100000000,610000003234,
0.717736,µm,Spine,7,4,1,100000001,610000003237,
0.416667,µm,Spine,0,1,1,100000000,610000003241,
0.889292,µm,Spine,4,2,1,100000002,610000003245,
0.416667,µm,Spine,3,4,1,100000000,610000003247,
1.39793,µm,Spine,0,1,1,100000000,610000003249,
1.04716,µm,Spine,4,2,1,100000002,610000003253,
0.864792,µm,Spine,4,1,1,100000002,610000003256,
0.416667,µm,Spine,3,1,1,100000000,610000003259,
1.05143,µm,Spine,0,1,1,100000000,610000003262,
1.91219,µm,Spine,0,1,1,100000000,610000003270,
0.501302,µm,Spine,0,1,1,100000000,610000003272,
0.514842,µm,Spine,3,2,1,100000001,610000003277,
0.605816,µm,Spine,3,2,1,100000000,610000003279,
0.730213,µm,Spine,4,1,1,100000002,610000003281,
0.813778,µm,Spine,3,3,1,100000001,610000003289,
0.854385,µm,Spine,1,1,1,100000000,610000003293,
1.92237,µm,Spine,3,2,1,100000001,610000003297,
1.67214,µm,Spine,0,1,1,100000000,610000003299,
1.91219,µm,Spine,0,1,1,100000000,610000003303,
0.941339,µm,Spine,6,2,1,100000001,610000003308,
0.833333,µm,Spine,1,2,1,100000000,610000003310,
0.549011,µm,Spine,0,1,1,100000000,610000003313,
0.929187,µm,Spine,0,1,1,100000000,610000003315,
1.01105,µm,Spine,1,1,1,100000000,610000003318,
0.831807,µm,Spine,0,1,1,100000000,610000003321,
0.83839,µm,Spine,0,1,1,100000000,610000003327,
1.04167,µm,Spine,4,1,1,100000002,610000003329,
0.849544,µm,Spine,0,1,1,100000000,610000003333,
1.91219,µm,Spine,0,1,1,100000000,610000003347,
0.781389,µm,Spine,4,5,1,100000000,610000003355,
0.468695,µm,Spine,3,4,1,100000000,610000003356,
1.04167,µm,Spine,1,1,1,100000000,610000003357,
1.02214,µm,Spine,0,1,1,100000000,610000003359,
0.416667,µm,Spine,0,1,1,100000000,610000003360,
1.1263,µm,Spine,0,1,1,100000000,610000003362,
1.04167,µm,Spine,1,1,1,100000000,610000003363,
0.442208,µm,Spine,1,1,1,100000000,610000003366,
0.416667,µm,Spine,0,1,1,100000000,610000003367,
0.609303,µm,Spine,0,1,1,100000000,610000003368,
0.416667,µm,Spine,0,1,1,100000000,610000003371,
0.906579,µm,Spine,2,2,1,100000000,610000003372,
0.755709,µm,Spine,5,1,1,100000000,610000003373,
0.872612,µm,Spine,2,1,1,100000000,610000003375,
0.962175,µm,Spine,8,4,1,100000001,610000003376,
0.886574,µm,Spine,4,3,1,100000001,610000003377,
0.819008,µm,Spine,4,3,1,100000001,610000003378,
1.33797,µm,Spine,4,4,1,100000001,610000003379,
1.19466,µm,Spine,3,2,1,100000001,610000003380,
0.791119,µm,Spine,3,2,1,100000001,610000003381,
0.537263,µm,Spine,1,1,1,100000001,610000003382,
0.416667,µm,Spine,0,1,1,100000001,610000003383,
0.911458,µm,Spine,0,1,1,100000001,610000003384,
0.603166,µm,Spine,3,2,1,100000001,610000003387,
0.966797,µm,Spine,3,2,1,100000001,610000003388,
1.65318,µm,Spine,2,1,1,100000001,610000003389,
1.01274,µm,Spine,1,1,1,100000001,610000003390,
0.471745,µm,Spine,7,3,1,100000001,610000003392,
0.639625,µm,Spine,6,2,1,100000001,610000003393,
0.652284,µm,Spine,6,2,1,100000001,610000003394,
0.536507,µm,Spine,4,3,1,100000001,610000003395,
0.756867,µm,Spine,2,2,1,100000001,610000003396,
0.625,µm,Spine,2,3,1,100000001,610000003397,
1.07478,µm,Spine,1,1,1,100000001,610000003398,
0.625,µm,Spine,1,1,1,100000001,610000003399,
1.25133,µm,Spine,0,1,1,100000001,610000003400,
1.49093,µm,Spine,4,2,1,100000002,610000003401,
1.12641,µm,Spine,4,2,1,100000002,610000003402,
0.990628,µm,Spine,0,1,1,100000002,610000003403,
