
Segment Center Number of Voxel Ch=1 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
15,,Segment,1,6,Image 1,7,1,100000000,510000000023,
61,,Segment,1,5,Image 1,6,1,100000000,510000000083,
18,,Segment,1,4,Image 1,5,1,100000000,510000000100,
75,,Segment,1,3,Image 1,4,1,100000000,510000000174,
41,,Segment,1,2,Image 1,3,1,100000000,510000000214,
23,,Segment,1,1,Image 1,2,1,100000000,510000000236,
4,,Segment,1,0,Image 1,1,1,100000000,510000000239,
4,,Segment,1,6,Image 1,6,1,100000000,510000000262,
13,,Segment,1,8,Image 1,6,1,100000000,510000000274,
41,,Segment,1,7,Image 1,5,1,100000000,510000000314,
4,,Segment,1,6,Image 1,5,1,100000000,510000000317,
8,,Segment,1,5,Image 1,5,1,100000000,510000000324,
6,,Segment,1,8,Image 1,5,1,100000000,510000000329,
3,,Segment,1,4,Image 1,2,1,100000000,510000000331,
10,,Segment,1,3,Image 1,2,1,100000000,510000000340,
9,,Segment,1,2,Image 1,2,1,100000000,510000000348,
41,,Segment,1,1,Image 1,2,1,100000000,510000000388,
28,,Segment,1,0,Image 1,1,1,100000000,510000000418,
6,,Segment,1,3,Image 1,3,1,100000000,510000000439,
6,,Segment,1,2,Image 1,3,1,100000000,510000000444,
20,,Segment,1,1,Image 1,1,1,100000000,510000000463,
29,,Segment,1,12,Image 1,4,1,100000001,510000000491,
43,,Segment,1,11,Image 1,3,1,100000001,510000000533,
6,,Segment,1,10,Image 1,3,1,100000001,510000000538,
5,,Segment,1,9,Image 1,3,1,100000001,510000000542,
11,,Segment,1,8,Image 1,3,1,100000001,510000000552,
3,,Segment,1,7,Image 1,3,1,100000001,510000000554,
4,,Segment,1,6,Image 1,3,1,100000001,510000000557,
20,,Segment,1,5,Image 1,3,1,100000001,510000000576,
24,,Segment,1,4,Image 1,3,1,100000001,510000000599,
