
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
3.16962,µm^3,Segment,6,7,1,100000000,510000000023,
2.35093,µm^3,Segment,5,6,1,100000000,510000000083,
3.22849,µm^3,Segment,4,5,1,100000000,510000000100,
8.26312,µm^3,Segment,3,4,1,100000000,510000000174,
6.12765,µm^3,Segment,2,3,1,100000000,510000000214,
3.20471,µm^3,Segment,1,2,1,100000000,510000000236,
0.472886,µm^3,Segment,0,1,1,100000000,510000000239,
0.99213,µm^3,Segment,6,6,1,100000000,510000000262,
2.75477,µm^3,Segment,8,6,1,100000000,510000000274,
12.6066,µm^3,Segment,7,5,1,100000000,510000000314,
1.14213,µm^3,Segment,6,5,1,100000000,510000000317,
2.08668,µm^3,Segment,5,5,1,100000000,510000000324,
2.39499,µm^3,Segment,8,5,1,100000000,510000000329,
0.377728,µm^3,Segment,4,2,1,100000000,510000000331,
1.37353,µm^3,Segment,3,2,1,100000000,510000000340,
2.03582,µm^3,Segment,2,2,1,100000000,510000000348,
2.63642,µm^3,Segment,1,2,1,100000000,510000000388,
7.80593,µm^3,Segment,0,1,1,100000000,510000000418,
1.40898,µm^3,Segment,3,3,1,100000000,510000000439,
2.18733,µm^3,Segment,2,3,1,100000000,510000000444,
3.91826,µm^3,Segment,1,1,1,100000000,510000000463,
6.28587,µm^3,Segment,12,4,1,100000001,510000000491,
10.8822,µm^3,Segment,11,3,1,100000001,510000000533,
2.54807,µm^3,Segment,10,3,1,100000001,510000000538,
3.06488,µm^3,Segment,9,3,1,100000001,510000000542,
3.9613,µm^3,Segment,8,3,1,100000001,510000000552,
1.37523,µm^3,Segment,7,3,1,100000001,510000000554,
2.33668,µm^3,Segment,6,3,1,100000001,510000000557,
6.12464,µm^3,Segment,5,3,1,100000001,510000000576,
10.7621,µm^3,Segment,4,3,1,100000001,510000000599,
0.235722,µm^3,Segment,3,3,1,100000001,510000000602,
1.92693,µm^3,Segment,2,2,1,100000001,510000000606,
