
Spine Center Intensity Median Ch=2 Img=1
 ==================== 
Spine Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.00391,,Spine,2,2,Image 1,3,1,100000000,610000003048,
0.501953,,Spine,2,2,Image 1,3,1,100000001,610000003057,
0.501953,,Spine,2,0,Image 1,1,1,100000001,610000003062,
1.03125,,Spine,2,3,Image 1,2,1,100000000,610000003068,
1.03125,,Spine,2,3,Image 1,2,1,100000000,610000003073,
0.000976562,,Spine,2,0,Image 1,1,1,100000001,610000003080,
1.00391,,Spine,2,3,Image 1,2,1,100000002,610000003085,
1.00391,,Spine,2,3,Image 1,2,1,100000002,610000003089,
1.00195,,Spine,2,1,Image 1,1,1,100000001,610000003098,
1.50391,,Spine,2,3,Image 1,4,1,100000000,610000003107,
2.01562,,Spine,2,2,Image 1,3,1,100000000,610000003116,
1.00781,,Spine,2,2,Image 1,3,1,100000000,610000003124,
0.000976562,,Spine,2,0,Image 1,1,1,100000002,610000003131,
1.00195,,Spine,2,0,Image 1,1,1,100000002,610000003141,
1.00098,,Spine,2,0,Image 1,1,1,100000002,610000003147,
0.00390625,,Spine,2,0,Image 1,1,1,100000000,610000003157,
1.00195,,Spine,2,1,Image 1,1,1,100000001,610000003163,
0.00195312,,Spine,2,2,Image 1,1,1,100000001,610000003166,
2,,Spine,2,0,Image 1,1,1,100000002,610000003171,
1,,Spine,2,0,Image 1,1,1,100000000,610000003176,
2,,Spine,2,1,Image 1,1,1,100000001,610000003182,
0.503906,,Spine,2,0,Image 1,1,1,100000000,610000003190,
0.500977,,Spine,2,0,Image 1,1,1,100000002,610000003196,
1.00195,,Spine,2,0,Image 1,1,1,100000000,610000003199,
1,,Spine,2,4,Image 1,3,1,100000001,610000003202,
1.00098,,Spine,2,1,Image 1,1,1,100000001,610000003204,
0.00195312,,Spine,2,0,Image 1,1,1,100000002,610000003210,
0.501953,,Spine,2,3,Image 1,3,1,100000001,610000003213,
0.00195312,,Spine,2,0,Image 1,1,1,100000000,610000003219,
0.000976562,,Spine,2,0,Image 1,1,1,100000000,610000003222,
0.500977,,Spine,2,0,Image 1,1,1,100000002,610000003226,
0.500977,,Spine,2,0,Image 1,1,1,100000002,610000003230,
1.50195,,Spine,2,0,Image 1,1,1,100000000,610000003234,
0.501953,,Spine,2,7,Image 1,4,1,100000001,610000003237,
1.00195,,Spine,2,0,Image 1,1,1,100000000,610000003241,
1.00195,,Spine,2,0,Image 1,1,1,100000002,610000003245,
1.00391,,Spine,2,3,Image 1,4,1,100000000,610000003247,
1.00195,,Spine,2,0,Image 1,1,1,100000000,610000003249,
0.00390625,,Spine,2,0,Image 1,1,1,100000002,610000003253,
1.50195,,Spine,2,4,Image 1,1,1,100000002,610000003256,
1.50195,,Spine,2,3,Image 1,1,1,100000000,610000003259,
8.00781,,Spine,2,0,Image 1,1,1,100000000,610000003262,
0.000976562,,Spine,2,0,Image 1,1,1,100000000,610000003270,
2,,Spine,2,0,Image 1,1,1,100000000,610000003272,
0.00195312,,Spine,2,1,Image 1,1,1,100000001,610000003277,
0,,Spine,2,3,Image 1,2,1,100000000,610000003279,
0,,Spine,2,4,Image 1,1,1,100000002,610000003281,
2,,Spine,2,3,Image 1,3,1,100000001,610000003289,
1,,Spine,2,1,Image 1,1,1,100000000,610000003293,
3.50195,,Spine,2,1,Image 1,1,1,100000001,610000003297,
0,,Spine,2,0,Image 1,1,1,100000000,610000003299,
0,,Spine,2,0,Image 1,1,1,100000000,610000003303,
0.00195312,,Spine,2,6,Image 1,2,1,100000001,610000003308,
1.00391,,Spine,2,1,Image 1,2,1,100000000,610000003310,
0.500977,,Spine,2,0,Image 1,1,1,100000000,610000003313,
1,,Spine,2,0,Image 1,1,1,100000000,610000003315,
2.00195,,Spine,2,1,Image 1,1,1,100000000,610000003318,
