
Segment Intensity Mean Ch=2 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2.87347,,Segment,2,6,Image 1,7,1,100000000,510000000023,
2.88614,,Segment,2,5,Image 1,6,1,100000000,510000000083,
2.02622,,Segment,2,4,Image 1,5,1,100000000,510000000100,
3.03303,,Segment,2,3,Image 1,4,1,100000000,510000000174,
1.67568,,Segment,2,2,Image 1,3,1,100000000,510000000214,
2.62264,,Segment,2,1,Image 1,2,1,100000000,510000000236,
1.71429,,Segment,2,0,Image 1,1,1,100000000,510000000239,
0.863158,,Segment,2,6,Image 1,6,1,100000000,510000000262,
1.37668,,Segment,2,8,Image 1,6,1,100000000,510000000274,
0.824074,,Segment,2,7,Image 1,5,1,100000000,510000000314,
0.646259,,Segment,2,6,Image 1,5,1,100000000,510000000317,
1.20109,,Segment,2,5,Image 1,5,1,100000000,510000000324,
0.546392,,Segment,2,8,Image 1,5,1,100000000,510000000329,
0.228571,,Segment,2,4,Image 1,2,1,100000000,510000000331,
0.212389,,Segment,2,3,Image 1,2,1,100000000,510000000340,
0.310185,,Segment,2,2,Image 1,2,1,100000000,510000000348,
0.33121,,Segment,2,1,Image 1,2,1,100000000,510000000388,
0.819149,,Segment,2,0,Image 1,1,1,100000000,510000000418,
0.310924,,Segment,2,3,Image 1,3,1,100000000,510000000439,
0.290179,,Segment,2,2,Image 1,3,1,100000000,510000000444,
0.658192,,Segment,2,1,Image 1,1,1,100000000,510000000463,
1.44204,,Segment,2,12,Image 1,4,1,100000001,510000000491,
0.922374,,Segment,2,11,Image 1,3,1,100000001,510000000533,
1.05592,,Segment,2,10,Image 1,3,1,100000001,510000000538,
1.07398,,Segment,2,9,Image 1,3,1,100000001,510000000542,
1.32197,,Segment,2,8,Image 1,3,1,100000001,510000000552,
1.7642,,Segment,2,7,Image 1,3,1,100000001,510000000554,
3.20107,,Segment,2,6,Image 1,3,1,100000001,510000000557,
3.25308,,Segment,2,5,Image 1,3,1,100000001,510000000576,
1.02426,,Segment,2,4,Image 1,3,1,100000001,510000000599,
0.757576,,Segment,2,3,Image 1,3,1,100000001,510000000602,
0.800866,,Segment,2,2,Image 1,2,1,100000001,510000000606,
1.63211,,Segment,2,0,Image 1,1,1,100000001,510000000623,
0.84633,,Segment,2,2,Image 1,2,1,100000002,510000000671,
0.645885,,Segment,2,1,Image 1,1,1,100000002,510000000679,
0.266667,,Segment,2,0,Image 1,1,1,100000002,510000000700,
0.677419,,Segment,2,6,Image 1,6,1,100000000,510000000703,
1,,Segment,2,2,Image 1,2,1,100000000,510000000741,
