
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.462901,0.63315,0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003062,
0.537648,0.528348,0.458385,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003080,
0.885774,0.452067,0.591989,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003157,
0.555556,0.597787,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003176,
0.896953,0.469767,0.459402,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003190,
0.740553,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003199,
0.643723,1.54988,0.772239,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003219,
0.618154,0.416946,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003222,
0.87443,0.416946,0.56899,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003234,
0.973007,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003241,
0.718478,1.39793,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003249,
0.966021,1.05143,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003262,
0.715524,1.54988,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003270,
0.628255,0.501302,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003272,
1.33249,1.67214,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003299,
1.46495,1.91219,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003303,
0.613861,0.549011,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003313,
0.672927,0.929187,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003315,
1.05718,0.831807,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003321,
0.681249,0.83839,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003327,
1.06605,0.849544,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003333,
1.54988,1.91219,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003347,
0.745443,1.02214,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003359,
0.442708,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003360,
0.818988,1.1263,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003362,
0.758196,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003367,
0.568503,0.609303,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003368,
0.681915,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003371,
0.747378,0.416667,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003383,
0.994774,0.911458,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003384,
1.33485,1.25133,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003400,
0.723351,0.990628,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000003403,
0.879536,0.416667,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003204,
1.15997,0.854385,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003293,
0.799348,1.01105,1.13093,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003318,
1.11185,1.04167,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003357,
1.15997,1.04167,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003363,
0.713215,0.442208,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003366,
0.770973,0.537263,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003382,
1.39012,1.01274,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003390,
0.89867,1.07478,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003398,
0.653849,0.625,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003399,
0.844776,0.833333,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003310,
0.845304,0.803353,0.661712,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000003166,
1.08285,0.872612,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003375,
1.66622,1.65318,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000003389,
0.918062,0.906579,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003372,
0.708537,0.756867,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000003396,
0.513523,0.420092,0.416667,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000003048,
0.453894,0.550669,0.416667,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000003057,
0.534736,0.742071,0.924686,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000003116,
0.534736,0.849306,0.941363,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000003124,
0.600342,0.625,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000003397,
1.54481,0.416667,0.996789,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000003259,
0.677751,0.569267,0.470128,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003068,
0.684191,0.635687,0.504268,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003073,
0.712405,0.543944,0.6881,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003085,
0.712405,0.681567,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000002,610000003089,
1.15821,3.54167,2.70833,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003098,
0.500105,0.682678,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003163,
0.491584,0.515043,0.667535,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003182,
1.20906,0.843743,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003277,
0.645624,0.605816,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003279,
0.416667,1.92237,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003297,
1.16269,1.19466,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003380,
0.771543,0.791119,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003381,
0.705244,0.603166,0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003387,
