
Intensity StdDev Ch=2 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
3.96431,,Surface,2,Image 1,1,0,
3.7566,,Surface,2,Image 1,1,1,
5.39446,,Surface,2,Image 1,1,2,
