
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
78.618,°,Segment,6,7,1,100000000,510000000023,
-10.8216,°,Segment,5,6,1,100000000,510000000083,
115.97,°,Segment,4,5,1,100000000,510000000100,
-74.5244,°,Segment,3,4,1,100000000,510000000174,
12.2843,°,Segment,2,3,1,100000000,510000000214,
24.6785,°,Segment,1,2,1,100000000,510000000236,
26.4699,°,Segment,0,1,1,100000000,510000000239,
-51.2906,°,Segment,6,6,1,100000000,510000000262,
143.7,°,Segment,8,6,1,100000000,510000000274,
-150.856,°,Segment,7,5,1,100000000,510000000314,
162.615,°,Segment,6,5,1,100000000,510000000317,
140.898,°,Segment,5,5,1,100000000,510000000324,
175.089,°,Segment,8,5,1,100000000,510000000329,
-72.4014,°,Segment,4,2,1,100000000,510000000331,
-155.451,°,Segment,3,2,1,100000000,510000000340,
137.877,°,Segment,2,2,1,100000000,510000000348,
118.524,°,Segment,1,2,1,100000000,510000000388,
31.0106,°,Segment,0,1,1,100000000,510000000418,
62.9534,°,Segment,3,3,1,100000000,510000000439,
-1.36006,°,Segment,2,3,1,100000000,510000000444,
-5.68392,°,Segment,1,1,1,100000000,510000000463,
-154.191,°,Segment,12,4,1,100000001,510000000491,
-128.728,°,Segment,11,3,1,100000001,510000000533,
-148.762,°,Segment,10,3,1,100000001,510000000538,
-156.759,°,Segment,9,3,1,100000001,510000000542,
173.161,°,Segment,8,3,1,100000001,510000000552,
-176.427,°,Segment,7,3,1,100000001,510000000554,
-151.953,°,Segment,6,3,1,100000001,510000000557,
-147.615,°,Segment,5,3,1,100000001,510000000576,
167.034,°,Segment,4,3,1,100000001,510000000599,
-168.417,°,Segment,3,3,1,100000001,510000000602,
-150.792,°,Segment,2,2,1,100000001,510000000606,
-169.039,°,Segment,0,1,1,100000001,510000000623,
13.9547,°,Segment,2,2,1,100000002,510000000671,
172.708,°,Segment,1,1,1,100000002,510000000679,
-137.291,°,Segment,0,1,1,100000002,510000000700,
49.1924,°,Segment,6,6,1,100000000,510000000703,
-87.0123,°,Segment,2,2,1,100000000,510000000741,
-166.005,°,Segment,1,1,1,100000000,510000000761,
174.831,°,Segment,0,1,1,100000000,510000000770,
-9.80242,°,Segment,1,2,1,100000002,510000000817,
