
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-23593.3,µm,Segment,Segment Position,0,1,1,100000001,510000000907,
-23594,µm,Segment,Segment Position,4,2,1,100000001,510000000927,
-23591.4,µm,Segment,Segment Position,3,2,1,100000001,510000000945,
-23592.8,µm,Segment,Segment Position,4,3,1,100000001,510000000948,
-23654.9,µm,Segment,Segment Position,3,2,1,100000000,510000000992,
-23659.6,µm,Segment,Segment Position,2,2,1,100000000,510000001016,
-23661.2,µm,Segment,Segment Position,1,1,1,100000000,510000001018,
-23663,µm,Segment,Segment Position,0,1,1,100000000,510000001036,
-23587.7,µm,Segment,Segment Position,2,1,1,100000001,510000001058,
-23590.8,µm,Segment,Segment Position,1,2,1,100000001,510000001062,
-23596.2,µm,Segment,Segment Position,3,3,1,100000001,510000001079,
-23597.3,µm,Segment,Segment Position,2,2,1,100000001,510000001081,
-23596.8,µm,Segment,Segment Position,1,1,1,100000001,510000001086,
-23595.5,µm,Segment,Segment Position,0,1,1,100000001,510000001109,
-23597.8,µm,Segment,Segment Position,0,1,1,100000001,510000001143,
-23592.4,µm,Segment,Segment Position,0,1,1,100000001,510000001164,
-23636.6,µm,Segment,Segment Position,1,1,1,100000002,510000001187,
-23587.8,µm,Segment,Segment Position,2,2,1,100000001,510000001198,
-23590,µm,Segment,Segment Position,1,2,1,100000001,510000001215,
-23592.8,µm,Segment,Segment Position,0,1,1,100000001,510000001225,
-23617.6,µm,Segment,Segment Position,12,3,1,100000001,510000001279,
-23588.5,µm,Segment,Segment Position,2,3,1,100000001,510000001284,
-23631,µm,Segment,Segment Position,4,2,1,100000002,510000001319,
-23635.6,µm,Segment,Segment Position,3,2,1,100000002,510000001340,
-23637,µm,Segment,Segment Position,2,1,1,100000002,510000001358,
-23634.3,µm,Segment,Segment Position,4,3,1,100000002,510000001362,
-23659.2,µm,Segment,Segment Position,3,3,1,100000000,510000001373,
-23605.2,µm,Segment,Segment Position,14,5,1,100000001,510000001392,
-23606.5,µm,Segment,Segment Position,13,5,1,100000001,510000001399,
-23607.1,µm,Segment,Segment Position,12,5,1,100000001,510000001413,
-23605.1,µm,Segment,Segment Position,11,4,1,100000001,510000001446,
-23606.2,µm,Segment,Segment Position,14,6,1,100000001,510000001448,
-23609.9,µm,Segment,Segment Position,13,4,1,100000001,510000001462,
-23608.4,µm,Segment,Segment Position,12,4,1,100000001,510000001466,
-23609.7,µm,Segment,Segment Position,13,5,1,100000001,510000001473,
-23656.3,µm,Segment,Segment Position,5,4,1,100000000,510000001505,
-23659.8,µm,Segment,Segment Position,4,3,1,100000000,510000001524,
-23661,µm,Segment,Segment Position,3,2,1,100000000,510000001527,
-23614.2,µm,Segment,Segment Position,6,2,1,100000001,510000001570,
-23609.8,µm,Segment,Segment Position,5,1,1,100000001,510000001583,
-23604.8,µm,Segment,Segment Position,4,1,1,100000001,510000001623,
-23598.8,µm,Segment,Segment Position,3,1,1,100000001,510000001637,
-23597.4,µm,Segment,Segment Position,2,1,1,100000001,510000001639,
-23610.1,µm,Segment,Segment Position,6,1,1,100000001,510000001645,
-23610,µm,Segment,Segment Position,5,2,1,100000001,510000001662,
-23606.4,µm,Segment,Segment Position,7,2,1,100000001,510000001673,
-23601.6,µm,Segment,Segment Position,6,2,1,100000001,510000001706,
-23598.4,µm,Segment,Segment Position,5,2,1,100000001,510000001724,
-23597.9,µm,Segment,Segment Position,4,2,1,100000001,510000001726,
-23597.8,µm,Segment,Segment Position,3,2,1,100000001,510000001730,
-23605.3,µm,Segment,Segment Position,7,3,1,100000001,510000001733,
-23597.4,µm,Segment,Segment Position,6,3,1,100000001,510000001745,
-23601.5,µm,Segment,Segment Position,5,4,1,100000001,510000001748,
-23599.6,µm,Segment,Segment Position,4,3,1,100000001,510000001757,
-23601.4,µm,Segment,Segment Position,5,3,1,100000001,510000001759,
-23601.3,µm,Segment,Segment Position,4,2,1,100000001,510000001765,
-23598.6,µm,Segment,Segment Position,5,3,1,100000001,510000001767,
-23598,µm,Segment,Segment Position,5,3,1,100000001,510000001772,
-23596.5,µm,Segment,Segment Position,1,2,1,100000001,510000001776,
-23659.5,µm,Segment,Segment Position,2,1,1,100000000,510000001786,
-23661.1,µm,Segment,Segment Position,1,2,1,100000000,510000001788,
-23657.8,µm,Segment,Segment Position,5,3,1,100000000,510000001795,
-23660.7,µm,Segment,Segment Position,4,2,1,100000000,510000001797,
-23660.9,µm,Segment,Segment Position,3,3,1,100000000,510000001799,
-23634.3,µm,Segment,Segment Position,1,2,1,100000002,510000001844,
-23637.9,µm,Segment,Segment Position,0,1,1,100000002,510000001879,
-23612.5,µm,Segment,Segment Position,4,2,1,100000001,510000001894,
-23611.7,µm,Segment,Segment Position,3,2,1,100000001,510000001920,
-23611.7,µm,Segment,Segment Position,2,1,1,100000001,510000001928,
-23608.3,µm,Segment,Segment Position,1,1,1,100000001,510000001946,
-23603.6,µm,Segment,Segment Position,0,1,1,100000001,510000001973,
-23666.1,µm,Segment,Segment Position,5,2,1,100000000,510000002017,
-23666.7,µm,Segment,Segment Position,4,1,1,100000000,510000002019,
-23667.4,µm,Segment,Segment Position,3,1,1,100000000,510000002029,
-23668.3,µm,Segment,Segment Position,2,1,1,100000000,510000002031,
-23666.8,µm,Segment,Segment Position,5,1,1,100000000,510000002034,
-23666.6,µm,Segment,Segment Position,4,2,1,100000000,510000002037,
-23668.9,µm,Segment,Segment Position,3,2,1,100000000,510000002045,
-23667,µm,Segment,Segment Position,1,2,1,100000000,510000002050,
-23674,µm,Segment,Segment Position,1,1,1,100000000,510000002061,
-23670.9,µm,Segment,Segment Position,0,1,1,100000000,510000002076,
-23619.9,µm,Segment,Segment Position,5,2,1,100000001,510000002103,
-23619.5,µm,Segment,Segment Position,4,1,1,100000001,510000002128,
-23615.3,µm,Segment,Segment Position,3,1,1,100000001,510000002149,
-23619.3,µm,Segment,Segment Position,6,2,1,100000001,510000002159,
-23620.1,µm,Segment,Segment Position,5,1,1,100000001,510000002176,
-23621.1,µm,Segment,Segment Position,6,1,1,100000001,510000002187,
-23614.3,µm,Segment,Segment Position,3,2,1,100000001,510000002203,
-23611.2,µm,Segment,Segment Position,2,2,1,100000001,510000002219,
-23612.2,µm,Segment,Segment Position,4,3,1,100000001,510000002221,
-23618,µm,Segment,Segment Position,4,2,1,100000001,510000002226,
-23612.4,µm,Segment,Segment Position,3,3,1,100000001,510000002230,
-23606.4,µm,Segment,Segment Position,1,2,1,100000001,510000002234,
-23672.9,µm,Segment,Segment Position,1,2,1,100000000,510000002236,
-23592.1,µm,Segment,Segment Position,1,1,1,100000001,510000002247,
-23609.5,µm,Segment,Segment Position,7,5,1,100000001,510000002265,
-23605,µm,Segment,Segment Position,6,4,1,100000001,510000002287,
-23608.9,µm,Segment,Segment Position,7,4,1,100000001,510000002343,
-23598.6,µm,Segment,Segment Position,10,5,1,100000001,510000002363,
-23602,µm,Segment,Segment Position,9,4,1,100000001,510000002371,
-23602.6,µm,Segment,Segment Position,10,4,1,100000001,510000002380,
-23602.6,µm,Segment,Segment Position,8,4,1,100000001,510000002388,
-23607.8,µm,Segment,Segment Position,7,4,1,100000001,510000002396,
-23599.5,µm,Segment,Segment Position,5,4,1,100000001,510000002419,
-23638.1,µm,Segment,Segment Position,4,1,1,100000002,510000002447,
-23659.3,µm,Segment,Segment Position,1,1,1,100000000,510000002470,
-23661.7,µm,Segment,Segment Position,0,1,1,100000000,510000002480,
-23641.1,µm,Segment,Segment Position,2,1,1,100000002,510000002501,
-23638.7,µm,Segment,Segment Position,1,1,1,100000002,510000002509,
-23639.5,µm,Segment,Segment Position,2,2,1,100000002,510000002518,
-23641.5,µm,Segment,Segment Position,0,1,1,100000002,510000002530,
-23669.1,µm,Segment,Segment Position,0,1,1,100000000,510000002543,
-23660.3,µm,Segment,Segment Position,1,2,1,100000000,510000002545,
-23599.8,µm,Segment,Segment Position,4,3,1,100000001,510000002581,
-23602.1,µm,Segment,Segment Position,3,2,1,100000001,510000002586,
-23604.7,µm,Segment,Segment Position,4,4,1,100000001,510000002615,
-23635.6,µm,Segment,Segment Position,4,2,1,100000002,510000002619,
-23600.8,µm,Segment,Segment Position,1,1,1,100000001,510000002649,
-23640.2,µm,Segment,Segment Position,2,3,1,100000002,510000002658,
-23639.1,µm,Segment,Segment Position,1,2,1,100000002,510000002663,
-23603.4,µm,Segment,Segment Position,3,3,1,100000001,510000002668,
-23601.4,µm,Segment,Segment Position,2,3,1,100000001,510000002675,
-23603,µm,Segment,Segment Position,3,4,1,100000001,510000002678,
-23639.2,µm,Segment,Segment Position,2,2,1,100000002,510000002681,
-23660.5,µm,Segment,Segment Position,0,1,1,100000000,510000002711,
-23662.3,µm,Segment,Segment Position,2,1,1,100000000,510000002714,
-23663.3,µm,Segment,Segment Position,1,1,1,100000000,510000002717,
-23671.2,µm,Segment,Segment Position,0,1,1,100000000,510000002732,
-23662.1,µm,Segment,Segment Position,2,2,1,100000000,510000002734,
-23601.5,µm,Segment,Segment Position,0,1,1,100000001,510000002741,
-23665.7,µm,Segment,Segment Position,0,1,1,100000000,510000002749,
-23596,µm,Segment,Segment Position,0,1,1,100000001,510000002758,
-23640.8,µm,Segment,Segment Position,0,1,1,100000002,510000002767,
-23668.4,µm,Segment,Segment Position,0,1,1,100000000,510000002772,
-23662.5,µm,Segment,Segment Position,0,1,1,100000000,510000002796,
-23669.1,µm,Segment,Segment Position,7,6,1,100000000,510000002797,
-23672.7,µm,Segment,Segment Position,4,5,1,100000000,510000002798,
-23672.7,µm,Segment,Segment Position,4,4,1,100000000,510000002799,
-23661.3,µm,Segment,Segment Position,2,2,1,100000000,510000002800,
-23659.8,µm,Segment,Segment Position,4,3,1,100000000,510000002801,
-23666.8,µm,Segment,Segment Position,6,1,1,100000000,510000002803,
-23666.8,µm,Segment,Segment Position,6,2,1,100000000,510000002804,
-23657.3,µm,Segment,Segment Position,3,3,1,100000000,510000002806,
-23600.6,µm,Segment,Segment Position,1,2,1,100000001,510000002807,
-23606.6,µm,Segment,Segment Position,13,6,1,100000001,510000002808,
-23600.3,µm,Segment,Segment Position,10,4,1,100000001,510000002809,
-23602.8,µm,Segment,Segment Position,4,2,1,100000001,510000002810,
-23591.3,µm,Segment,Segment Position,1,1,1,100000001,510000002812,
-23597.2,µm,Segment,Segment Position,3,2,1,100000001,510000002814,
-23635.6,µm,Segment,Segment Position,3,1,1,100000002,510000002815,
