
Segment Branch Level
 ==================== 
Segment Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
5,,Segment,11,5,1,100000000,510000000015,
4,,Segment,10,4,1,100000000,510000000044,
3,,Segment,9,3,1,100000000,510000000048,
3,,Segment,8,3,1,100000000,510000000053,
2,,Segment,7,2,1,100000000,510000000081,
2,,Segment,6,2,1,100000000,510000000089,
2,,Segment,5,2,1,100000000,510000000092,
2,,Segment,4,2,1,100000000,510000000110,
1,,Segment,3,1,1,100000000,510000000116,
1,,Segment,2,1,1,100000000,510000000120,
1,,Segment,1,1,1,100000000,510000000125,
1,,Segment,0,1,1,100000000,510000000151,
4,,Segment,11,4,1,100000000,510000000155,
6,,Segment,8,6,1,100000002,510000000161,
6,,Segment,7,6,1,100000002,510000000177,
5,,Segment,6,5,1,100000002,510000000194,
5,,Segment,5,5,1,100000002,510000000235,
4,,Segment,4,4,1,100000002,510000000262,
3,,Segment,3,3,1,100000002,510000000300,
2,,Segment,2,2,1,100000002,510000000320,
1,,Segment,1,1,1,100000002,510000000333,
1,,Segment,0,1,1,100000002,510000000340,
7,,Segment,8,7,1,100000002,510000000365,
5,,Segment,7,5,1,100000002,510000000382,
4,,Segment,14,4,1,100000001,510000000420,
3,,Segment,13,3,1,100000001,510000000426,
3,,Segment,12,3,1,100000001,510000000438,
3,,Segment,11,3,1,100000001,510000000453,
3,,Segment,10,3,1,100000001,510000000460,
2,,Segment,9,2,1,100000001,510000000485,
2,,Segment,8,2,1,100000001,510000000529,
2,,Segment,7,2,1,100000001,510000000553,
2,,Segment,6,2,1,100000001,510000000565,
1,,Segment,5,1,1,100000001,510000000567,
1,,Segment,3,1,1,100000001,510000000581,
1,,Segment,2,1,1,100000001,510000000603,
1,,Segment,1,1,1,100000001,510000000609,
1,,Segment,0,1,1,100000001,510000000629,
3,,Segment,6,3,1,100000001,510000000681,
2,,Segment,5,2,1,100000001,510000000686,
2,,Segment,4,2,1,100000001,510000000727,
1,,Segment,3,1,1,100000001,510000000729,
1,,Segment,2,1,1,100000001,510000000736,
1,,Segment,0,1,1,100000001,510000000741,
5,,Segment,9,5,1,100000001,510000000772,
4,,Segment,8,4,1,100000001,510000000777,
3,,Segment,7,3,1,100000001,510000000787,
2,,Segment,6,2,1,100000001,510000000797,
2,,Segment,5,2,1,100000001,510000000807,
2,,Segment,4,2,1,100000001,510000000829,
2,,Segment,3,2,1,100000001,510000000839,
1,,Segment,2,1,1,100000001,510000000845,
1,,Segment,1,1,1,100000001,510000000848,
1,,Segment,0,1,1,100000001,510000000854,
4,,Segment,9,4,1,100000001,510000000875,
3,,Segment,8,3,1,100000001,510000000877,
4,,Segment,6,4,1,100000002,510000000881,
3,,Segment,5,3,1,100000002,510000000937,
3,,Segment,4,3,1,100000002,510000000941,
3,,Segment,3,3,1,100000002,510000000949,
3,,Segment,2,3,1,100000002,510000000969,
2,,Segment,1,2,1,100000002,510000000983,
1,,Segment,0,1,1,100000002,510000001037,
2,,Segment,8,2,1,100000001,510000001057,
2,,Segment,7,2,1,100000001,510000001062,
2,,Segment,6,2,1,100000001,510000001080,
3,,Segment,7,3,1,100000001,510000001090,
5,,Segment,16,5,1,100000000,510000001099,
4,,Segment,15,4,1,100000000,510000001128,
3,,Segment,14,3,1,100000000,510000001132,
3,,Segment,13,3,1,100000000,510000001135,
2,,Segment,11,2,1,100000000,510000001148,
2,,Segment,10,2,1,100000000,510000001151,
2,,Segment,9,2,1,100000000,510000001154,
2,,Segment,8,2,1,100000000,510000001156,
2,,Segment,7,2,1,100000000,510000001159,
2,,Segment,6,2,1,100000000,510000001163,
1,,Segment,5,1,1,100000000,510000001169,
7,,Segment,18,7,1,100000001,510000001183,
6,,Segment,17,6,1,100000001,510000001186,
5,,Segment,16,5,1,100000001,510000001191,
4,,Segment,15,4,1,100000001,510000001208,
3,,Segment,14,3,1,100000001,510000001214,
4,,Segment,13,4,1,100000003,510000001232,
3,,Segment,12,3,1,100000003,510000001238,
3,,Segment,11,3,1,100000003,510000001250,
3,,Segment,10,3,1,100000003,510000001259,
2,,Segment,9,2,1,100000003,510000001275,
2,,Segment,8,2,1,100000003,510000001284,
2,,Segment,7,2,1,100000003,510000001311,
2,,Segment,6,2,1,100000003,510000001318,
1,,Segment,5,1,1,100000003,510000001339,
1,,Segment,4,1,1,100000003,510000001343,
1,,Segment,3,1,1,100000003,510000001351,
1,,Segment,2,1,1,100000003,510000001353,
1,,Segment,1,1,1,100000003,510000001374,
1,,Segment,0,1,1,100000003,510000001402,
6,,Segment,18,6,1,100000001,510000001423,
3,,Segment,5,3,1,100000001,510000001426,
4,,Segment,13,4,1,100000000,510000001477,
3,,Segment,12,3,1,100000000,510000001497,
3,,Segment,10,3,1,100000000,510000001536,
4,,Segment,16,4,1,100000001,510000001541,
3,,Segment,15,3,1,100000001,510000001545,
6,,Segment,17,6,1,100000003,510000001561,
