
Spine Terminal Pt Time Index
 ==================== 
Spine Terminal Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,13,2,1,100000003,610000007322,
1,,Spine,7,3,1,100000001,610000007339,
1,,Spine,13,2,1,100000003,610000007347,
1,,Spine,5,3,1,100000003,610000007363,
1,,Spine,3,1,1,100000001,610000007375,
1,,Spine,13,2,1,100000003,610000007382,
1,,Spine,3,1,1,100000001,610000007393,
1,,Spine,7,3,1,100000001,610000007404,
1,,Spine,14,4,1,100000001,610000007415,
1,,Spine,5,3,1,100000003,610000007427,
1,,Spine,10,5,1,100000001,610000007431,
1,,Spine,6,3,1,100000001,610000007440,
1,,Spine,3,1,1,100000001,610000007448,
1,,Spine,9,2,1,100000003,610000007452,
1,,Spine,15,4,1,100000001,610000007457,
1,,Spine,2,1,1,100000002,610000007464,
1,,Spine,10,3,1,100000000,610000007466,
1,,Spine,11,2,1,100000003,610000007472,
1,,Spine,5,3,1,100000001,610000007476,
1,,Spine,9,4,1,100000000,610000007478,
1,,Spine,11,4,1,100000003,610000007480,
1,,Spine,3,1,1,100000001,610000007487,
1,,Spine,5,3,1,100000003,610000007494,
1,,Spine,2,2,1,100000002,610000007499,
1,,Spine,7,3,1,100000001,610000007501,
1,,Spine,14,4,1,100000001,610000007506,
1,,Spine,11,2,1,100000003,610000007510,
1,,Spine,7,6,1,100000002,610000007513,
1,,Spine,9,2,1,100000003,610000007518,
1,,Spine,6,4,1,100000001,610000007520,
1,,Spine,11,3,1,100000001,610000007524,
1,,Spine,14,4,1,100000001,610000007531,
1,,Spine,12,3,1,100000003,610000007534,
1,,Spine,13,4,1,100000000,610000007538,
1,,Spine,5,3,1,100000003,610000007543,
1,,Spine,3,1,1,100000003,610000007546,
1,,Spine,2,1,1,100000001,610000007549,
1,,Spine,14,4,1,100000001,610000007555,
1,,Spine,3,3,1,100000002,610000007558,
1,,Spine,8,2,1,100000000,610000007561,
1,,Spine,14,4,1,100000001,610000007565,
1,,Spine,3,2,1,100000000,610000007567,
1,,Spine,2,2,1,100000002,610000007571,
1,,Spine,3,2,1,100000001,610000007576,
1,,Spine,13,4,1,100000001,610000007580,
1,,Spine,,,1,,610000007582,
1,,Spine,6,1,1,100000003,610000007596,
1,,Spine,9,2,1,100000003,610000007600,
1,,Spine,7,2,1,100000001,610000007604,
1,,Spine,16,7,1,100000000,610000007607,
1,,Spine,3,3,1,100000003,610000007609,
1,,Spine,5,3,1,100000003,610000007611,
1,,Spine,0,1,1,100000002,610000007614,
1,,Spine,5,2,1,100000000,610000007617,
1,,Spine,5,2,1,100000000,610000007622,
1,,Spine,11,7,1,100000001,610000007625,
1,,Spine,9,2,1,100000001,610000007627,
1,,Spine,9,2,1,100000000,610000007630,
1,,Spine,,,1,,610000007632,
1,,Spine,5,2,1,100000002,610000007639,
1,,Spine,13,5,1,100000000,610000007642,
1,,Spine,11,2,1,100000003,610000007644,
1,,Spine,4,2,1,100000001,610000007650,
1,,Spine,6,4,1,100000003,610000007652,
1,,Spine,12,3,1,100000000,610000007654,
1,,Spine,2,2,1,100000003,610000007658,
1,,Spine,,,1,,610000007660,
1,,Spine,0,1,1,100000002,610000007667,
1,,Spine,5,4,1,100000000,610000007670,
1,,Spine,5,2,1,100000000,610000007672,
1,,Spine,5,3,1,100000003,610000007674,
1,,Spine,3,2,1,100000001,610000007679,
1,,Spine,17,5,1,100000000,610000007681,
