
Soma Ellipsoid Axis A
 ==================== 
Soma Ellipsoid Axis A X,Soma Ellipsoid Axis A Y,Soma Ellipsoid Axis A Z,Unit,Category,Collection,Time,FilamentID,ID,
0.20262,-0.288507,-0.935793,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
0.379781,0.216491,0.899388,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
-0.22326,0.142708,0.964256,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
0.00365023,0.117004,0.993125,µm,Soma,Soma Ellipsoid Axis A,1,100000003,800000003,
