
Soma BoundingBoxAA Length Y
 ==================== 
Soma BoundingBoxAA Length Y,Unit,Category,Collection,Time,FilamentID,ID,
1.56055,µm,Soma,Soma BoundingBoxAA Length,1,100000000,800000000,
4.0957,µm,Soma,Soma BoundingBoxAA Length,1,100000001,800000001,
3.57422,µm,Soma,Soma BoundingBoxAA Length,1,100000002,800000002,
2.86133,µm,Soma,Soma BoundingBoxAA Length,1,100000003,800000003,
