
Spine Straightness
 ==================== 
Spine Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.941041,,Spine,13,2,1,100000003,610000007322,
0.929625,,Spine,7,3,1,100000001,610000007339,
0.967968,,Spine,13,2,1,100000003,610000007347,
0.822263,,Spine,5,3,1,100000003,610000007363,
0.969407,,Spine,3,1,1,100000001,610000007375,
0.979537,,Spine,13,2,1,100000003,610000007382,
0.8316,,Spine,3,1,1,100000001,610000007393,
0.90434,,Spine,7,3,1,100000001,610000007404,
0.785695,,Spine,14,4,1,100000001,610000007415,
0.957552,,Spine,5,3,1,100000003,610000007427,
0.988791,,Spine,10,5,1,100000001,610000007431,
0.955057,,Spine,6,3,1,100000001,610000007440,
0.963054,,Spine,3,1,1,100000001,610000007448,
0.866885,,Spine,9,2,1,100000003,610000007452,
0.992127,,Spine,15,4,1,100000001,610000007457,
0.896912,,Spine,2,1,1,100000002,610000007464,
0.996588,,Spine,10,3,1,100000000,610000007466,
0.902518,,Spine,11,2,1,100000003,610000007472,
0.985394,,Spine,5,3,1,100000001,610000007476,
0.965971,,Spine,9,4,1,100000000,610000007478,
0.999455,,Spine,11,4,1,100000003,610000007480,
0.951477,,Spine,3,1,1,100000001,610000007487,
0.87995,,Spine,5,3,1,100000003,610000007494,
0.994614,,Spine,2,2,1,100000002,610000007499,
0.99998,,Spine,7,3,1,100000001,610000007501,
0.797063,,Spine,14,4,1,100000001,610000007506,
0.979287,,Spine,11,2,1,100000003,610000007510,
0.95575,,Spine,7,6,1,100000002,610000007513,
0.961908,,Spine,9,2,1,100000003,610000007518,
0.997926,,Spine,6,4,1,100000001,610000007520,
0.986093,,Spine,11,3,1,100000001,610000007524,
0.814685,,Spine,14,4,1,100000001,610000007531,
0.994272,,Spine,12,3,1,100000003,610000007534,
0.997757,,Spine,13,4,1,100000000,610000007538,
0.908454,,Spine,5,3,1,100000003,610000007543,
0.995127,,Spine,3,1,1,100000003,610000007546,
0.99486,,Spine,2,1,1,100000001,610000007549,
0.805101,,Spine,14,4,1,100000001,610000007555,
0.9866,,Spine,3,3,1,100000002,610000007558,
0.987231,,Spine,8,2,1,100000000,610000007561,
0.941862,,Spine,14,4,1,100000001,610000007565,
0.994028,,Spine,3,2,1,100000000,610000007567,
0.990845,,Spine,2,2,1,100000002,610000007571,
0.907745,,Spine,3,2,1,100000001,610000007576,
0.888169,,Spine,13,4,1,100000001,610000007580,
0.828914,,Spine,0,1,1,100000003,610000007592,
0.996278,,Spine,6,1,1,100000003,610000007596,
0.986654,,Spine,9,2,1,100000003,610000007600,
0.981356,,Spine,7,2,1,100000001,610000007604,
0.983445,,Spine,16,7,1,100000000,610000007607,
0.98773,,Spine,3,3,1,100000003,610000007609,
0.995304,,Spine,5,3,1,100000003,610000007611,
0.987649,,Spine,0,1,1,100000002,610000007614,
0.980552,,Spine,5,2,1,100000000,610000007617,
0.985718,,Spine,5,2,1,100000000,610000007622,
0.986669,,Spine,11,7,1,100000001,610000007625,
0.99767,,Spine,9,2,1,100000001,610000007627,
0.984635,,Spine,9,2,1,100000000,610000007630,
0.985363,,Spine,0,1,1,100000003,610000007636,
0.995088,,Spine,5,2,1,100000002,610000007639,
0.986735,,Spine,13,5,1,100000000,610000007642,
0.994229,,Spine,11,2,1,100000003,610000007644,
0.916775,,Spine,4,2,1,100000001,610000007650,
0.997935,,Spine,6,4,1,100000003,610000007652,
0.999416,,Spine,12,3,1,100000000,610000007654,
0.990154,,Spine,2,2,1,100000003,610000007658,
0.959614,,Spine,0,1,1,100000003,610000007663,
0.953776,,Spine,0,1,1,100000002,610000007667,
0.933233,,Spine,5,4,1,100000000,610000007670,
0.99053,,Spine,5,2,1,100000000,610000007672,
0.995653,,Spine,5,3,1,100000003,610000007674,
0.919467,,Spine,3,2,1,100000001,610000007679,
0.972562,,Spine,17,5,1,100000000,610000007681,
0.975767,,Spine,0,1,1,100000002,610000007687,
0.979465,,Spine,5,2,1,100000000,610000007691,
0.993079,,Spine,2,2,1,100000002,610000007696,
0.947771,,Spine,3,1,1,100000001,610000007698,
0.998552,,Spine,4,3,1,100000001,610000007700,
0.98915,,Spine,2,3,1,100000002,610000007702,
0.927732,,Spine,0,1,1,100000002,610000007704,
0.979408,,Spine,3,1,1,100000003,610000007708,
0.995404,,Spine,5,2,1,100000001,610000007711,
0.989448,,Spine,0,1,1,100000002,610000007713,
0.990169,,Spine,4,2,1,100000002,610000007715,
0.990254,,Spine,16,6,1,100000000,610000007717,
0.998103,,Spine,7,2,1,100000001,610000007719,
0.994513,,Spine,1,2,1,100000000,610000007721,
0.995586,,Spine,6,1,1,100000003,610000007723,
0.99805,,Spine,7,2,1,100000001,610000007725,
0.994005,,Spine,1,2,1,100000003,610000007728,
0.995575,,Spine,4,1,1,100000003,610000007730,
0.997336,,Spine,3,2,1,100000002,610000007732,
0.98833,,Spine,12,4,1,100000001,610000007735,
0.995106,,Spine,5,3,1,100000001,610000007737,
