
Soma Intensity Sum Ch=2 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
548752,,Soma,2,Image 1,1,100000000,800000000,
1.4027e+06,,Soma,2,Image 1,1,100000001,800000001,
1.74296e+06,,Soma,2,Image 1,1,100000002,800000002,
1.40488e+06,,Soma,2,Image 1,1,100000003,800000003,
