
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
16.4117,µm,Spine,13,2,1,100000003,610000007322,
6.83678,µm,Spine,7,3,1,100000001,610000007339,
16.4117,µm,Spine,13,2,1,100000003,610000007347,
7.03036,µm,Spine,5,3,1,100000003,610000007363,
5.02265,µm,Spine,3,1,1,100000001,610000007375,
16.4117,µm,Spine,13,2,1,100000003,610000007382,
3.72524,µm,Spine,3,1,1,100000001,610000007393,
6.83678,µm,Spine,7,3,1,100000001,610000007404,
21.3467,µm,Spine,14,4,1,100000001,610000007415,
7.03036,µm,Spine,5,3,1,100000003,610000007427,
13.5963,µm,Spine,10,5,1,100000001,610000007431,
6.25265,µm,Spine,6,3,1,100000001,610000007440,
5.02265,µm,Spine,3,1,1,100000001,610000007448,
12.8174,µm,Spine,9,2,1,100000003,610000007452,
20.0845,µm,Spine,15,4,1,100000001,610000007457,
4.92308,µm,Spine,2,1,1,100000002,610000007464,
5.64137,µm,Spine,10,3,1,100000000,610000007466,
13.3105,µm,Spine,11,2,1,100000003,610000007472,
8.01681,µm,Spine,5,3,1,100000001,610000007476,
7.53554,µm,Spine,9,4,1,100000000,610000007478,
15.1615,µm,Spine,11,4,1,100000003,610000007480,
5.02265,µm,Spine,3,1,1,100000001,610000007487,
7.03036,µm,Spine,5,3,1,100000003,610000007494,
3.02093,µm,Spine,2,2,1,100000002,610000007499,
10.3228,µm,Spine,7,3,1,100000001,610000007501,
21.3467,µm,Spine,14,4,1,100000001,610000007506,
13.3105,µm,Spine,11,2,1,100000003,610000007510,
15.5465,µm,Spine,7,6,1,100000002,610000007513,
12.4173,µm,Spine,9,2,1,100000003,610000007518,
8.72236,µm,Spine,6,4,1,100000001,610000007520,
16.752,µm,Spine,11,3,1,100000001,610000007524,
21.3467,µm,Spine,14,4,1,100000001,610000007531,
14.1751,µm,Spine,12,3,1,100000003,610000007534,
17.5598,µm,Spine,13,4,1,100000000,610000007538,
7.14689,µm,Spine,5,3,1,100000003,610000007543,
3.85663,µm,Spine,3,1,1,100000003,610000007546,
2.88023,µm,Spine,2,1,1,100000001,610000007549,
21.3467,µm,Spine,14,4,1,100000001,610000007555,
6.86241,µm,Spine,3,3,1,100000002,610000007558,
4.3319,µm,Spine,8,2,1,100000000,610000007561,
18.9709,µm,Spine,14,4,1,100000001,610000007565,
5.54484,µm,Spine,3,2,1,100000000,610000007567,
5.10652,µm,Spine,2,2,1,100000002,610000007571,
6.28236,µm,Spine,3,2,1,100000001,610000007576,
19.7654,µm,Spine,13,4,1,100000001,610000007580,
8.02159,µm,Spine,6,1,1,100000003,610000007596,
11.6224,µm,Spine,9,2,1,100000003,610000007600,
8.3199,µm,Spine,7,2,1,100000001,610000007604,
