
Segment Number of Voxel Ch=3 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
72,,Segment,3,11,Image 1,5,1,100000000,510000000015,
262,,Segment,3,10,Image 1,4,1,100000000,510000000044,
194,,Segment,3,9,Image 1,3,1,100000000,510000000048,
291,,Segment,3,8,Image 1,3,1,100000000,510000000053,
1612,,Segment,3,7,Image 1,2,1,100000000,510000000081,
889,,Segment,3,6,Image 1,2,1,100000000,510000000089,
619,,Segment,3,5,Image 1,2,1,100000000,510000000092,
1284,,Segment,3,4,Image 1,2,1,100000000,510000000110,
1966,,Segment,3,3,Image 1,1,1,100000000,510000000116,
1600,,Segment,3,2,Image 1,1,1,100000000,510000000120,
440,,Segment,3,1,Image 1,1,1,100000000,510000000125,
205,,Segment,3,0,Image 1,1,1,100000000,510000000151,
66,,Segment,3,11,Image 1,4,1,100000000,510000000155,
121,,Segment,3,8,Image 1,6,1,100000002,510000000161,
382,,Segment,3,7,Image 1,6,1,100000002,510000000177,
371,,Segment,3,6,Image 1,5,1,100000002,510000000194,
617,,Segment,3,5,Image 1,5,1,100000002,510000000235,
661,,Segment,3,4,Image 1,4,1,100000002,510000000262,
893,,Segment,3,3,Image 1,3,1,100000002,510000000300,
1055,,Segment,3,2,Image 1,2,1,100000002,510000000320,
507,,Segment,3,1,Image 1,1,1,100000002,510000000333,
482,,Segment,3,0,Image 1,1,1,100000002,510000000340,
89,,Segment,3,8,Image 1,7,1,100000002,510000000365,
451,,Segment,3,7,Image 1,5,1,100000002,510000000382,
302,,Segment,3,14,Image 1,4,1,100000001,510000000420,
217,,Segment,3,13,Image 1,3,1,100000001,510000000426,
231,,Segment,3,12,Image 1,3,1,100000001,510000000438,
269,,Segment,3,11,Image 1,3,1,100000001,510000000453,
212,,Segment,3,10,Image 1,3,1,100000001,510000000460,
804,,Segment,3,9,Image 1,2,1,100000001,510000000485,
812,,Segment,3,8,Image 1,2,1,100000001,510000000529,
722,,Segment,3,7,Image 1,2,1,100000001,510000000553,
300,,Segment,3,6,Image 1,2,1,100000001,510000000565,
252,,Segment,3,5,Image 1,1,1,100000001,510000000567,
511,,Segment,3,3,Image 1,1,1,100000001,510000000581,
832,,Segment,3,2,Image 1,1,1,100000001,510000000603,
558,,Segment,3,1,Image 1,1,1,100000001,510000000609,
1093,,Segment,3,0,Image 1,1,1,100000001,510000000629,
260,,Segment,3,6,Image 1,3,1,100000001,510000000681,
176,,Segment,3,5,Image 1,2,1,100000001,510000000686,
463,,Segment,3,4,Image 1,2,1,100000001,510000000727,
182,,Segment,3,3,Image 1,1,1,100000001,510000000729,
247,,Segment,3,2,Image 1,1,1,100000001,510000000736,
131,,Segment,3,0,Image 1,1,1,100000001,510000000741,
188,,Segment,3,9,Image 1,5,1,100000001,510000000772,
136,,Segment,3,8,Image 1,4,1,100000001,510000000777,
244,,Segment,3,7,Image 1,3,1,100000001,510000000787,
266,,Segment,3,6,Image 1,2,1,100000001,510000000797,
233,,Segment,3,5,Image 1,2,1,100000001,510000000807,
520,,Segment,3,4,Image 1,2,1,100000001,510000000829,
367,,Segment,3,3,Image 1,2,1,100000001,510000000839,
304,,Segment,3,2,Image 1,1,1,100000001,510000000845,
340,,Segment,3,1,Image 1,1,1,100000001,510000000848,
206,,Segment,3,0,Image 1,1,1,100000001,510000000854,
196,,Segment,3,9,Image 1,4,1,100000001,510000000875,
117,,Segment,3,8,Image 1,3,1,100000001,510000000877,
148,,Segment,3,6,Image 1,4,1,100000002,510000000881,
925,,Segment,3,5,Image 1,3,1,100000002,510000000937,
