
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
13,,Spine,13,2,1,100000003,610000007322,
7,,Spine,7,3,1,100000001,610000007339,
13,,Spine,13,2,1,100000003,610000007347,
5,,Spine,5,3,1,100000003,610000007363,
3,,Spine,3,1,1,100000001,610000007375,
13,,Spine,13,2,1,100000003,610000007382,
3,,Spine,3,1,1,100000001,610000007393,
7,,Spine,7,3,1,100000001,610000007404,
14,,Spine,14,4,1,100000001,610000007415,
5,,Spine,5,3,1,100000003,610000007427,
10,,Spine,10,5,1,100000001,610000007431,
6,,Spine,6,3,1,100000001,610000007440,
3,,Spine,3,1,1,100000001,610000007448,
9,,Spine,9,2,1,100000003,610000007452,
15,,Spine,15,4,1,100000001,610000007457,
2,,Spine,2,1,1,100000002,610000007464,
10,,Spine,10,3,1,100000000,610000007466,
11,,Spine,11,2,1,100000003,610000007472,
5,,Spine,5,3,1,100000001,610000007476,
9,,Spine,9,4,1,100000000,610000007478,
11,,Spine,11,4,1,100000003,610000007480,
3,,Spine,3,1,1,100000001,610000007487,
5,,Spine,5,3,1,100000003,610000007494,
2,,Spine,2,2,1,100000002,610000007499,
7,,Spine,7,3,1,100000001,610000007501,
14,,Spine,14,4,1,100000001,610000007506,
11,,Spine,11,2,1,100000003,610000007510,
7,,Spine,7,6,1,100000002,610000007513,
9,,Spine,9,2,1,100000003,610000007518,
6,,Spine,6,4,1,100000001,610000007520,
11,,Spine,11,3,1,100000001,610000007524,
14,,Spine,14,4,1,100000001,610000007531,
12,,Spine,12,3,1,100000003,610000007534,
13,,Spine,13,4,1,100000000,610000007538,
5,,Spine,5,3,1,100000003,610000007543,
3,,Spine,3,1,1,100000003,610000007546,
2,,Spine,2,1,1,100000001,610000007549,
14,,Spine,14,4,1,100000001,610000007555,
3,,Spine,3,3,1,100000002,610000007558,
8,,Spine,8,2,1,100000000,610000007561,
14,,Spine,14,4,1,100000001,610000007565,
3,,Spine,3,2,1,100000000,610000007567,
