
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
9,,Segment,4,11,Image 1,5,1,100000000,510000000015,
30,,Segment,4,10,Image 1,4,1,100000000,510000000044,
5,,Segment,4,9,Image 1,3,1,100000000,510000000048,
6,,Segment,4,8,Image 1,3,1,100000000,510000000053,
29,,Segment,4,7,Image 1,2,1,100000000,510000000081,
9,,Segment,4,6,Image 1,2,1,100000000,510000000089,
4,,Segment,4,5,Image 1,2,1,100000000,510000000092,
19,,Segment,4,4,Image 1,2,1,100000000,510000000110,
7,,Segment,4,3,Image 1,1,1,100000000,510000000116,
5,,Segment,4,2,Image 1,1,1,100000000,510000000120,
6,,Segment,4,1,Image 1,1,1,100000000,510000000125,
6,,Segment,4,0,Image 1,1,1,100000000,510000000151,
5,,Segment,4,11,Image 1,4,1,100000000,510000000155,
7,,Segment,4,8,Image 1,6,1,100000002,510000000161,
17,,Segment,4,7,Image 1,6,1,100000002,510000000177,
18,,Segment,4,6,Image 1,5,1,100000002,510000000194,
42,,Segment,4,5,Image 1,5,1,100000002,510000000235,
28,,Segment,4,4,Image 1,4,1,100000002,510000000262,
39,,Segment,4,3,Image 1,3,1,100000002,510000000300,
21,,Segment,4,2,Image 1,2,1,100000002,510000000320,
14,,Segment,4,1,Image 1,1,1,100000002,510000000333,
6,,Segment,4,0,Image 1,1,1,100000002,510000000340,
3,,Segment,4,8,Image 1,7,1,100000002,510000000365,
18,,Segment,4,7,Image 1,5,1,100000002,510000000382,
38,,Segment,4,14,Image 1,4,1,100000001,510000000420,
7,,Segment,4,13,Image 1,3,1,100000001,510000000426,
13,,Segment,4,12,Image 1,3,1,100000001,510000000438,
16,,Segment,4,11,Image 1,3,1,100000001,510000000453,
8,,Segment,4,10,Image 1,3,1,100000001,510000000460,
26,,Segment,4,9,Image 1,2,1,100000001,510000000485,
45,,Segment,4,8,Image 1,2,1,100000001,510000000529,
25,,Segment,4,7,Image 1,2,1,100000001,510000000553,
13,,Segment,4,6,Image 1,2,1,100000001,510000000565,
3,,Segment,4,5,Image 1,1,1,100000001,510000000567,
14,,Segment,4,3,Image 1,1,1,100000001,510000000581,
23,,Segment,4,2,Image 1,1,1,100000001,510000000603,
7,,Segment,4,1,Image 1,1,1,100000001,510000000609,
18,,Segment,4,0,Image 1,1,1,100000001,510000000629,
29,,Segment,4,6,Image 1,3,1,100000001,510000000681,
6,,Segment,4,5,Image 1,2,1,100000001,510000000686,
42,,Segment,4,4,Image 1,2,1,100000001,510000000727,
3,,Segment,4,3,Image 1,1,1,100000001,510000000729,
8,,Segment,4,2,Image 1,1,1,100000001,510000000736,
5,,Segment,4,0,Image 1,1,1,100000001,510000000741,
12,,Segment,4,9,Image 1,5,1,100000001,510000000772,
6,,Segment,4,8,Image 1,4,1,100000001,510000000777,
11,,Segment,4,7,Image 1,3,1,100000001,510000000787,
11,,Segment,4,6,Image 1,2,1,100000001,510000000797,
11,,Segment,4,5,Image 1,2,1,100000001,510000000807,
23,,Segment,4,4,Image 1,2,1,100000001,510000000829,
11,,Segment,4,3,Image 1,2,1,100000001,510000000839,
7,,Segment,4,2,Image 1,1,1,100000001,510000000845,
4,,Segment,4,1,Image 1,1,1,100000001,510000000848,
2,,Segment,4,0,Image 1,1,1,100000001,510000000854,
6,,Segment,4,9,Image 1,4,1,100000001,510000000875,
3,,Segment,4,8,Image 1,3,1,100000001,510000000877,
5,,Segment,4,6,Image 1,4,1,100000002,510000000881,
57,,Segment,4,5,Image 1,3,1,100000002,510000000937,
5,,Segment,4,4,Image 1,3,1,100000002,510000000941,
9,,Segment,4,3,Image 1,3,1,100000002,510000000949,
21,,Segment,4,2,Image 1,3,1,100000002,510000000969,
15,,Segment,4,1,Image 1,2,1,100000002,510000000983,
46,,Segment,4,0,Image 1,1,1,100000002,510000001037,
3,,Segment,4,8,Image 1,2,1,100000001,510000001057,
6,,Segment,4,7,Image 1,2,1,100000001,510000001062,
19,,Segment,4,6,Image 1,2,1,100000001,510000001080,
10,,Segment,4,7,Image 1,3,1,100000001,510000001090,
10,,Segment,4,16,Image 1,5,1,100000000,510000001099,
30,,Segment,4,15,Image 1,4,1,100000000,510000001128,
5,,Segment,4,14,Image 1,3,1,100000000,510000001132,
4,,Segment,4,13,Image 1,3,1,100000000,510000001135,
13,,Segment,4,11,Image 1,2,1,100000000,510000001148,
4,,Segment,4,10,Image 1,2,1,100000000,510000001151,
4,,Segment,4,9,Image 1,2,1,100000000,510000001154,
3,,Segment,4,8,Image 1,2,1,100000000,510000001156,
4,,Segment,4,7,Image 1,2,1,100000000,510000001159,
5,,Segment,4,6,Image 1,2,1,100000000,510000001163,
7,,Segment,4,5,Image 1,1,1,100000000,510000001169,
14,,Segment,4,18,Image 1,7,1,100000001,510000001183,
4,,Segment,4,17,Image 1,6,1,100000001,510000001186,
6,,Segment,4,16,Image 1,5,1,100000001,510000001191,
18,,Segment,4,15,Image 1,4,1,100000001,510000001208,
7,,Segment,4,14,Image 1,3,1,100000001,510000001214,
19,,Segment,4,13,Image 1,4,1,100000003,510000001232,
7,,Segment,4,12,Image 1,3,1,100000003,510000001238,
13,,Segment,4,11,Image 1,3,1,100000003,510000001250,
10,,Segment,4,10,Image 1,3,1,100000003,510000001259,
17,,Segment,4,9,Image 1,2,1,100000003,510000001275,
10,,Segment,4,8,Image 1,2,1,100000003,510000001284,
28,,Segment,4,7,Image 1,2,1,100000003,510000001311,
8,,Segment,4,6,Image 1,2,1,100000003,510000001318,
22,,Segment,4,5,Image 1,1,1,100000003,510000001339,
5,,Segment,4,4,Image 1,1,1,100000003,510000001343,
9,,Segment,4,3,Image 1,1,1,100000003,510000001351,
3,,Segment,4,2,Image 1,1,1,100000003,510000001353,
22,,Segment,4,1,Image 1,1,1,100000003,510000001374,
13,,Segment,4,0,Image 1,1,1,100000003,510000001402,
21,,Segment,4,18,Image 1,6,1,100000001,510000001423,
3,,Segment,4,5,Image 1,3,1,100000001,510000001426,
52,,Segment,4,13,Image 1,4,1,100000000,510000001477,
21,,Segment,4,12,Image 1,3,1,100000000,510000001497,
39,,Segment,4,10,Image 1,3,1,100000000,510000001536,
5,,Segment,4,16,Image 1,4,1,100000001,510000001541,
5,,Segment,4,15,Image 1,3,1,100000001,510000001545,
17,,Segment,4,17,Image 1,6,1,100000003,510000001561,
