
Spine Neck Mean Diameter
 ==================== 
Spine Neck Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.249028,µm,Spine,0,1,1,100000003,610000007663,
0.622881,µm,Spine,0,1,1,100000002,610000007667,
0.387946,µm,Spine,5,4,1,100000000,610000007670,
0.284629,µm,Spine,5,2,1,100000000,610000007672,
0.1625,µm,Spine,5,3,1,100000003,610000007674,
0.370875,µm,Spine,3,2,1,100000001,610000007679,
0.358742,µm,Spine,17,5,1,100000000,610000007681,
0.379679,µm,Spine,0,1,1,100000002,610000007687,
0.308264,µm,Spine,5,2,1,100000000,610000007691,
0.524188,µm,Spine,2,2,1,100000002,610000007696,
0,µm,Spine,3,1,1,100000001,610000007698,
0.420773,µm,Spine,4,3,1,100000001,610000007700,
0.270934,µm,Spine,2,3,1,100000002,610000007702,
0,µm,Spine,0,1,1,100000002,610000007704,
0.250123,µm,Spine,3,1,1,100000003,610000007708,
0.325,µm,Spine,5,2,1,100000001,610000007711,
0.429093,µm,Spine,0,1,1,100000002,610000007713,
0,µm,Spine,4,2,1,100000002,610000007715,
0.375426,µm,Spine,16,6,1,100000000,610000007717,
0.493982,µm,Spine,7,2,1,100000001,610000007719,
0.577637,µm,Spine,1,2,1,100000000,610000007721,
0.374456,µm,Spine,6,1,1,100000003,610000007723,
0.36499,µm,Spine,7,2,1,100000001,610000007725,
0.183467,µm,Spine,1,2,1,100000003,610000007728,
0.398155,µm,Spine,4,1,1,100000003,610000007730,
0.325,µm,Spine,3,2,1,100000002,610000007732,
0.316333,µm,Spine,12,4,1,100000001,610000007735,
0.477918,µm,Spine,5,3,1,100000001,610000007737,
0.250674,µm,Spine,3,1,1,100000003,610000007739,
0.332943,µm,Spine,2,2,1,100000001,610000007741,
0.53236,µm,Spine,6,3,1,100000001,610000007744,
0.40625,µm,Spine,3,2,1,100000001,610000007746,
0.263216,µm,Spine,8,4,1,100000002,610000007748,
0.343339,µm,Spine,7,5,1,100000002,610000007751,
0,µm,Spine,0,1,1,100000001,610000007754,
0.43096,µm,Spine,4,2,1,100000000,610000007756,
0,µm,Spine,13,4,1,100000000,610000007758,
0.348862,µm,Spine,3,3,1,100000002,610000007761,
0.387109,µm,Spine,7,3,1,100000001,610000007764,
0.482858,µm,Spine,3,1,1,100000001,610000007767,
0.352327,µm,Spine,12,3,1,100000003,610000007769,
0.493117,µm,Spine,17,5,1,100000000,610000007771,
0.416484,µm,Spine,9,2,1,100000001,610000007774,
0.285645,µm,Spine,0,1,1,100000003,610000007779,
0.325315,µm,Spine,4,3,1,100000002,610000007784,
0.283637,µm,Spine,7,5,1,100000002,610000007787,
0.249639,µm,Spine,4,2,1,100000002,610000007790,
0.24375,µm,Spine,8,2,1,100000001,610000007793,
0,µm,Spine,0,1,1,100000003,610000007796,
0.259603,µm,Spine,5,4,1,100000001,610000007798,
0.360745,µm,Spine,7,3,1,100000002,610000007802,
0,µm,Spine,0,1,1,100000002,610000007805,
0,µm,Spine,1,2,1,100000002,610000007807,
0.270673,µm,Spine,3,3,1,100000002,610000007809,
0,µm,Spine,0,1,1,100000002,610000007815,
0.488677,µm,Spine,2,1,1,100000002,610000007819,
0.359509,µm,Spine,2,2,1,100000000,610000007823,
0,µm,Spine,0,1,1,100000003,610000007827,
0.256445,µm,Spine,2,2,1,100000000,610000007833,
0.318866,µm,Spine,7,3,1,100000001,610000007837,
0.272849,µm,Spine,9,5,1,100000001,610000007841,
0,µm,Spine,15,3,1,100000000,610000007843,
0.337369,µm,Spine,8,2,1,100000001,610000007846,
0.510912,µm,Spine,1,1,1,100000002,610000007849,
0,µm,Spine,12,3,1,100000000,610000007851,
0.362184,µm,Spine,3,1,1,100000001,610000007854,
0.285533,µm,Spine,7,2,1,100000003,610000007858,
0.427715,µm,Spine,7,6,1,100000002,610000007860,
0.1625,µm,Spine,14,4,1,100000001,610000007863,
0,µm,Spine,1,2,1,100000001,610000007865,
0,µm,Spine,0,1,1,100000001,610000007868,
0.281924,µm,Spine,5,4,1,100000003,610000007871,
0.357831,µm,Spine,9,5,1,100000001,610000007873,
0,µm,Spine,0,1,1,100000002,610000007876,
0.386568,µm,Spine,1,1,1,100000002,610000007879,
0.248828,µm,Spine,13,4,1,100000000,610000007882,
0.244667,µm,Spine,9,3,1,100000003,610000007884,
0.361816,µm,Spine,9,2,1,100000003,610000007887,
0.89375,µm,Spine,0,1,1,100000001,610000007889,
0.249866,µm,Spine,3,3,1,100000001,610000007891,
0.37102,µm,Spine,2,2,1,100000002,610000007893,
0.295836,µm,Spine,0,1,1,100000002,610000007896,
0.229815,µm,Spine,7,4,1,100000001,610000007899,
0,µm,Spine,11,3,1,100000003,610000007901,
0,µm,Spine,0,1,1,100000001,610000007904,
0.249114,µm,Spine,4,3,1,100000000,610000007906,
0.415821,µm,Spine,5,3,1,100000002,610000007910,
0.341788,µm,Spine,5,2,1,100000001,610000007913,
0.270059,µm,Spine,5,2,1,100000001,610000007916,
0.297505,µm,Spine,3,2,1,100000000,610000007918,
0,µm,Spine,0,1,1,100000002,610000007923,
0.287531,µm,Spine,0,1,1,100000001,610000007928,
0.305332,µm,Spine,4,1,1,100000001,610000007932,
0,µm,Spine,0,1,1,100000003,610000007935,
0,µm,Spine,13,4,1,100000003,610000007938,
0,µm,Spine,14,6,1,100000000,610000007942,
0.295697,µm,Spine,5,2,1,100000001,610000007945,
0.309442,µm,Spine,8,2,1,100000001,610000007947,
0,µm,Spine,0,1,1,100000002,610000007951,
0,µm,Spine,4,2,1,100000002,610000007953,
0.574089,µm,Spine,6,1,1,100000003,610000007956,
0.436719,µm,Spine,3,1,1,100000000,610000007958,
0.24375,µm,Spine,4,2,1,100000002,610000007961,
0,µm,Spine,14,4,1,100000001,610000007963,
0.325,µm,Spine,5,3,1,100000003,610000007966,
0.482798,µm,Spine,2,2,1,100000003,610000007969,
0.223437,µm,Spine,0,1,1,100000003,610000007972,
0,µm,Spine,0,1,1,100000002,610000007974,
0.33693,µm,Spine,1,1,1,100000001,610000007979,
0,µm,Spine,3,2,1,100000001,610000007981,
0,µm,Spine,6,2,1,100000001,610000007985,
0,µm,Spine,0,1,1,100000001,610000007988,
0,µm,Spine,5,2,1,100000000,610000007991,
0.192969,µm,Spine,3,2,1,100000000,610000007993,
0,µm,Spine,5,2,1,100000001,610000007995,
0,µm,Spine,0,1,1,100000001,610000007997,
0.263791,µm,Spine,3,2,1,100000001,610000008000,
0.194277,µm,Spine,0,1,1,100000002,610000008003,
0,µm,Spine,1,1,1,100000002,610000008006,
0,µm,Spine,0,1,1,100000003,610000008012,
0.36253,µm,Spine,4,2,1,100000003,610000008015,
0,µm,Spine,0,1,1,100000003,610000008020,
0,µm,Spine,2,2,1,100000002,610000008024,
0.308276,µm,Spine,17,6,1,100000000,610000008029,
0.337227,µm,Spine,6,2,1,100000001,610000008031,
0.305283,µm,Spine,3,2,1,100000001,610000008034,
0.337602,µm,Spine,7,3,1,100000001,610000008038,
0,µm,Spine,0,1,1,100000002,610000008040,
0,µm,Spine,0,1,1,100000002,610000008046,
0.262946,µm,Spine,11,3,1,100000003,610000008049,
0,µm,Spine,2,2,1,100000000,610000008051,
0.251351,µm,Spine,7,4,1,100000001,610000008054,
0.294567,µm,Spine,17,6,1,100000000,610000008058,
0,µm,Spine,0,1,1,100000001,610000008060,
0.49423,µm,Spine,6,2,1,100000001,610000008064,
0.40625,µm,Spine,3,1,1,100000001,610000008066,
0.336766,µm,Spine,10,6,1,100000002,610000008068,
0.295098,µm,Spine,2,2,1,100000003,610000008072,
0,µm,Spine,10,3,1,100000001,610000008076,
0.408648,µm,Spine,4,2,1,100000003,610000008078,
0,µm,Spine,7,2,1,100000001,610000008080,
0.417109,µm,Spine,0,1,1,100000003,610000008086,
0,µm,Spine,2,1,1,100000000,610000008089,
0,µm,Spine,0,1,1,100000003,610000008092,
0,µm,Spine,3,3,1,100000001,610000008094,
0,µm,Spine,0,1,1,100000003,610000008096,
0,µm,Spine,0,1,1,100000001,610000008100,
0,µm,Spine,0,1,1,100000001,610000008102,
0,µm,Spine,0,1,1,100000002,610000008105,
0,µm,Spine,0,1,1,100000001,610000008110,
0.423426,µm,Spine,9,2,1,100000003,610000008113,
0.303454,µm,Spine,3,1,1,100000001,610000008115,
0.291721,µm,Spine,1,2,1,100000003,610000008117,
0,µm,Spine,0,1,1,100000001,610000008120,
0.363789,µm,Spine,6,3,1,100000003,610000008123,
0,µm,Spine,7,3,1,100000002,610000008128,
0.301214,µm,Spine,0,1,1,100000002,610000008130,
0,µm,Spine,0,1,1,100000003,610000008132,
0,µm,Spine,0,1,1,100000001,610000008137,
0.370809,µm,Spine,0,1,1,100000001,610000008141,
0.325,µm,Spine,4,2,1,100000003,610000008143,
0.387957,µm,Spine,5,3,1,100000003,610000008145,
0,µm,Spine,7,5,1,100000002,610000008147,
0.467948,µm,Spine,0,1,1,100000001,610000008149,
0,µm,Spine,2,2,1,100000000,610000008152,
0.417234,µm,Spine,12,3,1,100000000,610000008155,
0.316416,µm,Spine,8,5,1,100000001,610000008157,
0,µm,Spine,0,1,1,100000003,610000008161,
0,µm,Spine,3,2,1,100000000,610000008164,
0.305264,µm,Spine,7,3,1,100000001,610000008166,
0,µm,Spine,6,3,1,100000002,610000008168,
0.377209,µm,Spine,17,5,1,100000000,610000008172,
0.377298,µm,Spine,4,2,1,100000002,610000008175,
0.255752,µm,Spine,7,4,1,100000001,610000008177,
0,µm,Spine,2,2,1,100000003,610000008179,
0.248815,µm,Spine,3,2,1,100000002,610000008181,
0,µm,Spine,2,1,1,100000001,610000008188,
0,µm,Spine,13,4,1,100000001,610000008194,
0,µm,Spine,0,1,1,100000002,610000008197,
0,µm,Spine,0,1,1,100000003,610000008199,
0.619735,µm,Spine,13,3,1,100000000,610000008203,
0.351324,µm,Spine,7,2,1,100000003,610000008205,
0,µm,Spine,5,3,1,100000002,610000008207,
0,µm,Spine,3,2,1,100000003,610000008209,
0,µm,Spine,2,2,1,100000002,610000008211,
0.352679,µm,Spine,5,2,1,100000001,610000008214,
0.325,µm,Spine,9,2,1,100000003,610000008218,
0,µm,Spine,2,2,1,100000003,610000008221,
0,µm,Spine,3,2,1,100000001,610000008223,
0,µm,Spine,0,1,1,100000001,610000008226,
0,µm,Spine,13,4,1,100000001,610000008228,
0,µm,Spine,0,1,1,100000003,610000008231,
0.342456,µm,Spine,1,1,1,100000001,610000008238,
0,µm,Spine,0,1,1,100000001,610000008242,
0.388997,µm,Spine,10,2,1,100000003,610000008245,
0.499029,µm,Spine,3,2,1,100000003,610000008248,
0,µm,Spine,0,1,1,100000003,610000008250,
0,µm,Spine,1,1,1,100000003,610000008256,
0,µm,Spine,0,1,1,100000003,610000008259,
0,µm,Spine,2,2,1,100000002,610000008261,
0,µm,Spine,0,1,1,100000002,610000008267,
0,µm,Spine,0,1,1,100000003,610000008277,
0,µm,Spine,0,1,1,100000003,610000008285,
0,µm,Spine,0,1,1,100000002,610000008308,
0,µm,Spine,0,1,1,100000003,610000008311,
0.399926,µm,Spine,2,3,1,100000001,610000008314,
0,µm,Spine,0,1,1,100000002,610000008325,
0,µm,Spine,2,1,1,100000001,610000008369,
0,µm,Spine,13,4,1,100000000,610000008412,
0,µm,Spine,12,4,1,100000000,610000008413,
0,µm,Spine,12,4,1,100000000,610000008414,
0,µm,Spine,10,3,1,100000000,610000008415,
0,µm,Spine,7,2,1,100000000,610000008416,
0,µm,Spine,7,2,1,100000000,610000008417,
0,µm,Spine,5,3,1,100000000,610000008418,
0,µm,Spine,16,5,1,100000000,610000008419,
0,µm,Spine,15,4,1,100000000,610000008420,
0,µm,Spine,15,3,1,100000000,610000008421,
0,µm,Spine,15,3,1,100000000,610000008422,
0,µm,Spine,11,2,1,100000000,610000008423,
0,µm,Spine,12,4,1,100000000,610000008425,
0,µm,Spine,11,4,1,100000000,610000008426,
0,µm,Spine,17,6,1,100000000,610000008427,
0,µm,Spine,17,6,1,100000000,610000008428,
0,µm,Spine,15,5,1,100000000,610000008429,
0,µm,Spine,13,4,1,100000000,610000008430,
0,µm,Spine,14,6,1,100000000,610000008431,
0,µm,Spine,12,4,1,100000000,610000008432,
0,µm,Spine,11,4,1,100000000,610000008433,
0,µm,Spine,11,4,1,100000000,610000008434,
0,µm,Spine,10,3,1,100000000,610000008435,
0,µm,Spine,7,3,1,100000000,610000008436,
0,µm,Spine,5,1,1,100000000,610000008437,
0,µm,Spine,5,2,1,100000000,610000008438,
0,µm,Spine,3,1,1,100000000,610000008439,
0,µm,Spine,3,2,1,100000000,610000008440,
0,µm,Spine,2,1,1,100000000,610000008441,
0,µm,Spine,4,3,1,100000000,610000008442,
0,µm,Spine,3,2,1,100000000,610000008443,
0,µm,Spine,3,3,1,100000000,610000008444,
0,µm,Spine,2,2,1,100000000,610000008445,
0,µm,Spine,1,1,1,100000000,610000008446,
0,µm,Spine,18,6,1,100000001,610000008447,
0,µm,Spine,15,4,1,100000001,610000008448,
0,µm,Spine,15,3,1,100000001,610000008449,
0,µm,Spine,11,3,1,100000001,610000008450,
0,µm,Spine,9,3,1,100000001,610000008451,
0,µm,Spine,8,2,1,100000001,610000008452,
0,µm,Spine,8,2,1,100000001,610000008453,
0,µm,Spine,8,2,1,100000001,610000008454,
0,µm,Spine,6,3,1,100000001,610000008455,
0,µm,Spine,6,3,1,100000001,610000008456,
0,µm,Spine,5,2,1,100000001,610000008457,
0,µm,Spine,5,2,1,100000001,610000008458,
0,µm,Spine,5,3,1,100000001,610000008459,
0,µm,Spine,3,1,1,100000001,610000008460,
0,µm,Spine,2,1,1,100000001,610000008461,
0,µm,Spine,10,4,1,100000001,610000008462,
0,µm,Spine,9,5,1,100000001,610000008463,
0,µm,Spine,7,3,1,100000001,610000008464,
0,µm,Spine,7,2,1,100000001,610000008465,
0,µm,Spine,10,6,1,100000001,610000008466,
0,µm,Spine,8,6,1,100000001,610000008467,
0,µm,Spine,7,4,1,100000001,610000008468,
0,µm,Spine,7,4,1,100000001,610000008469,
0,µm,Spine,6,3,1,100000001,610000008470,
0,µm,Spine,2,2,1,100000001,610000008471,
0,µm,Spine,2,2,1,100000001,610000008472,
0,µm,Spine,2,2,1,100000001,610000008473,
0,µm,Spine,1,1,1,100000001,610000008474,
0,µm,Spine,3,2,1,100000001,610000008475,
0,µm,Spine,2,2,1,100000001,610000008476,
0,µm,Spine,0,1,1,100000001,610000008477,
0,µm,Spine,6,2,1,100000001,610000008478,
0,µm,Spine,6,2,1,100000001,610000008479,
0,µm,Spine,7,2,1,100000001,610000008480,
0,µm,Spine,6,2,1,100000001,610000008481,
0,µm,Spine,7,5,1,100000001,610000008482,
0,µm,Spine,7,5,1,100000001,610000008483,
0,µm,Spine,7,4,1,100000001,610000008484,
0,µm,Spine,6,3,1,100000001,610000008485,
0,µm,Spine,7,3,1,100000001,610000008486,
0,µm,Spine,6,2,1,100000001,610000008487,
0,µm,Spine,4,2,1,100000001,610000008488,
0,µm,Spine,4,2,1,100000001,610000008489,
0,µm,Spine,4,3,1,100000001,610000008490,
0,µm,Spine,3,3,1,100000001,610000008491,
0,µm,Spine,1,2,1,100000001,610000008492,
0,µm,Spine,0,1,1,100000001,610000008493,
0,µm,Spine,0,1,1,100000001,610000008494,
0,µm,Spine,0,1,1,100000001,610000008495,
0,µm,Spine,0,1,1,100000001,610000008496,
0,µm,Spine,0,1,1,100000001,610000008497,
0,µm,Spine,3,2,1,100000001,610000008498,
0,µm,Spine,2,2,1,100000001,610000008499,
0,µm,Spine,2,2,1,100000001,610000008500,
0,µm,Spine,0,1,1,100000001,610000008501,
0,µm,Spine,0,1,1,100000001,610000008502,
0,µm,Spine,3,2,1,100000001,610000008505,
0,µm,Spine,3,2,1,100000001,610000008506,
0,µm,Spine,1,1,1,100000001,610000008507,
0,µm,Spine,1,1,1,100000001,610000008508,
0,µm,Spine,1,1,1,100000001,610000008509,
0,µm,Spine,1,1,1,100000001,610000008510,
0,µm,Spine,0,1,1,100000001,610000008511,
0,µm,Spine,3,1,1,100000001,610000008512,
0,µm,Spine,9,4,1,100000001,610000008513,
0,µm,Spine,7,3,1,100000001,610000008514,
0,µm,Spine,7,3,1,100000001,610000008515,
0,µm,Spine,7,3,1,100000001,610000008516,
0,µm,Spine,7,3,1,100000001,610000008517,
0,µm,Spine,8,5,1,100000001,610000008518,
0,µm,Spine,7,4,1,100000001,610000008519,
0,µm,Spine,6,4,1,100000001,610000008520,
0,µm,Spine,5,4,1,100000001,610000008521,
0,µm,Spine,4,3,1,100000001,610000008522,
0,µm,Spine,4,3,1,100000001,610000008523,
0,µm,Spine,5,3,1,100000001,610000008524,
0,µm,Spine,5,3,1,100000001,610000008525,
0,µm,Spine,5,3,1,100000001,610000008526,
0,µm,Spine,3,2,1,100000001,610000008527,
0,µm,Spine,2,2,1,100000001,610000008528,
0,µm,Spine,0,1,1,100000001,610000008529,
0,µm,Spine,0,1,1,100000001,610000008530,
0,µm,Spine,0,1,1,100000001,610000008534,
0,µm,Spine,7,6,1,100000002,610000008535,
0,µm,Spine,7,5,1,100000002,610000008536,
0,µm,Spine,7,5,1,100000002,610000008537,
0,µm,Spine,6,6,1,100000002,610000008538,
0,µm,Spine,6,6,1,100000002,610000008539,
0,µm,Spine,5,5,1,100000002,610000008540,
0,µm,Spine,5,5,1,100000002,610000008541,
0,µm,Spine,5,5,1,100000002,610000008542,
0,µm,Spine,11,6,1,100000002,610000008543,
0,µm,Spine,10,6,1,100000002,610000008544,
0,µm,Spine,8,3,1,100000002,610000008545,
0,µm,Spine,4,3,1,100000002,610000008546,
0,µm,Spine,4,3,1,100000002,610000008547,
0,µm,Spine,3,3,1,100000002,610000008548,
0,µm,Spine,4,3,1,100000002,610000008549,
0,µm,Spine,2,2,1,100000002,610000008550,
0,µm,Spine,2,2,1,100000002,610000008551,
0,µm,Spine,2,2,1,100000002,610000008552,
0,µm,Spine,0,1,1,100000002,610000008553,
0,µm,Spine,4,2,1,100000002,610000008554,
0,µm,Spine,4,2,1,100000002,610000008555,
0,µm,Spine,3,3,1,100000002,610000008556,
0,µm,Spine,3,3,1,100000002,610000008557,
0,µm,Spine,2,2,1,100000002,610000008558,
0,µm,Spine,2,2,1,100000002,610000008559,
0,µm,Spine,2,3,1,100000002,610000008560,
0,µm,Spine,2,3,1,100000002,610000008561,
0,µm,Spine,2,1,1,100000002,610000008562,
0,µm,Spine,0,1,1,100000002,610000008563,
0,µm,Spine,4,2,1,100000002,610000008565,
0,µm,Spine,4,2,1,100000002,610000008566,
0,µm,Spine,3,2,1,100000002,610000008567,
0,µm,Spine,3,2,1,100000002,610000008568,
0,µm,Spine,3,2,1,100000002,610000008569,
0,µm,Spine,3,2,1,100000002,610000008570,
0,µm,Spine,3,1,1,100000002,610000008571,
0,µm,Spine,0,1,1,100000002,610000008573,
0,µm,Spine,0,1,1,100000002,610000008574,
0,µm,Spine,3,2,1,100000002,610000008576,
0,µm,Spine,2,2,1,100000002,610000008577,
0,µm,Spine,1,1,1,100000002,610000008578,
0,µm,Spine,0,1,1,100000002,610000008579,
0,µm,Spine,13,4,1,100000003,610000008586,
0,µm,Spine,13,3,1,100000003,610000008587,
0,µm,Spine,12,3,1,100000003,610000008588,
0,µm,Spine,11,3,1,100000003,610000008589,
0,µm,Spine,11,2,1,100000003,610000008590,
0,µm,Spine,11,2,1,100000003,610000008591,
0,µm,Spine,9,2,1,100000003,610000008592,
0,µm,Spine,9,2,1,100000003,610000008593,
0,µm,Spine,13,4,1,100000003,610000008594,
0,µm,Spine,12,3,1,100000003,610000008595,
0,µm,Spine,11,4,1,100000003,610000008596,
0,µm,Spine,11,4,1,100000003,610000008597,
0,µm,Spine,11,3,1,100000003,610000008598,
0,µm,Spine,10,3,1,100000003,610000008599,
0,µm,Spine,9,3,1,100000003,610000008600,
0,µm,Spine,8,3,1,100000003,610000008601,
0,µm,Spine,8,3,1,100000003,610000008602,
0,µm,Spine,17,6,1,100000003,610000008603,
0,µm,Spine,10,2,1,100000003,610000008604,
0,µm,Spine,11,3,1,100000003,610000008605,
0,µm,Spine,9,2,1,100000003,610000008606,
0,µm,Spine,9,3,1,100000003,610000008607,
0,µm,Spine,6,1,1,100000003,610000008608,
0,µm,Spine,6,1,1,100000003,610000008609,
0,µm,Spine,6,2,1,100000003,610000008610,
0,µm,Spine,6,3,1,100000003,610000008611,
0,µm,Spine,5,2,1,100000003,610000008612,
0,µm,Spine,5,2,1,100000003,610000008613,
0,µm,Spine,4,2,1,100000003,610000008614,
0,µm,Spine,3,2,1,100000003,610000008615,
0,µm,Spine,1,1,1,100000003,610000008616,
0,µm,Spine,1,1,1,100000003,610000008617,
0,µm,Spine,0,1,1,100000003,610000008618,
0,µm,Spine,0,1,1,100000003,610000008619,
0,µm,Spine,4,1,1,100000003,610000008621,
0,µm,Spine,2,1,1,100000003,610000008622,
0,µm,Spine,2,2,1,100000003,610000008623,
0,µm,Spine,1,2,1,100000003,610000008624,
0,µm,Spine,0,1,1,100000003,610000008625,
0,µm,Spine,0,1,1,100000003,610000008626,
0,µm,Spine,5,4,1,100000003,610000008628,
0,µm,Spine,4,2,1,100000003,610000008629,
0,µm,Spine,4,2,1,100000003,610000008630,
0,µm,Spine,1,2,1,100000003,610000008631,
0,µm,Spine,0,1,1,100000003,610000008632,
