
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.542794,,Surface,3,Image 1,1,0,
0.624625,,Surface,3,Image 1,1,1,
0.379042,,Surface,3,Image 1,1,2,
0.27183,,Surface,3,Image 1,1,3,
