
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.173697,,Surface,1,0,
0.0853586,,Surface,1,1,
0.246406,,Surface,1,2,
0.194147,,Surface,1,3,
