
Spine Branchings
 ==================== 
Spine Branchings,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,13,2,1,100000003,610000007322,
0,,Spine,7,3,1,100000001,610000007339,
0,,Spine,13,2,1,100000003,610000007347,
0,,Spine,5,3,1,100000003,610000007363,
0,,Spine,3,1,1,100000001,610000007375,
0,,Spine,13,2,1,100000003,610000007382,
0,,Spine,3,1,1,100000001,610000007393,
0,,Spine,7,3,1,100000001,610000007404,
0,,Spine,14,4,1,100000001,610000007415,
0,,Spine,5,3,1,100000003,610000007427,
0,,Spine,10,5,1,100000001,610000007431,
0,,Spine,6,3,1,100000001,610000007440,
0,,Spine,3,1,1,100000001,610000007448,
0,,Spine,9,2,1,100000003,610000007452,
0,,Spine,15,4,1,100000001,610000007457,
0,,Spine,2,1,1,100000002,610000007464,
0,,Spine,10,3,1,100000000,610000007466,
0,,Spine,11,2,1,100000003,610000007472,
0,,Spine,5,3,1,100000001,610000007476,
0,,Spine,9,4,1,100000000,610000007478,
0,,Spine,11,4,1,100000003,610000007480,
0,,Spine,3,1,1,100000001,610000007487,
0,,Spine,5,3,1,100000003,610000007494,
0,,Spine,2,2,1,100000002,610000007499,
0,,Spine,7,3,1,100000001,610000007501,
0,,Spine,14,4,1,100000001,610000007506,
0,,Spine,11,2,1,100000003,610000007510,
0,,Spine,7,6,1,100000002,610000007513,
0,,Spine,9,2,1,100000003,610000007518,
0,,Spine,6,4,1,100000001,610000007520,
0,,Spine,11,3,1,100000001,610000007524,
0,,Spine,14,4,1,100000001,610000007531,
0,,Spine,12,3,1,100000003,610000007534,
0,,Spine,13,4,1,100000000,610000007538,
0,,Spine,5,3,1,100000003,610000007543,
0,,Spine,3,1,1,100000003,610000007546,
0,,Spine,2,1,1,100000001,610000007549,
0,,Spine,14,4,1,100000001,610000007555,
0,,Spine,3,3,1,100000002,610000007558,
0,,Spine,8,2,1,100000000,610000007561,
0,,Spine,14,4,1,100000001,610000007565,
0,,Spine,3,2,1,100000000,610000007567,
0,,Spine,2,2,1,100000002,610000007571,
0,,Spine,3,2,1,100000001,610000007576,
0,,Spine,13,4,1,100000001,610000007580,
0,,Spine,0,1,1,100000003,610000007592,
0,,Spine,6,1,1,100000003,610000007596,
0,,Spine,9,2,1,100000003,610000007600,
0,,Spine,7,2,1,100000001,610000007604,
0,,Spine,16,7,1,100000000,610000007607,
0,,Spine,3,3,1,100000003,610000007609,
0,,Spine,5,3,1,100000003,610000007611,
0,,Spine,0,1,1,100000002,610000007614,
0,,Spine,5,2,1,100000000,610000007617,
0,,Spine,5,2,1,100000000,610000007622,
0,,Spine,11,7,1,100000001,610000007625,
0,,Spine,9,2,1,100000001,610000007627,
0,,Spine,9,2,1,100000000,610000007630,
0,,Spine,0,1,1,100000003,610000007636,
0,,Spine,5,2,1,100000002,610000007639,
0,,Spine,13,5,1,100000000,610000007642,
0,,Spine,11,2,1,100000003,610000007644,
0,,Spine,4,2,1,100000001,610000007650,
0,,Spine,6,4,1,100000003,610000007652,
0,,Spine,12,3,1,100000000,610000007654,
0,,Spine,2,2,1,100000003,610000007658,
0,,Spine,0,1,1,100000003,610000007663,
0,,Spine,0,1,1,100000002,610000007667,
0,,Spine,5,4,1,100000000,610000007670,
0,,Spine,5,2,1,100000000,610000007672,
0,,Spine,5,3,1,100000003,610000007674,
0,,Spine,3,2,1,100000001,610000007679,
0,,Spine,17,5,1,100000000,610000007681,
0,,Spine,0,1,1,100000002,610000007687,
0,,Spine,5,2,1,100000000,610000007691,
0,,Spine,2,2,1,100000002,610000007696,
0,,Spine,3,1,1,100000001,610000007698,
0,,Spine,4,3,1,100000001,610000007700,
0,,Spine,2,3,1,100000002,610000007702,
0,,Spine,0,1,1,100000002,610000007704,
0,,Spine,3,1,1,100000003,610000007708,
0,,Spine,5,2,1,100000001,610000007711,
0,,Spine,0,1,1,100000002,610000007713,
0,,Spine,4,2,1,100000002,610000007715,
0,,Spine,16,6,1,100000000,610000007717,
0,,Spine,7,2,1,100000001,610000007719,
0,,Spine,1,2,1,100000000,610000007721,
0,,Spine,6,1,1,100000003,610000007723,
0,,Spine,7,2,1,100000001,610000007725,
0,,Spine,1,2,1,100000003,610000007728,
0,,Spine,4,1,1,100000003,610000007730,
0,,Spine,3,2,1,100000002,610000007732,
0,,Spine,12,4,1,100000001,610000007735,
0,,Spine,5,3,1,100000001,610000007737,
0,,Spine,3,1,1,100000003,610000007739,
0,,Spine,2,2,1,100000001,610000007741,
0,,Spine,6,3,1,100000001,610000007744,
0,,Spine,3,2,1,100000001,610000007746,
0,,Spine,8,4,1,100000002,610000007748,
0,,Spine,7,5,1,100000002,610000007751,
0,,Spine,0,1,1,100000001,610000007754,
0,,Spine,4,2,1,100000000,610000007756,
0,,Spine,13,4,1,100000000,610000007758,
0,,Spine,3,3,1,100000002,610000007761,
0,,Spine,7,3,1,100000001,610000007764,
0,,Spine,3,1,1,100000001,610000007767,
0,,Spine,12,3,1,100000003,610000007769,
